,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,A.J. Brown,1,6,156.0,26.0,125.0,20.8,0,0.0,31,5.2,0,0.0,0,10,33.3%,9,3,0,4,4,2,1,1
2,Jaylen Waddle,1,8,106.0,13.3,90.0,11.3,0,0.0,16,2.0,0,0.0,0,9,26.5%,9,1,2,5,1,0,0,0
3,DeAndre Hopkins,1,12,159.0,13.3,143.0,11.9,0,0.0,16,1.3,4,0.3,0,13,30.2%,13,1,1,8,2,1,0,0
4,DJ Moore,1,6,152.0,25.3,120.0,20.0,0,0.0,32,5.3,4,0.7,0,11,30.6%,8,2,0,5,3,1,1,1
5,Tyreek Hill,1,12,188.0,15.7,160.0,13.3,0,0.0,28,2.3,1,0.1,0,14,41.2%,13,1,0,7,3,2,1,1
6,Amari Cooper,1,5,131.0,26.2,100.0,20.0,0,0.0,31,6.2,4,0.8,0,7,35.0%,6,2,1,4,3,1,1,1
7,Stefon Diggs,1,6,108.0,18.0,82.0,13.7,0,0.0,26,4.3,9,1.5,0,8,32.0%,6,0,1,2,2,1,1,1
8,Rondale Moore,1,7,92.0,13.1,5.0,0.7,0,0.0,87,12.4,31,4.4,1,8,18.6%,8,0,1,3,2,1,0,0
9,Cooper Kupp,1,8,79.0,9.9,52.0,6.5,0,0.0,27,3.4,3,0.4,0,12,37.5%,8,0,2,3,2,0,0,0
10,Brandon Aiyuk,1,6,81.0,13.5,60.0,10.0,0,0.0,21,3.5,6,1.0,0,6,23.1%,6,0,1,4,1,1,0,0
11,CeeDee Lamb,1,5,77.0,15.4,65.0,13.0,0,0.0,12,2.4,0,0.0,0,7,26.9%,5,0,1,4,2,0,0,0
12,Damiere Byrd,1,3,67.0,22.3,30.0,10.0,0,0.0,37,12.3,2,0.7,0,6,21.4%,3,0,0,2,1,1,1,1
13,Devin Duvernay,1,4,31.0,7.8,5.0,1.3,0,0.0,26,6.5,0,0.0,0,4,11.8%,4,0,1,2,0,0,0,0
14,Mike Evans,1,6,123.0,20.5,98.0,16.3,0,0.0,25,4.2,12,2.0,0,11,26.2%,6,0,3,3,3,1,1,1
15,Jerry Jeudy,1,6,63.0,10.5,23.0,3.8,0,0.0,40,6.7,3,0.5,0,7,26.9%,6,0,1,2,1,0,0,0
16,Romeo Doubs,1,4,62.0,15.5,49.0,12.3,0,0.0,13,3.3,1,0.3,0,7,24.1%,4,0,1,3,1,0,0,0
17,Jakobi Meyers,1,9,60.0,6.7,21.0,2.3,0,0.0,39,4.3,10,1.1,0,13,40.6%,9,0,3,2,0,0,0,0
18,Zach Pascal,1,2,57.0,28.5,20.0,10.0,0,0.0,37,18.5,0,0.0,0,2,6.7%,2,0,0,2,2,1,0,0
19,DK Metcalf,1,6,55.0,9.2,48.0,8.0,0,0.0,7,1.2,0,0.0,0,10,30.3%,7,1,1,3,0,0,0,0
20,Garrett Wilson,1,6,115.0,19.2,58.0,9.7,0,0.0,57,9.5,16,2.7,1,7,20.6%,6,0,0,4,2,1,1,1
