,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Ja'Marr Chase,1,8,130.0,16.3,91.0,11.4,0,0.0,39,4.9,0,0.0,0,11,26.2%,9,1,1,5,2,2,1,1
2,Mecole Hardman Jr.,1,4,32.0,8.0,8.0,2.0,0,0.0,24,6.0,3,0.8,0,4,11.8%,4,0,1,1,0,0,0,0
3,Tyler Boyd,1,8,155.0,19.4,117.0,14.6,0,0.0,38,4.8,4,0.5,0,9,21.4%,8,0,1,6,3,1,1,1
4,Marquise Goodwin,1,4,67.0,16.8,56.0,14.0,0,0.0,11,2.8,2,0.5,0,5,19.2%,4,0,0,3,3,0,0,0
5,JuJu Smith-Schuster,1,7,124.0,17.7,23.0,3.3,0,0.0,101,14.4,18,2.6,0,8,23.5%,7,0,2,5,2,1,1,1
6,Mike Williams,1,7,86.0,12.3,37.0,5.3,0,0.0,49,7.0,2,0.3,0,9,17.6%,7,0,1,6,1,0,0,0
7,Damiere Byrd,1,1,75.0,75.0,41.0,41.0,0,0.0,34,34.0,0,0.0,0,1,8.3%,1,0,0,1,1,1,1,1
8,Terry McLaurin,1,5,73.0,14.6,44.0,8.8,0,0.0,29,5.8,10,2.0,0,8,25.0%,5,0,1,3,1,1,0,0
9,Parris Campbell,1,10,70.0,7.0,42.0,4.2,0,0.0,28,2.8,6,0.6,1,12,29.3%,10,0,1,3,0,0,0,0
10,DJ Moore,1,7,69.0,9.9,54.0,7.7,0,0.0,15,2.1,0,0.0,0,10,47.6%,7,0,0,3,2,0,0,0
11,Ray-Ray McCloud III,1,4,65.0,16.3,60.0,15.0,0,0.0,5,1.3,0,0.0,0,4,8.7%,4,0,1,3,2,0,0,0
12,George Pickens,1,6,61.0,10.2,55.0,9.2,0,0.0,6,1.0,0,0.0,0,6,14.3%,6,0,1,1,1,1,0,0
13,Darius Slayton,1,3,58.0,19.3,52.0,17.3,0,0.0,6,2.0,0,0.0,0,6,20.7%,4,1,0,3,1,1,0,0
14,Rashid Shaheed,1,1,53.0,53.0,44.0,44.0,0,0.0,9,9.0,13,13.0,0,1,2.2%,1,0,0,1,1,1,1,1
15,Marquez Valdes-Scantling,1,3,111.0,37.0,95.0,31.7,0,0.0,16,5.3,0,0.0,0,4,11.8%,3,0,0,3,2,2,2,2
16,Chris Olave,1,7,106.0,15.1,73.0,10.4,0,0.0,33,4.7,24,3.4,1,14,30.4%,7,0,0,5,1,1,1,1
17,Phillip Dorsett II,1,2,45.0,22.5,45.0,22.5,0,0.0,0,0.0,0,0.0,0,3,7.5%,2,0,1,2,2,0,0,0
18,Mack Hollins,1,2,44.0,22.0,34.0,17.0,0,0.0,10,5.0,0,0.0,0,3,11.5%,2,0,0,2,1,0,0,0
19,DeAndre Hopkins,1,10,103.0,10.3,87.0,8.7,0,0.0,16,1.6,5,0.5,0,14,48.3%,12,2,1,4,0,0,0,0
20,Christian Kirk,1,7,96.0,13.7,74.0,10.6,0,0.0,22,3.1,0,0.0,0,10,23.3%,7,0,1,5,1,1,0,0
21,Mike Evans,1,9,96.0,10.7,92.0,10.2,0,0.0,4,0.4,2,0.2,0,15,31.3%,10,1,2,5,1,0,0,0
22,Jerry Jeudy,1,7,96.0,13.7,61.0,8.7,0,0.0,35,5.0,3,0.4,0,11,24.4%,8,1,0,4,1,1,1,1
23,Kalif Raymond,1,5,75.0,15.0,43.0,8.6,0,0.0,32,6.4,4,0.8,0,6,24.0%,5,0,0,4,1,0,0,0
24,Davante Adams,1,8,95.0,11.9,63.0,7.9,0,0.0,32,4.0,7,0.9,0,9,34.6%,8,0,0,6,0,0,0,0
25,Jakobi Meyers,1,2,34.0,17.0,31.0,15.5,0,0.0,3,1.5,2,1.0,0,2,7.1%,2,0,0,1,1,1,0,0
26,Tee Higgins,1,5,93.0,18.6,58.0,11.6,0,0.0,35,7.0,6,1.2,0,7,16.7%,5,1,1,5,3,0,0,0
27,Jaylen Waddle,1,4,88.0,22.0,52.0,13.0,0,0.0,36,9.0,6,1.5,0,5,14.3%,4,0,0,4,3,0,0,0
28,Brandon Aiyuk,1,7,82.0,11.7,37.0,5.3,0,0.0,45,6.4,15,2.1,0,11,23.9%,7,0,3,4,1,0,0,0
29,Chris Moore,1,2,20.0,10.0,12.0,6.0,0,0.0,8,4.0,0,0.0,0,4,10.0%,2,0,2,1,0,0,0,0
30,Curtis Samuel,1,5,53.0,10.6,25.0,5.0,0,0.0,28,5.6,23,4.6,1,8,25.0%,5,1,1,3,1,0,0,0
31,Amari Cooper,1,3,74.0,24.7,65.0,21.7,0,0.0,9,3.0,5,1.7,0,4,16.0%,3,0,0,2,1,1,1,1
32,Tyreek Hill,1,7,72.0,10.3,60.0,8.6,0,0.0,12,1.7,4,0.6,0,13,37.1%,7,0,0,3,1,0,0,0
33,Zay Jones,1,4,54.0,13.5,43.0,10.8,0,0.0,11,2.8,0,0.0,0,10,23.3%,4,0,2,3,1,0,0,0
34,DeVante Parker,1,3,68.0,22.7,60.0,20.0,0,0.0,8,2.7,4,1.3,0,5,17.9%,3,0,0,3,1,1,1,1
35,CeeDee Lamb,1,4,70.0,17.5,57.0,14.3,0,0.0,13,3.3,2,0.5,0,6,24.0%,4,0,0,4,2,0,0,0
36,Greg Dortch,1,1,5.0,5.0,4.0,4.0,0,0.0,1,1.0,0,0.0,0,1,3.4%,1,0,1,0,0,0,0,0
37,Justin Watson,1,1,4.0,4.0,4.0,4.0,0,0.0,0,0.0,0,0.0,0,2,5.9%,1,0,1,0,0,0,0,0
38,Kevin White,1,1,64.0,64.0,2.0,2.0,0,0.0,62,62.0,35,35.0,0,1,2.2%,1,0,0,1,1,1,1,1
39,Tre'Quan Smith,1,5,59.0,11.8,40.0,8.0,0,0.0,19,3.8,16,3.2,2,6,13.0%,6,1,1,2,1,0,0,0
40,Marvin Jones Jr.,1,4,57.0,14.3,50.0,12.5,0,0.0,7,1.8,0,0.0,0,8,18.6%,4,0,1,3,1,0,0,0
41,Allen Lazard,1,6,55.0,9.2,26.0,4.3,0,0.0,29,4.8,9,1.5,0,7,21.2%,7,1,1,3,0,0,0,0
42,Hunter Renfrow,1,3,55.0,18.3,42.0,14.0,0,0.0,13,4.3,0,0.0,0,3,11.5%,3,0,0,2,2,0,0,0
43,Darnell Mooney,1,3,53.0,17.7,39.0,13.0,0,0.0,14,4.7,6,2.0,0,6,28.6%,3,0,0,3,1,0,0,0
44,Donovan Peoples-Jones,1,6,71.0,11.8,59.0,9.8,0,0.0,12,2.0,0,0.0,0,6,24.0%,6,0,1,2,1,1,0,0
45,Wan'Dale Robinson,1,6,50.0,8.3,14.0,2.3,0,0.0,36,6.0,12,2.0,1,8,27.6%,6,0,0,3,0,0,0,0
46,Equanimeous St. Brown,1,4,48.0,12.0,38.0,9.5,0,0.0,10,2.5,1,0.3,0,7,33.3%,4,0,0,3,0,0,0,0
47,Brandin Cooks,1,4,46.0,11.5,32.0,8.0,0,0.0,14,3.5,0,0.0,0,5,12.5%,5,1,0,2,1,0,0,0
48,Diontae Johnson,1,5,42.0,8.4,19.0,3.8,0,0.0,23,4.6,9,1.8,1,10,23.8%,5,0,0,2,0,0,0,0
