,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Ja'Marr Chase,1,7,132,18.9,48.0,6.9,0,0.0,84,12.0,78.0,11.1,3,10,27.8%,8,1,2,3,2,1,1,1
2,Stefon Diggs,1,10,148,14.8,96.0,9.6,0,0.0,52,5.2,0.0,0.0,0,13,34.2%,10,0,1,7,2,2,0,0
3,Brandon Aiyuk,1,8,83,10.4,46.0,5.8,0,0.0,37,4.6,5.0,0.6,0,11,26.8%,10,0,2,5,0,0,0,0
4,Tyreek Hill,1,12,177,14.8,107.0,8.9,0,0.0,70,5.8,11.0,0.9,0,15,33.3%,13,1,0,9,3,0,0,0
5,JuJu Smith-Schuster,1,5,113,22.6,35.0,7.0,0,0.0,78,15.6,37.0,7.4,1,5,14.3%,5,0,0,3,2,2,2,2
6,Tyquan Thornton,1,4,37,9.3,16.0,4.0,0,0.0,21,5.3,2.0,0.5,0,5,16.1%,4,0,2,2,1,0,0,0
7,Chase Claypool,1,7,96,13.7,66.0,9.4,0,0.0,30,4.3,14.0,2.0,0,7,25.9%,7,0,1,5,1,0,0,0
8,Dante Pettis,1,4,84,21.0,75.0,18.8,0,0.0,9,2.3,4.0,1.0,1,7,26.9%,4,0,1,4,1,1,1,1
9,Allen Lazard,1,4,76,19.0,67.0,16.8,0,0.0,9,2.3,1.0,0.3,0,9,20.5%,5,1,1,2,2,1,0,0
10,Gabe Davis,1,3,74,24.7,65.0,21.7,0,0.0,9,3.0,0.0,0.0,0,6,15.8%,3,0,1,3,2,1,0,0
11,Michael Pittman Jr.,1,13,134,10.3,70.0,5.4,0,0.0,64,4.9,30.0,2.3,3,16,28.6%,13,0,0,7,1,0,0,0
12,A.J. Brown,1,5,67,13.4,11.0,2.2,0,0.0,56,11.2,15.0,3.0,1,8,36.4%,6,1,2,4,1,0,0,0
13,Allen Robinson II,1,5,63,12.6,52.0,10.4,0,0.0,11,2.2,3.0,0.6,0,6,19.4%,5,0,2,3,1,0,0,0
14,Parris Campbell,1,7,57,8.1,29.0,4.1,0,0.0,28,4.0,17.0,2.4,2,11,19.6%,7,0,2,2,0,0,0,0
15,Ben Skowronek,1,5,40,8.0,26.0,5.2,0,0.0,14,2.8,0.0,0.0,0,5,16.1%,5,0,0,1,0,0,0,0
16,Adam Thielen,1,4,36,9.0,28.0,7.0,0,0.0,8,2.0,0.0,0.0,0,8,28.6%,5,0,1,2,0,0,0,0
17,Jaylen Waddle,1,6,129,21.5,62.0,10.3,0,0.0,67,11.2,11.0,1.8,0,10,22.2%,7,1,0,5,2,2,1,1
18,Alec Pierce,1,3,49,16.3,43.0,14.3,0,0.0,6,2.0,0.0,0.0,0,7,12.5%,3,0,1,2,1,1,0,0
19,Justin Jefferson,1,6,107,17.8,37.0,6.2,0,0.0,70,11.7,10.0,1.7,0,8,28.6%,6,0,0,4,3,1,1,1
20,DeVonta Smith,1,5,44,8.8,30.0,6.0,0,0.0,14,2.8,2.0,0.4,0,5,22.7%,5,0,1,2,0,0,0,0
21,Amari Cooper,1,4,44,11.0,42.0,10.5,0,0.0,2,0.5,0.0,0.0,0,12,28.6%,5,1,2,2,0,0,0,0
22,Rashid Shaheed,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,1,3.2%,0,0,0,0,0,0,0,0
23,Tre'Quan Smith,1,3,43,14.3,35.0,11.7,0,0.0,8,2.7,4.0,1.3,0,3,9.7%,3,0,1,3,0,0,0,0
