,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Stefon Diggs,1,12,148.0,12.3,118.0,9.8,0,0.0,30,2.5,11,0.9,0,15,38.5%,12,0,4,4,1,1,1,1
2,Tyreek Hill,1,11,190.0,17.3,126.0,11.5,0,0.0,64,5.8,16,1.5,4,13,26.0%,12,1,0,6,3,2,2,2
3,Amon-Ra St. Brown,1,9,116.0,12.9,60.0,6.7,0,0.0,56,6.2,3,0.3,0,12,35.3%,9,0,3,5,1,1,1,1
4,Jaylen Waddle,1,11,171.0,15.5,85.0,7.7,0,0.0,86,7.8,20,1.8,1,19,38.0%,13,2,4,6,2,2,1,1
5,Garrett Wilson,1,8,102.0,12.8,78.0,9.8,0,0.0,24,3.0,10,1.3,1,14,32.6%,9,1,5,5,1,1,0,0
6,Cooper Kupp,1,11,108.0,9.8,71.0,6.5,0,0.0,37,3.4,13,1.2,0,14,40.0%,13,0,4,5,1,0,0,0
7,Christian Kirk,1,6,78.0,13.0,44.0,7.3,0,0.0,34,5.7,7,1.2,0,6,20.0%,6,0,2,4,2,0,0,0
8,Mike Williams,1,8,113.0,14.1,106.0,13.3,0,0.0,7,0.9,2,0.3,0,10,21.7%,8,0,1,4,1,1,0,0
9,Nelson Agholor,1,6,110.0,18.3,69.0,11.5,0,0.0,41,6.8,21,3.5,0,6,17.6%,6,0,0,4,2,1,1,1
10,Rashod Bateman,1,4,108.0,27.0,24.0,6.0,0,0.0,84,21.0,0,0.0,0,7,24.1%,4,0,0,2,1,1,1,1
11,Drake London,1,8,86.0,10.8,48.0,6.0,0,0.0,38,4.8,8,1.0,1,12,48.0%,10,0,2,3,1,0,0,0
12,Amari Cooper,1,9,101.0,11.2,70.0,7.8,0,0.0,31,3.4,0,0.0,0,10,37.0%,9,0,1,5,1,0,0,0
13,Curtis Samuel,1,7,78.0,11.1,40.0,5.7,0,0.0,38,5.4,11,1.6,2,9,20.5%,7,0,1,2,1,0,0,0
14,Noah Brown,1,5,91.0,18.2,76.0,15.2,0,0.0,15,3.0,0,0.0,0,5,16.7%,5,0,1,4,2,0,0,0
15,Corey Davis,1,2,83.0,41.5,58.0,29.0,0,0.0,25,12.5,0,0.0,0,4,9.3%,2,0,0,2,1,1,1,1
16,Jahan Dotson,1,4,59.0,14.8,50.0,12.5,0,0.0,9,2.3,2,0.5,0,5,11.4%,4,0,1,1,1,1,1,1
17,Tee Higgins,1,6,71.0,11.8,53.0,8.8,0,0.0,18,3.0,0,0.0,0,10,28.6%,6,0,2,4,0,0,0,0
18,Quez Watkins,1,2,69.0,34.5,66.0,33.0,0,0.0,3,1.5,0,0.0,0,2,6.5%,2,0,0,2,1,1,1,1
19,Courtland Sutton,1,7,122.0,17.4,104.0,14.9,0,0.0,18,2.6,5,0.7,0,11,39.3%,8,1,3,5,3,2,0,0
20,Michael Thomas,1,6,65.0,10.8,58.0,9.7,0,0.0,7,1.2,2,0.3,0,9,22.5%,6,0,1,5,0,0,0,0
21,Greg Dortch,1,4,55.0,13.8,21.0,5.3,0,0.0,34,8.5,18,4.5,1,4,8.5%,4,0,1,3,1,0,0,0
22,Allen Robinson II,1,4,53.0,13.3,38.0,9.5,0,0.0,15,3.8,3,0.8,0,5,14.3%,4,0,2,2,1,0,0,0
23,Justin Watson,1,2,50.0,25.0,44.0,22.0,0,0.0,6,3.0,0,0.0,0,2,5.9%,2,0,0,1,1,1,1,1
24,Tyler Lockett,1,9,107.0,11.9,85.0,9.4,0,0.0,22,2.4,2,0.2,0,11,36.7%,9,0,0,3,1,0,0,0
25,Breshad Perriman,1,3,45.0,15.0,32.0,10.7,0,0.0,13,4.3,0,0.0,0,5,15.2%,4,1,0,2,1,0,0,0
26,DJ Moore,1,3,43.0,14.3,39.0,13.0,0,0.0,4,1.3,0,0.0,0,6,22.2%,3,0,1,2,1,0,0,0
27,Devin Duvernay,1,2,42.0,21.0,35.0,17.5,0,0.0,7,3.5,0,0.0,0,2,6.9%,2,0,0,2,1,0,0,0
28,Josh Reynolds,1,3,38.0,12.7,28.0,9.3,0,0.0,10,3.3,5,1.7,0,3,8.8%,3,0,2,2,1,0,0,0
