,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Keenan Allen,1,8,102.0,12.8,56.0,7.0,0,0.0,46.0,5.8,9,1.1,0,11,25.0%,8,0,3,6,1,1,0,0
2,DeVante Parker,1,6,79.0,13.2,70.0,11.7,0,0.0,9.0,1.5,0,0.0,0,7,17.9%,7,1,2,4,1,0,0,0
3,Jerry Jeudy,1,5,154.0,30.8,126.0,25.2,0,0.0,28.0,5.6,11,2.2,0,6,27.3%,5,0,0,4,3,2,2,2
4,Brandin Cooks,1,5,106.0,21.2,85.0,17.0,0,0.0,21.0,4.2,0,0.0,0,6,15.8%,5,0,1,4,3,2,0,0
5,Stefon Diggs,1,7,104.0,14.9,97.0,13.9,0,0.0,7.0,1.0,6,0.9,0,10,32.3%,7,0,1,3,1,1,1,1
6,Christian Kirk,1,6,99.0,16.5,88.0,14.7,0,0.0,11.0,1.8,1,0.2,0,8,27.6%,7,1,1,4,2,1,0,0
7,A.J. Green,1,3,91.0,30.3,51.0,17.0,0,0.0,40.0,13.3,30,10.0,2,5,18.5%,3,0,0,2,1,1,1,1
8,Ja'Marr Chase,1,8,86.0,10.8,65.0,8.1,0,0.0,21.0,2.6,0,0.0,0,13,32.5%,9,1,2,4,2,0,0,0
9,Terry McLaurin,1,3,74.0,24.7,61.0,20.3,0,0.0,13.0,4.3,0,0.0,0,6,33.3%,4,1,3,2,1,1,1,1
10,George Pickens,1,3,72.0,24.0,67.0,22.3,0,0.0,5.0,1.7,0,0.0,0,6,21.4%,3,0,0,3,2,1,0,0
11,Velus Jones Jr.,1,1,28.0,28.0,27.0,27.0,0,0.0,1.0,1.0,1,1.0,0,2,7.4%,1,0,0,1,1,0,0,0
12,Hunter Renfrow,1,7,63.0,9.0,33.0,4.7,0,0.0,30.0,4.3,13,1.9,1,7,20.6%,7,0,1,3,0,0,0,0
13,Drake London,1,6,120.0,20.0,86.0,14.3,0,0.0,34.0,5.7,0,0.0,0,8,28.6%,7,0,2,5,2,1,1,1
14,K.J. Osborn,1,5,117.0,23.4,70.0,14.0,0,0.0,47.0,9.4,7,1.4,0,6,18.8%,5,0,0,2,2,2,1,1
15,Christian Watson,1,5,104.0,20.8,68.0,13.6,0,0.0,36.0,7.2,13,2.6,0,6,23.1%,5,0,0,4,2,1,1,1
16,Tyler Lockett,1,4,54.0,13.5,44.0,11.0,0,0.0,10.0,2.5,1,0.3,0,7,25.0%,4,0,0,2,1,1,0,0
17,CeeDee Lamb,1,5,52.0,10.4,42.0,8.4,0,0.0,10.0,2.0,13,2.6,1,7,19.4%,6,1,1,3,0,0,0,0
18,Kadarius Toney,1,2,18.0,9.0,1.0,0.5,0,0.0,17.0,8.5,14,7.0,1,2,8.3%,2,0,1,1,0,0,0,0
19,John Brown,1,1,42.0,42.0,42.0,42.0,0,0.0,0.0,0.0,0,0.0,0,1,3.2%,1,0,0,1,1,1,1,1
20,Allen Lazard,1,4,41.0,10.3,26.0,6.5,0,0.0,15.0,3.8,3,0.8,0,6,23.1%,5,1,1,2,0,0,0,0
21,Chris Olave,1,5,60.0,12.0,32.0,6.4,0,0.0,28.0,5.6,0,0.0,0,12,48.0%,7,2,0,3,1,0,0,0
22,Tutu Atwell,1,2,27.0,13.5,21.0,10.5,0,0.0,6.0,3.0,0,0.0,0,3,12.5%,2,0,0,1,1,0,0,0
23,Olamide Zaccheaus,1,4,37.0,9.3,23.0,5.8,0,0.0,14.0,3.5,1,0.3,0,7,25.0%,5,0,2,2,0,0,0,0
24,A.J. Brown,1,4,95.0,23.8,61.0,15.3,0,0.0,34.0,8.5,27,6.8,1,10,32.3%,4,0,1,4,2,2,0,0
25,Courtland Sutton,1,3,33.0,11.0,31.0,10.3,0,0.0,2.0,0.7,0,0.0,0,7,31.8%,3,0,1,1,1,0,0,0
26,Jakobi Meyers,1,3,32.0,10.7,11.0,3.7,0,0.0,21.0,7.0,0,0.0,0,7,17.9%,3,0,1,2,1,0,0,0
27,Michael Pittman Jr.,1,3,30.0,10.0,8.0,2.7,0,0.0,22.0,7.3,3,1.0,0,5,14.7%,4,1,2,1,1,0,0,0
28,Kenny Golladay,1,2,30.0,15.0,30.0,15.0,0,0.0,0.0,0.0,0,0.0,0,7,18.4%,2,0,1,1,1,0,0,0
29,Garrett Wilson,1,9,89.0,8.9,67.0,6.7,0,0.0,22.0,2.2,23,2.3,2,17,53.1%,10,0,0,5,1,1,0,0
30,Russell Gage,1,3,15.0,5.0,6.0,2.0,0,0.0,9.0,3.0,6,2.0,1,6,18.2%,3,0,2,0,0,0,0,0
31,Davante Adams,1,5,73.0,14.6,60.0,12.0,0,0.0,13.0,2.6,1,0.2,0,9,26.5%,6,1,1,4,1,0,0,0
32,Jahan Dotson,1,3,72.0,24.0,23.0,7.7,0,0.0,49.0,16.3,4,1.3,0,4,22.2%,4,1,0,3,3,1,0,0
33,Adam Thielen,1,2,8.0,4.0,8.0,4.0,0,0.0,0.0,0.0,0,0.0,0,3,9.4%,2,0,3,0,0,0,0,0
34,Lawrence Cager,1,8,69.0,8.6,27.0,3.4,0,0.0,42.0,5.3,8,1.0,1,10,26.3%,8,0,0,4,0,0,0,0
35,Parris Campbell,1,6,42.0,7.0,36.0,6.0,0,0.0,6.0,1.0,3,0.5,0,9,26.5%,7,1,1,1,1,1,0,0
36,Justin Watson,1,1,67.0,67.0,36.0,36.0,0,0.0,31.0,31.0,8,8.0,0,2,8.3%,1,0,0,1,1,1,1,1
37,DeVonta Smith,1,7,67.0,9.6,17.0,2.4,0,0.0,50.0,7.1,5,0.7,0,8,25.8%,7,0,1,4,0,0,0,0
38,Kalif Raymond,1,4,66.0,16.5,58.0,14.5,0,0.0,8.0,2.0,5,1.3,0,6,18.2%,4,0,1,2,1,1,1,1
39,Jalen Nailor,1,4,62.0,15.5,31.0,7.8,0,0.0,31.0,7.8,13,3.3,0,5,15.6%,4,0,0,4,1,0,0,0
40,Van Jefferson,1,3,61.0,20.3,45.0,15.0,0,0.0,16.0,5.3,3,1.0,0,7,29.2%,3,0,0,3,1,1,0,0
41,Joshua Palmer,1,4,39.0,9.8,12.0,3.0,0,0.0,27.0,6.8,3,0.8,0,6,13.6%,5,1,0,2,0,0,0,0
42,Sammy Watkins,1,2,79.0,39.5,31.0,15.5,0,0.0,48.0,24.0,0,0.0,0,4,9.5%,2,0,0,2,2,2,1,1
43,Brandon Aiyuk,1,4,59.0,14.8,50.0,12.5,0,0.0,9.0,2.3,4,1.0,1,5,25.0%,4,1,0,3,2,0,0,0
44,Diontae Johnson,1,2,38.0,19.0,17.0,8.5,0,0.0,21.0,10.5,0,0.0,0,10,35.7%,4,2,2,1,1,1,0,0
45,Freddie Swain,1,2,54.0,27.0,44.0,22.0,0,0.0,10.0,5.0,0,0.0,0,3,13.6%,2,0,0,1,1,1,1,1
46,Jaylen Waddle,1,5,44.0,8.8,30.0,6.0,0,0.0,14.0,2.8,3,0.6,0,5,18.5%,5,0,0,2,0,0,0,0
47,Tyler Boyd,1,5,51.0,10.2,32.0,6.4,0,0.0,19.0,3.8,0,0.0,0,7,17.5%,5,0,2,2,1,0,0,0
48,Amari Cooper,1,2,51.0,25.5,36.0,18.0,0,0.0,15.0,7.5,0,0.0,0,3,11.1%,2,0,0,2,1,1,0,0
49,Amon-Ra St. Brown,1,6,49.0,6.8,28.0,4.7,0,0.0,13.0,2.2,5,0.8,0,9,27.3%,6,1,0,3,0,0,0,0
50,Kendrick Bourne,1,4,45.0,11.3,23.0,5.8,0,0.0,22.0,5.5,0,0.0,0,5,12.8%,5,1,1,3,1,0,0,0
51,Greg Dortch,1,4,30.0,7.5,5.0,1.3,0,0.0,25.0,6.3,8,2.0,1,4,14.8%,4,0,0,2,0,0,0,0
52,Alec Pierce,1,3,42.0,14.0,39.0,13.0,0,0.0,3.0,1.0,0,0.0,0,4,11.8%,3,0,1,3,0,0,0,0
53,Deven Thompkins,1,4,25.0,6.3,-4.0,-1.0,0,0.0,29.0,7.3,11,2.8,2,9,27.3%,6,0,0,1,0,0,0,0
54,Donovan Peoples-Jones,1,2,42.0,21.0,16.0,8.0,0,0.0,26.0,13.0,0,0.0,0,4,14.8%,2,0,1,1,1,1,0,0
55,Rashid Shaheed,1,3,34.0,11.3,29.0,9.7,0,0.0,5.0,1.7,3,1.0,0,4,16.0%,4,1,0,2,0,0,0,0
56,DK Metcalf,1,3,40.0,13.3,39.0,13.0,0,0.0,1.0,0.3,1,0.3,0,8,28.6%,4,1,1,2,1,0,0,0
57,Robert Woods,1,4,40.0,10.0,28.0,7.0,0,0.0,12.0,3.0,2,0.5,0,5,18.5%,4,0,0,2,0,0,0,0
58,Gabe Davis,1,3,39.0,13.0,39.0,13.0,0,0.0,0.0,0.0,0,0.0,0,10,32.3%,5,2,2,2,0,0,0,0
59,Justin Jefferson,1,4,38.0,9.5,22.0,5.5,0,0.0,16.0,4.0,2,0.5,0,5,15.6%,4,0,2,1,1,0,0,0
60,Marcus Johnson,1,3,36.0,12.0,26.0,8.7,0,0.0,10.0,3.3,3,1.0,0,6,15.8%,3,0,0,2,0,0,0,0
61,Chris Godwin,1,6,55.0,9.2,25.0,4.2,0,0.0,30.0,5.0,0,0.0,0,7,21.2%,7,0,0,1,0,0,0,0
62,JuJu Smith-Schuster,1,2,35.0,17.5,24.0,12.0,0,0.0,11.0,5.5,4,2.0,0,2,8.3%,2,0,1,1,1,0,0,0
63,Mike Williams,1,4,32.0,8.0,15.0,3.8,0,0.0,17.0,4.3,1,0.3,0,5,11.4%,4,0,2,1,0,0,0,0
64,Marvin Jones Jr.,1,2,29.0,14.5,19.0,9.5,0,0.0,10.0,5.0,2,1.0,0,6,20.7%,3,1,1,1,1,0,0,0
65,Chase Claypool,1,2,29.0,14.5,23.0,11.5,0,0.0,6.0,3.0,4,2.0,0,6,22.2%,2,0,0,1,1,0,0,0
66,Khalil Shakir,1,1,28.0,28.0,13.0,13.0,0,0.0,15.0,15.0,0,0.0,0,2,6.5%,1,0,0,1,1,0,0,0
67,Marquez Valdes-Scantling,1,3,27.0,9.0,23.0,7.7,0,0.0,4.0,1.3,0,0.0,0,6,25.0%,3,0,0,2,0,0,0,0
68,Dareke Young,1,2,24.0,12.0,1.0,0.5,0,0.0,23.0,11.5,12,6.0,1,2,7.1%,2,0,0,2,0,0,0,0
69,Demarcus Robinson,1,2,24.0,12.0,11.0,5.5,0,0.0,13.0,6.5,11,5.5,0,9,21.4%,3,1,1,2,0,0,0,0
70,Deebo Samuel Sr.,1,2,20.0,10.0,-8.0,-4.0,0,0.0,28.0,14.0,0,0.0,0,3,15.0%,2,0,1,1,0,0,0,0
71,DeAndre Carter,1,3,43.0,14.3,16.0,5.3,0,0.0,27.0,9.0,23,7.7,0,5,11.4%,3,0,2,2,1,0,0,0
72,Terrace Marshall Jr.,1,2,23.0,11.5,14.0,7.0,0,0.0,9.0,4.5,3,1.5,0,3,27.3%,2,0,0,1,1,0,0,0
73,Tyreek Hill,1,2,23.0,11.5,22.0,11.0,0,0.0,1.0,0.5,0,0.0,0,5,18.5%,2,0,1,1,0,0,0,0
74,Amari Rodgers,1,3,22.0,7.3,13.0,4.3,0,0.0,9.0,3.0,3,1.0,1,4,10.5%,3,0,0,1,0,0,0,0
75,Jalen Reagor,1,2,17.0,8.5,16.0,8.0,0,0.0,1.0,0.5,1,0.5,0,2,6.3%,2,0,0,1,0,0,0,0
76,Zay Jones,1,4,21.0,5.3,15.0,3.8,0,0.0,6.0,1.5,2,0.5,0,6,20.7%,5,1,2,0,0,0,0,0
77,Cade Johnson,1,2,21.0,10.5,15.0,7.5,0,0.0,6.0,3.0,2,1.0,0,2,7.1%,2,0,0,2,0,0,0,0
78,Chris Moore,1,2,22.0,11.0,22.0,11.0,0,0.0,0.0,0.0,0,0.0,0,6,15.8%,2,0,1,2,0,0,0,0
79,Treylon Burks,1,4,19.0,4.8,-8.0,-2.0,0,0.0,27.0,6.8,8,2.0,1,7,25.9%,4,0,0,0,0,0,0,0
80,Isaiah McKenzie,1,2,19.0,9.5,12.0,6.0,0,0.0,7.0,3.5,0,0.0,0,3,9.7%,3,1,0,1,0,0,0,0
81,Dante Pettis,1,2,19.0,9.5,11.0,5.5,0,0.0,8.0,4.0,1,0.5,0,6,22.2%,3,1,0,1,0,0,0,0
82,T.Y. Hilton,1,2,19.0,9.5,14.0,7.0,0,0.0,5.0,2.5,1,0.5,0,4,11.1%,4,2,0,1,0,0,0,0
83,Corey Davis,1,1,17.0,17.0,5.0,5.0,0,0.0,12.0,12.0,3,3.0,0,3,9.4%,1,0,0,1,0,0,0,0
84,Brandon Powell,1,1,2.0,2.0,-3.0,-3.0,0,0.0,5.0,5.0,1,1.0,0,3,12.5%,2,1,0,0,0,0,0,0
85,Steven Sims Jr.,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0%,0,0,0,0,0,0,0,0
86,Josh Reynolds,1,1,16.0,16.0,16.0,16.0,0,0.0,0.0,0.0,0,0.0,0,2,6.1%,2,1,0,1,0,0,0,0
87,Michael Woods II,1,1,15.0,15.0,6.0,6.0,0,0.0,9.0,9.0,0,0.0,0,1,3.7%,1,0,0,1,0,0,0,0
88,Frank Darby,1,1,15.0,15.0,14.0,14.0,0,0.0,1.0,1.0,0,0.0,0,1,3.6%,1,0,0,1,0,0,0,0
89,Mack Hollins,1,2,15.0,7.5,5.0,2.5,0,0.0,10.0,5.0,0,0.0,0,3,8.8%,2,0,0,1,0,0,0,0
90,DJ Chark Jr.,1,3,14.0,4.7,11.0,3.7,0,0.0,3.0,1.0,3,1.0,0,4,12.1%,4,1,1,0,0,0,0,0
