,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Davante Adams,1,7,141,20.1,110.0,15.7,0,0.0,31.0,4.4,0,0.0,0,13,35.1%,8,1,1,6,4,2,0,0
2,Amari Cooper,1,8,113,14.1,84.0,10.5,0,0.0,29.0,3.6,3,0.4,0,12,30.8%,9,1,1,5,2,0,0,0
3,Joshua Palmer,1,8,106,13.3,74.0,9.3,0,0.0,32.0,4.0,16,2.0,0,10,34.5%,8,0,1,4,1,1,1,1
4,Christian Watson,1,4,48,12.0,48.0,12.0,0,0.0,0.0,0.0,0,0.0,0,6,16.2%,5,1,3,2,0,0,0,0
5,Chris Olave,1,5,102,20.4,76.0,15.2,0,0.0,26.0,5.2,0,0.0,0,6,22.2%,5,0,1,4,1,1,1,1
6,Deebo Samuel Sr.,1,7,57,8.1,14.0,2.0,0,0.0,43.0,6.1,27,3.9,2,9,31.0%,8,1,1,2,0,0,0,0
7,Tee Higgins,1,9,148,16.4,104.0,11.6,0,0.0,44.0,4.9,18,2.0,0,13,35.1%,9,0,0,8,2,1,0,0
8,George Pickens,1,4,83,20.8,74.0,18.5,0,0.0,9.0,2.3,7,1.8,0,6,15.8%,5,1,0,3,3,1,0,0
9,Brandon Aiyuk,1,2,20,10.0,12.0,6.0,0,0.0,8.0,4.0,6,3.0,1,4,13.8%,2,0,2,1,0,0,0,0
10,Demarcus Robinson,1,9,128,14.2,88.0,9.8,0,0.0,40.0,4.4,4,0.4,0,9,28.1%,9,0,0,5,3,1,0,0
11,Tutu Atwell,1,1,62,62.0,46.0,46.0,0,0.0,16.0,16.0,0,0.0,0,1,3.7%,1,0,0,1,1,1,1,1
12,Donovan Peoples-Jones,1,5,61,12.2,56.0,11.2,0,0.0,5.0,1.0,2,0.4,0,6,15.4%,5,0,1,2,2,0,0,0
13,Treylon Burks,1,7,111,15.9,78.0,11.1,0,0.0,33.0,4.7,11,1.6,0,8,29.6%,7,0,1,2,2,2,2,2
14,Stefon Diggs,1,4,48,12.0,38.0,9.5,0,0.0,10.0,2.5,10,2.5,0,5,20.8%,4,0,2,2,1,0,0,0
15,Richie James Jr.,1,3,48,16.0,26.0,8.7,0,0.0,22.0,7.3,0,0.0,0,3,7.5%,3,0,1,2,1,0,0,0
16,Allen Robinson II,1,4,47,11.8,36.0,9.0,0,0.0,11.0,2.8,0,0.0,0,5,18.5%,5,1,1,2,0,0,0,0
17,Wan'Dale Robinson,1,9,100,11.1,43.0,4.8,0,0.0,57.0,6.3,11,1.2,0,13,32.5%,10,1,0,4,0,0,0,0
18,Greg Dortch,1,9,103,11.4,16.0,1.8,0,0.0,87.0,9.7,56,6.2,1,10,23.8%,9,0,1,3,1,1,1,1
19,Trenton Irwin,1,3,42,14.0,20.0,6.7,0,0.0,22.0,7.3,7,2.3,0,4,10.8%,3,0,1,1,1,1,0,0
20,Jarvis Landry,1,3,33,11.0,24.0,8.0,0,0.0,9.0,3.0,3,1.0,1,4,14.8%,3,0,3,1,0,0,0,0
21,Quez Watkins,1,2,31,15.5,25.0,12.5,0,0.0,6.0,3.0,1,0.5,0,2,8.7%,2,0,0,1,1,0,0,0
22,DeAndre Hopkins,1,9,91,10.1,76.0,8.4,0,0.0,15.0,1.7,8,0.9,0,12,28.6%,9,0,1,5,0,0,0,0
23,Darnell Mooney,1,4,29,7.3,8.0,2.0,0,0.0,21.0,5.3,1,0.3,0,5,26.3%,4,0,1,1,0,0,0,0
24,Curtis Samuel,1,1,10,10.0,-3.0,-3.0,0,0.0,13.0,13.0,0,0.0,0,2,8.7%,2,1,0,1,0,0,0,0
25,Darius Slayton,1,5,86,17.2,57.0,11.4,0,0.0,29.0,5.8,8,1.6,0,10,25.0%,7,2,0,4,2,0,0,0
26,Courtland Sutton,1,5,80,16.0,54.0,10.8,0,0.0,26.0,5.2,5,1.0,1,7,25.0%,6,1,0,4,2,0,0,0
27,Amon-Ra St. Brown,1,7,76,10.9,47.0,6.7,0,0.0,29.0,4.1,12,1.7,1,8,32.0%,7,0,1,3,1,1,0,0
28,DeVonta Smith,1,6,78,13.0,63.0,10.5,0,0.0,15.0,2.5,3,0.5,0,9,39.1%,6,0,0,4,1,0,0,0
29,Terrace Marshall Jr.,1,3,76,25.3,70.0,23.3,0,0.0,6.0,2.0,0,0.0,0,6,19.4%,4,0,1,3,2,1,0,0
30,Michael Pittman Jr.,1,6,75,12.5,44.0,7.3,0,0.0,31.0,5.2,0,0.0,0,7,22.6%,6,0,0,4,1,0,0,0
31,Keenan Allen,1,5,94,18.8,66.0,13.2,0,0.0,28.0,5.6,0,0.0,0,8,27.6%,5,0,1,4,1,1,1,1
32,Randall Cobb,1,6,73,12.2,51.0,8.5,0,0.0,22.0,3.7,6,1.0,0,6,16.2%,6,0,0,2,2,0,0,0
33,Brandin Cooks,1,3,70,23.3,15.0,5.0,0,0.0,55.0,18.3,2,0.7,0,6,18.8%,4,1,1,3,1,1,1,1
34,Robert Woods,1,6,69,11.5,40.0,6.7,0,0.0,29.0,4.8,0,0.0,0,7,25.9%,6,0,4,1,1,1,0,0
35,Gabe Davis,1,5,68,13.6,63.0,12.6,0,0.0,5.0,1.0,0,0.0,0,7,29.2%,6,1,1,2,1,0,0,0
36,Justin Watson,1,3,67,22.3,54.0,18.0,0,0.0,13.0,4.3,0,0.0,0,4,12.9%,3,0,0,3,2,0,0,0
37,Parris Campbell,1,5,67,13.4,51.0,10.2,0,0.0,16.0,3.2,2,0.4,0,6,19.4%,5,0,1,3,1,1,0,0
38,Skyy Moore,1,5,63,12.6,56.0,11.2,0,0.0,7.0,1.4,0,0.0,0,6,19.4%,5,0,0,3,0,0,0,0
39,Drake London,1,1,2,2.0,2.0,2.0,0,0.0,0.0,0.0,0,0.0,0,3,16.7%,1,0,1,0,0,0,0,0
40,Allen Lazard,1,5,57,11.4,52.0,10.4,0,0.0,5.0,1.0,0,0.0,0,11,29.7%,8,2,1,3,1,0,0,0
41,Kendall Hinton,1,3,57,19.0,21.0,7.0,0,0.0,36.0,12.0,20,6.7,1,3,10.7%,3,0,0,2,1,1,0,0
42,Terry McLaurin,1,4,55,13.8,47.0,11.8,0,0.0,8.0,2.0,1,0.3,0,7,30.4%,4,0,0,3,0,0,0,0
43,Jakobi Meyers,1,4,52,13.0,37.0,9.3,0,0.0,15.0,3.8,10,2.5,0,6,22.2%,5,1,0,3,1,0,0,0
44,Mack Hollins,1,6,52,8.7,38.0,6.3,0,0.0,14.0,2.3,8,1.3,2,9,24.3%,6,0,0,1,0,0,0,0
45,A.J. Green,1,5,50,10.0,45.0,9.0,0,0.0,5.0,1.0,0,0.0,0,9,21.4%,5,0,2,2,0,0,0,0
46,Nico Collins,1,5,48,9.6,10.0,2.0,0,0.0,38.0,7.6,7,1.4,0,7,21.9%,5,0,1,1,1,0,0,0
47,CeeDee Lamb,1,5,45,9.0,26.0,5.2,0,0.0,19.0,3.8,6,1.2,1,5,16.7%,5,0,1,1,1,0,0,0
48,Tyler Boyd,1,2,42,21.0,35.0,17.5,0,0.0,7.0,3.5,4,2.0,0,7,18.9%,3,1,0,2,1,0,0,0
49,Noah Brown,1,2,42,21.0,36.0,18.0,0,0.0,6.0,3.0,0,0.0,0,2,6.7%,2,0,0,1,1,1,0,0
50,Michael Gallup,1,3,41,13.7,24.0,8.0,0,0.0,17.0,5.7,0,0.0,0,4,13.3%,3,0,1,2,0,0,0,0
51,Van Jefferson,1,3,41,13.7,36.0,12.0,0,0.0,5.0,1.7,0,0.0,0,5,18.5%,3,0,0,2,1,0,0,0
52,Kalif Raymond,1,3,33,11.0,3.0,1.0,0,0.0,30.0,10.0,3,1.0,0,7,28.0%,3,0,0,2,1,0,0,0
53,A.J. Brown,1,5,60,12.0,28.0,5.6,0,0.0,32.0,6.4,10,2.0,1,7,30.4%,5,0,1,2,1,0,0,0
54,Gunner Olszewski,1,2,39,19.5,33.0,16.5,0,0.0,6.0,3.0,4,2.0,0,3,7.9%,2,0,1,1,1,1,0,0
55,Denzel Mims,1,2,35,17.5,28.0,14.0,0,0.0,7.0,3.5,0,0.0,0,6,30.0%,3,1,0,1,1,1,0,0
56,DeAndre Carter,1,3,33,11.0,18.0,6.0,0,0.0,15.0,5.0,0,0.0,0,3,10.3%,3,0,0,1,1,0,0,0
57,Justin Jefferson,1,3,33,11.0,26.0,8.7,0,0.0,7.0,2.3,0,0.0,0,5,17.9%,3,0,0,2,0,0,0,0
58,Kenny Golladay,1,2,29,14.5,27.0,13.5,0,0.0,2.0,1.0,0,0.0,0,2,5.0%,2,0,0,2,0,0,0,0
59,Damiere Byrd,1,2,29,14.5,13.0,6.5,0,0.0,16.0,8.0,4,2.0,0,2,11.1%,2,0,0,2,0,0,0,0
60,Alec Pierce,1,3,28,9.3,21.0,7.0,0,0.0,7.0,2.3,2,0.7,0,8,25.8%,3,0,0,1,0,0,0,0
61,Nick Westbrook-Ikhine,1,2,28,14.0,18.0,9.0,0,0.0,10.0,5.0,3,1.5,0,2,7.4%,2,0,0,1,0,0,0,0
62,Adam Thielen,1,2,25,12.5,25.0,12.5,0,0.0,0.0,0.0,0,0.0,0,3,10.7%,2,0,0,2,0,0,0,0
63,Equanimeous St. Brown,1,2,24,12.0,11.0,5.5,0,0.0,13.0,6.5,7,3.5,0,2,10.5%,2,0,0,2,0,0,0,0
64,DJ Moore,1,3,24,8.0,22.0,7.3,0,0.0,2.0,0.7,0,0.0,0,5,16.1%,4,1,0,1,0,0,0,0
