,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Zay Jones,1,6,109,18.2,63.0,10.5,0,0.0,46.0,7.7,8,1.3,1,8,19.5%,6,0,3,3,1,1,1,1
2,K.J. Osborn,1,10,157,15.7,60.0,6.0,0,0.0,97.0,9.7,38,3.8,2,16,29.6%,10,1,3,7,1,1,1,1
3,Justin Jefferson,1,12,123,10.3,70.0,5.8,0,0.0,53.0,4.4,9,0.8,0,16,29.6%,12,0,2,5,1,0,0,0
4,A.J. Brown,1,9,181,20.1,121.0,13.4,0,0.0,60.0,6.7,30,3.3,2,16,43.2%,10,0,0,6,3,1,1,1
5,Russell Gage,1,8,59,7.4,50.0,6.3,0,0.0,9.0,1.1,2,0.3,0,12,28.6%,8,0,5,3,0,0,0,0
6,Jaylen Waddle,1,3,114,38.0,66.0,22.0,0,0.0,48.0,16.0,6,2.0,0,7,23.3%,3,0,0,3,2,2,1,1
7,Noah Brown,1,6,49,8.2,38.0,6.3,0,0.0,11.0,1.8,0,0.0,0,9,30.0%,8,1,3,2,0,0,0,0
8,Jahan Dotson,1,4,105,26.3,86.0,21.5,0,0.0,19.0,4.8,9,2.3,0,6,22.2%,4,0,2,4,1,1,1,1
9,Rashid Shaheed,1,3,95,31.7,54.0,18.0,0,0.0,41.0,13.7,1,0.3,0,4,21.1%,3,0,0,2,1,1,1,1
10,Chris Godwin,1,8,83,10.4,55.0,6.9,0,0.0,28.0,3.5,7,0.9,0,8,19.0%,8,0,2,4,0,0,0,0
11,DJ Moore,1,5,73,14.6,66.0,13.2,0,0.0,7.0,1.4,4,0.8,1,6,31.6%,5,0,1,4,1,0,0,0
12,Tyreek Hill,1,9,69,7.7,62.0,6.9,0,0.0,7.0,0.8,2,0.2,0,13,43.3%,10,1,1,3,1,0,0,0
13,CeeDee Lamb,1,7,126,18.0,76.0,10.9,0,0.0,50.0,7.1,15,2.1,1,7,23.3%,7,0,0,5,3,1,0,0
14,DeVonta Smith,1,5,126,25.2,71.0,14.2,0,0.0,55.0,11.0,0,0.0,0,8,21.6%,5,0,0,4,3,2,1,1
15,Ja'Marr Chase,1,7,60,8.6,31.0,4.4,0,0.0,29.0,4.1,8,1.1,1,13,34.2%,9,1,4,1,0,0,0,0
16,Kalif Raymond,1,5,53,10.6,32.0,6.4,0,0.0,21.0,4.2,3,0.6,1,6,16.7%,5,0,1,3,0,0,0,0
17,Tee Higgins,1,5,33,6.6,21.0,4.2,0,0.0,12.0,2.4,4,0.8,0,8,21.1%,6,1,1,1,0,0,0,0
18,Keelan Cole Sr.,1,2,50,25.0,49.0,24.5,0,0.0,1.0,0.5,0,0.0,0,2,6.3%,2,0,0,2,2,1,0,0
19,Adam Thielen,1,3,41,13.7,38.0,12.7,0,0.0,3.0,1.0,0,0.0,0,4,7.4%,3,0,1,2,1,0,0,0
20,Diontae Johnson,1,10,98,9.8,65.0,6.5,0,0.0,33.0,3.3,9,0.9,5,10,47.6%,10,0,1,3,0,0,0,0
21,Mack Hollins,1,4,40,10.0,34.0,8.5,0,0.0,6.0,1.5,0,0.0,0,8,25.0%,6,2,1,3,0,0,0,0
22,Byron Pringle,1,2,39,19.5,37.0,18.5,0,0.0,2.0,1.0,0,0.0,0,2,9.5%,2,0,0,1,1,1,0,0
23,Garrett Wilson,1,4,98,24.5,89.0,22.3,0,0.0,9.0,2.3,0,0.0,0,9,26.5%,4,0,1,4,3,2,0,0
24,Tyler Boyd,1,5,35,7.0,28.0,5.6,0,0.0,7.0,1.4,0,0.0,0,5,13.2%,5,0,1,2,0,0,0,0
25,Christian Kirk,1,6,92,15.3,78.0,13.0,0,0.0,14.0,2.3,0,0.0,0,10,24.4%,7,1,1,3,2,1,0,0
26,Donovan Peoples-Jones,1,4,31,7.8,19.0,4.8,0,0.0,12.0,3.0,5,1.3,0,4,15.4%,4,0,1,1,0,0,0,0
