,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Davante Adams,1,10,146.0,14.6,87.0,8.7,0,0.0,59.0,5.9,27,2.7,3,17,47.2%,12,2,0,7,3,1,0,0
2,Tyreek Hill,1,7,143.0,20.4,102.0,14.6,0,0.0,41.0,5.9,0,0.0,0,8,27.6%,7,0,2,6,4,1,0,0
3,Cooper Kupp,1,8,127.0,15.9,52.0,6.5,0,0.0,75.0,9.4,1,0.1,0,9,34.6%,8,0,1,2,2,2,1,1
4,Justin Jefferson,1,7,115.0,16.4,87.0,12.4,0,0.0,28.0,4.0,6,0.9,0,13,33.3%,8,1,3,4,1,1,1,1
5,Allen Lazard,1,4,87.0,21.8,57.0,14.3,0,0.0,30.0,7.5,5,1.3,0,10,25.0%,4,0,3,3,2,1,1,1
6,Jaylen Waddle,1,5,85.0,17.0,68.0,13.6,0,0.0,17.0,3.4,6,1.2,0,7,24.1%,6,1,1,5,1,0,0,0
7,Curtis Samuel,1,3,65.0,21.7,60.0,20.0,0,0.0,5.0,1.7,0,0.0,0,4,15.4%,3,0,0,2,1,1,1,1
8,Mecole Hardman Jr.,1,6,79.0,13.2,25.0,4.2,0,0.0,54.0,9.0,6,1.0,0,9,14.5%,7,1,4,3,1,1,0,0
9,Christian Kirk,1,8,76.0,9.5,55.0,6.9,0,0.0,21.0,2.6,5,0.6,0,9,31.0%,8,0,2,3,1,0,0,0
10,Tyler Lockett,1,5,67.0,13.4,24.0,4.8,0,0.0,43.0,8.6,0,0.0,0,5,15.6%,5,0,1,3,1,1,0,0
11,A.J. Brown,1,4,59.0,14.8,34.0,8.5,0,0.0,25.0,6.3,1,0.3,0,6,24.0%,4,0,2,2,1,1,0,0
12,Terrace Marshall Jr.,1,3,53.0,17.7,43.0,14.3,0,0.0,10.0,3.3,3,1.0,0,6,20.0%,4,1,1,3,1,0,0,0
13,Joshua Palmer,1,8,106.0,13.3,79.0,9.9,0,0.0,27.0,3.4,2,0.3,0,10,23.3%,9,1,0,5,3,0,0,0
14,Chris Moore,1,4,43.0,10.8,1.0,0.3,0,0.0,42.0,10.5,3,0.8,0,5,23.8%,4,0,1,2,1,0,0,0
15,Darnell Mooney,1,7,43.0,6.1,22.0,3.1,0,0.0,21.0,3.0,3,0.4,1,8,29.6%,7,1,1,2,0,0,0,0
16,Garrett Wilson,1,8,92.0,11.5,60.0,7.5,0,0.0,32.0,4.0,8,1.0,0,9,37.5%,8,0,1,3,1,0,0,0
17,DK Metcalf,1,5,37.0,7.4,30.0,6.0,0,0.0,7.0,1.4,2,0.4,0,6,18.8%,5,0,2,0,0,0,0,0
18,DeAndre Hopkins,1,4,36.0,9.0,17.0,4.3,0,0.0,19.0,4.8,0,0.0,0,5,15.2%,4,0,0,1,1,0,0,0
19,Stefon Diggs,1,5,93.0,18.6,68.0,13.6,0,0.0,25.0,5.0,4,0.8,0,10,30.3%,6,1,0,4,1,1,1,1
20,JuJu Smith-Schuster,1,10,88.0,8.8,52.0,5.2,0,0.0,36.0,3.6,13,1.3,0,12,19.4%,11,1,2,4,0,0,0,0
21,Chris Olave,1,6,71.0,11.8,55.0,9.2,0,0.0,16.0,2.7,10,1.7,0,9,32.1%,6,0,2,4,0,0,0,0
22,Rondale Moore,1,8,69.0,8.6,34.0,4.3,0,0.0,35.0,4.4,11,1.4,0,10,30.3%,10,2,1,4,0,0,0,0
23,Phillip Dorsett II,1,3,69.0,23.0,53.0,17.7,0,0.0,16.0,5.3,0,0.0,0,5,23.8%,3,0,0,2,2,1,0,0
24,Adam Thielen,1,3,67.0,22.3,48.0,16.0,0,0.0,19.0,6.3,0,0.0,0,7,17.9%,3,0,1,2,2,1,0,0
25,Dax Milne,1,1,6.0,6.0,4.0,4.0,0,0.0,2.0,2.0,0,0.0,0,1,3.8%,1,0,1,0,0,0,0,0
26,Tee Higgins,1,7,60.0,8.6,54.0,7.7,0,0.0,6.0,0.9,0,0.0,0,8,26.7%,7,0,1,2,0,0,0,0
27,Terry McLaurin,1,5,56.0,11.2,43.0,8.6,0,0.0,13.0,2.6,0,0.0,0,9,34.6%,5,0,0,3,0,0,0,0
28,Amon-Ra St. Brown,1,4,55.0,13.8,38.0,9.5,0,0.0,17.0,4.3,6,1.5,1,9,37.5%,4,0,0,3,1,0,0,0
29,DeAndre Carter,1,5,53.0,10.6,28.0,5.6,0,0.0,25.0,5.0,2,0.4,0,6,14.0%,5,0,1,2,1,0,0,0
30,Scotty Miller,1,7,53.0,7.6,39.0,5.6,0,0.0,14.0,2.0,6,0.9,0,8,14.5%,8,1,2,1,0,0,0,0
31,Marvin Jones Jr.,1,5,48.0,9.6,43.0,8.6,0,0.0,5.0,1.0,2,0.4,0,6,20.7%,5,0,0,2,0,0,0,0
32,Tyler Boyd,1,5,44.0,8.8,34.0,6.8,0,0.0,10.0,2.0,0,0.0,0,6,20.0%,5,0,1,2,0,0,0,0
33,Zay Jones,1,5,40.0,8.0,20.0,4.0,0,0.0,20.0,4.0,4,0.8,0,5,17.2%,5,0,0,1,1,0,0,0
34,Mike Evans,1,5,40.0,8.0,35.0,7.0,0,0.0,5.0,1.0,0,0.0,0,11,20.0%,7,2,1,2,0,0,0,0
35,Chris Godwin,1,7,36.0,5.1,26.0,3.7,0,0.0,10.0,1.4,0,0.0,0,10,18.2%,8,1,0,0,0,0,0,0
36,Justin Watson,1,2,37.0,18.5,37.0,18.5,0,0.0,0.0,0.0,1,0.5,0,5,8.1%,2,0,0,1,1,1,0,0
37,Samori Toure,1,2,34.0,17.0,26.0,13.0,0,0.0,8.0,4.0,2,1.0,0,4,10.0%,2,0,1,1,1,1,0,0
38,Gabe Davis,1,2,33.0,16.5,31.0,15.5,0,0.0,2.0,1.0,0,0.0,0,5,15.2%,3,1,0,2,0,0,0,0
