,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,CeeDee Lamb,1,10,120,12.0,90.0,9.0,0,0.0,30,3.0,0,0.0,0,11,31.4%,11,1,2,4,2,1,0,0
2,DeVonta Smith,1,8,113,14.1,107.0,13.4,0,0.0,6,0.8,0,0.0,0,12,35.3%,9,1,3,5,2,0,0,0
3,Jaylen Waddle,1,5,143,28.6,60.0,12.0,0,0.0,83,16.6,44,8.8,1,6,25.0%,5,0,0,4,2,1,1,1
4,Justin Jefferson,1,12,133,11.1,88.0,7.3,0,0.0,45,3.8,3,0.3,1,16,34.0%,12,0,2,8,1,0,0,0
5,Kendrick Bourne,1,6,100,16.7,97.0,16.2,0,0.0,3,0.5,0,0.0,0,9,29.0%,6,0,1,4,2,1,0,0
6,Tee Higgins,1,8,128,16.0,95.0,11.9,0,0.0,33,4.1,0,0.0,0,9,18.4%,9,1,2,5,2,2,0,0
7,Trenton Irwin,1,3,45,15.0,45.0,15.0,0,0.0,0,0.0,0,0.0,0,4,8.2%,4,1,1,2,1,0,0,0
8,DJ Moore,1,5,83,16.6,73.0,14.6,0,0.0,10,2.0,8,1.6,0,7,33.3%,5,0,2,3,1,1,1,1
9,Isaiah Hodgins,1,8,89,11.1,79.0,9.9,0,0.0,10,1.3,0,0.0,0,12,29.3%,8,0,1,3,1,0,0,0
10,Jakobi Meyers,1,6,83,13.8,64.0,10.7,0,0.0,19,3.2,0,0.0,0,7,22.6%,6,0,0,3,1,1,1,1
11,Terry McLaurin,1,4,77,19.3,76.0,19.0,0,0.0,1,0.3,0,0.0,0,5,14.7%,4,0,1,2,1,1,1,1
12,Jahan Dotson,1,6,76,12.7,61.0,10.2,0,0.0,15,2.5,5,0.8,0,9,26.5%,7,1,1,3,1,0,0,0
13,Ray-Ray McCloud III,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,1,4.8%,0,1,0,0,0,0,0,0
14,Greg Dortch,1,10,98,9.8,43.0,4.3,0,0.0,55,5.5,15,1.5,0,11,26.2%,10,0,0,3,1,0,0,0
15,Jerry Jeudy,1,6,117,19.5,84.0,14.0,0,0.0,33,5.5,6,1.0,1,10,29.4%,7,1,1,5,3,1,0,0
16,George Pickens,1,5,57,11.4,48.0,9.6,0,0.0,9,1.8,7,1.4,0,5,13.9%,5,0,1,2,1,0,0,0
17,Curtis Samuel,1,5,52,10.4,28.0,5.6,0,0.0,24,4.8,8,1.6,1,5,14.7%,5,0,0,3,1,0,0,0
18,DJ Chark Jr.,1,4,108,27.0,76.0,19.0,0,0.0,32,8.0,6,1.5,0,5,12.2%,4,0,0,3,2,2,1,1
19,Keenan Allen,1,11,104,9.5,76.0,6.9,0,0.0,28,2.5,11,1.0,1,14,46.7%,12,2,2,4,1,0,0,0
20,A.J. Brown,1,6,103,17.2,74.0,12.3,0,0.0,29,4.8,0,0.0,0,8,23.5%,6,0,1,4,1,1,1,1
21,Tyreek Hill,1,4,103,25.8,92.0,23.0,0,0.0,11,2.8,6,1.5,0,6,25.0%,4,0,0,4,1,1,1,1
