,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Mike Evans,1,8,103,12.9,86.0,10.8,0,0.0,17,2.1,5,0.6,1,10,19.2%,8,0,3,5,1,1,0,0
2,Justin Jefferson,1,10,147,14.7,85.0,8.5,0,0.0,62,6.2,11,1.1,0,13,37.1%,11,1,1,6,2,2,1,1
3,Tee Higgins,1,7,124,17.7,52.0,7.4,0,0.0,72,10.3,35,5.0,1,9,28.1%,7,0,0,4,2,1,1,1
4,Deebo Samuel Sr.,1,6,115,19.2,10.0,1.7,0,0.0,105,17.5,66,11.0,2,7,28.0%,6,0,1,3,2,1,1,1
5,Jamal Agnew,1,4,50,12.5,25.0,6.3,0,0.0,25,6.3,7,1.8,0,6,26.1%,4,0,2,2,1,0,0,0
6,Tyreek Hill,1,10,160,16.0,92.0,9.2,0,0.0,68,6.8,2,0.2,0,14,38.9%,10,0,1,6,2,1,1,1
7,CeeDee Lamb,1,6,97,16.2,62.0,10.3,0,0.0,35,5.8,6,1.0,0,8,30.8%,6,0,0,4,2,1,0,0
8,DK Metcalf,1,7,149,21.3,103.0,14.7,0,0.0,46,6.6,4,0.6,0,10,34.5%,8,1,0,5,4,1,1,1
9,Marquise Brown,1,6,88,14.7,70.0,11.7,0,0.0,18,3.0,0,0.0,0,11,35.5%,6,0,0,4,2,0,0,0
10,Josh Reynolds,1,7,81,11.6,69.0,9.9,0,0.0,12,1.7,9,1.3,0,8,20.5%,7,0,3,4,1,0,0,0
11,Corey Davis,1,5,74,14.8,58.0,11.6,0,0.0,16,3.2,2,0.4,0,6,18.2%,5,0,1,4,1,0,0,0
12,Chris Olave,1,4,67,16.8,65.0,16.3,0,0.0,2,0.5,0,0.0,0,7,25.0%,4,0,1,3,2,1,0,0
13,Cooper Kupp,1,14,122,8.7,55.0,3.9,0,0.0,67,4.8,22,1.6,0,19,39.6%,15,1,2,6,0,0,0,0
14,Mike Williams,1,7,120,17.1,53.0,7.6,0,0.0,67,9.6,0,0.0,0,11,29.7%,7,0,2,5,2,1,1,1
15,Brandin Cooks,1,7,57,8.1,45.0,6.4,0,0.0,12,1.7,0,0.0,0,7,20.0%,7,0,1,2,1,0,0,0
16,Allen Lazard,1,6,116,19.3,73.0,12.2,0,0.0,43,7.2,11,1.8,1,8,25.0%,6,0,0,5,3,1,0,0
