RANK,PLAYER,GAMES,RECEIVING_REC,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_YBC,RECEIVING_YBC/R,RECEIVING_AIR,RECEIVING_AIR/R,RECEIVING_YAC,RECEIVING_YACON,RECEIVING_YACON/R,RECEIVING_BRKTKL,TARGETS_TGT,TARGETS_%_TM,TARGETS_CATCHABLE,TARGETS_DROP,TARGETS_RZ_TGT,BIG_PLAYS_10+_YDS,BIG_PLAYS_20+_YDS,BIG_PLAYS_30+_YDS,BIG_PLAYS_40+_YDS,BIG_PLAYS_50+_YDS,BIG_PLAYS_LNG,RECEIVING_TD,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,MISC_FL,MISC_FPTS
1,Dalton Schultz,1,4,31.0,7.8,27.0,6.8,0,0.0,4,1.0,3,0.8,0,4,0.138,4,0,3,1,0,0,0,0,2.0,0.0,0.0,0.0,0.0,15.1
2,Josh Oliver,1,4,76.0,19.0,46.0,11.5,0,0.0,30,7.5,7,1.8,0,6,0.2,4,0,3,4,1,1,1,1,1.0,0.0,0.0,0.0,0.0,13.6
3,Hunter Henry,1,3,63.0,21.0,20.0,6.7,0,0.0,43,14.3,0,0.0,0,5,0.14300000000000002,3,0,1,2,2,1,0,0,1.0,0.0,0.0,0.0,0.0,12.3
4,Travis Kelce,1,4,57.0,14.3,32.0,8.0,0,0.0,25,6.3,5,1.3,0,8,0.21600000000000003,4,0,5,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,11.7
5,T.J. Hockenson,1,5,43.0,8.6,23.0,4.6,0,0.0,20,4.0,4,0.8,0,6,0.162,5,0,2,3,0,0,0,0,1.0,0.0,0.0,0.0,0.0,10.3
6,Jordan Akins,1,5,61.0,12.2,16.0,3.2,0,0.0,45,9.0,3,0.6,0,5,0.132,5,0,1,4,1,0,0,0,1.0,0.0,0.0,0.0,1.0,10.1
7,Jelani Woods,1,8,98.0,12.3,66.0,8.3,0,0.0,32,4.0,12,1.5,0,9,0.281,9,1,1,4,1,0,0,0,0.0,0.0,0.0,0.0,0.0,9.8
8,Foster Moreau,1,3,33.0,11.0,22.0,7.3,0,0.0,11,3.7,5,1.7,0,7,0.19399999999999998,4,1,2,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,9.3
9,David Njoku,1,5,29.0,5.8,13.0,2.6,0,0.0,16,3.2,0,0.0,0,7,0.19399999999999998,6,1,2,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,8.9
10,John Bates,1,3,24.0,8.0,20.0,6.7,0,0.0,4,1.3,0,0.0,0,4,0.182,3,0,2,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,8.4
11,Mark Andrews,1,4,50.0,12.5,35.0,8.8,0,0.0,15,3.8,8,2.0,0,7,0.233,5,1,2,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,7.0
12,MyCole Pruitt,1,2,9.0,4.5,1.0,0.5,0,0.0,8,4.0,0,0.0,0,3,0.125,2,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,6.9
13,Ko Kieft,1,1,5.0,5.0,2.0,2.0,0,0.0,3,3.0,0,0.0,0,1,0.024,1,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,6.5
14,Durham Smythe,1,1,4.0,4.0,4.0,4.0,0,0.0,0,0.0,0,0.0,0,1,0.026000000000000002,1,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,6.4
15,Peyton Hendershot,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1.0,2.0,1.0,0.0,6.2
16,Jake Ferguson,1,3,57.0,19.0,14.0,4.7,0,0.0,43,14.3,10,3.3,1,3,0.10300000000000001,3,0,0,3,1,1,0,0,0.0,0.0,0.0,0.0,0.0,5.7
17,Hayden Hurst,1,6,57.0,9.5,22.0,3.7,0,0.0,35,5.8,10,1.7,1,9,0.25,6,0,0,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,5.7
18,Tyler Conklin,1,3,50.0,16.7,27.0,9.0,0,0.0,23,7.7,5,1.7,0,3,0.107,3,0,0,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
19,Pat Freiermuth,1,3,39.0,13.0,18.0,6.0,0,0.0,21,7.0,13,4.3,0,4,0.14300000000000002,3,0,1,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.9
20,Gerald Everett,1,4,18.0,4.5,7.0,1.8,0,0.0,11,2.8,4,1.0,1,4,0.085,4,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.8
21,Chig Okonkwo,1,3,35.0,11.7,13.0,4.3,0,0.0,22,7.3,8,2.7,0,5,0.147,4,1,1,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.5
22,Noah Fant,1,3,34.0,11.3,33.0,11.0,0,0.0,1,0.3,0,0.0,0,3,0.081,3,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,3.4
23,Austin Hooper,1,3,30.0,10.0,8.0,2.7,0,0.0,22,7.3,5,1.7,0,4,0.11800000000000001,4,1,1,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
24,Cole Kmet,1,3,27.0,9.0,7.0,2.3,0,0.0,20,6.7,3,1.0,0,6,0.25,3,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.7
25,George Kittle,1,3,26.0,8.7,15.0,5.0,0,0.0,11,3.7,2,0.7,0,4,0.10800000000000001,3,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.6
26,Jody Fortson Jr.,1,2,26.0,13.0,17.0,8.5,0,0.0,9,4.5,5,2.5,0,3,0.081,2,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,2.6
27,Chris Myarick,1,1,23.0,23.0,10.0,10.0,0,0.0,13,13.0,3,3.0,0,1,0.034,1,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,2.3
28,James Mitchell,1,1,22.0,22.0,3.0,3.0,0,0.0,19,19.0,0,0.0,0,1,0.028999999999999998,1,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,2.2
29,Ian Thomas,1,2,21.0,10.5,0.0,0.0,0,0.0,21,10.5,6,3.0,0,2,0.11800000000000001,2,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.1
30,Taysom Hill,1,1,7.0,7.0,6.0,6.0,0,0.0,1,1.0,0,0.0,0,2,0.067,1,0,1,0,0,0,0,0,0.0,6.0,13.0,0.0,0.0,2.0
31,Robert Tonyan,1,3,20.0,6.7,14.0,4.7,0,0.0,6,2.0,1,0.3,0,3,0.12,3,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
32,Johnny Mundt,1,2,20.0,10.0,6.0,3.0,0,0.0,14,7.0,0,0.0,0,2,0.054000000000000006,2,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
33,Teagan Quitoriano,1,2,20.0,10.0,9.0,4.5,0,0.0,11,5.5,1,0.5,0,2,0.053,2,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
34,Adam Trautman,1,1,17.0,17.0,4.0,4.0,0,0.0,13,13.0,1,1.0,0,1,0.033,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.7
