RANK,PLAYER,GAMES,RECEIVING_REC,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_YBC,RECEIVING_YBC/R,RECEIVING_AIR,RECEIVING_AIR/R,RECEIVING_YAC,RECEIVING_YACON,RECEIVING_YACON/R,RECEIVING_BRKTKL,TARGETS_TGT,TARGETS_%_TM,TARGETS_CATCHABLE,TARGETS_DROP,TARGETS_RZ_TGT,BIG_PLAYS_10+_YDS,BIG_PLAYS_20+_YDS,BIG_PLAYS_30+_YDS,BIG_PLAYS_40+_YDS,BIG_PLAYS_50+_YDS,BIG_PLAYS_LNG,RECEIVING_TD,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,MISC_FL,MISC_FPTS
1,Cole Kmet,1,4,74.0,18.5,-23.0,-5.8,0,0.0,97,24.3,4,1.0,1,7,0.389,4,0,1,1,1,1,1,1,2.0,0.0,0.0,0.0,0.0,19.4
2,Travis Kelce,1,6,81.0,13.5,42.0,7.0,0,0.0,39,6.5,3,0.5,0,7,0.2,6,0,1,3,1,1,1,1,1.0,0.0,0.0,0.0,0.0,14.1
3,Dalton Schultz,1,6,54.0,9.0,41.0,6.8,0,0.0,13,2.2,6,1.0,1,8,0.182,7,1,4,3,0,0,0,0,1.0,0.0,0.0,0.0,0.0,11.4
4,Juwan Johnson,1,5,44.0,8.8,32.0,6.4,0,0.0,12,2.4,3,0.6,0,7,0.25,6,1,1,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,10.4
5,Foster Moreau,1,3,43.0,14.3,16.0,5.3,0,0.0,27,9.0,5,1.7,0,4,0.105,4,1,2,2,1,0,0,0,1.0,0.0,0.0,0.0,0.0,10.3
6,Noah Gray,1,2,20.0,10.0,15.0,7.5,0,0.0,5,2.5,0,0.0,0,2,0.057,2,0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,8.0
7,Harrison Bryant,1,3,15.0,5.0,4.0,1.3,0,0.0,11,3.7,7,2.3,1,3,0.08800000000000001,3,0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,7.5
8,Tyler Higbee,1,8,73.0,9.1,23.0,2.9,0,0.0,50,6.3,15,1.9,0,8,0.21600000000000003,8,0,0,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,7.3
9,Jordan Akins,1,3,72.0,24.0,11.0,3.7,0,0.0,61,20.3,26,8.7,0,3,0.081,3,0,0,2,1,1,1,1,0.0,0.0,0.0,0.0,0.0,7.2
10,Dallas Goedert,1,3,23.0,7.7,10.0,3.3,0,0.0,13,4.3,4,1.3,0,3,0.12,3,0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,1.0,6.3
11,Brock Wright,1,1,2.0,2.0,2.0,2.0,0,0.0,0,0.0,0,0.0,0,1,0.04,1,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,6.2
12,Dawson Knox,1,4,57.0,14.3,31.0,7.8,0,0.0,26,6.5,1,0.3,0,6,0.146,4,0,1,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,5.7
13,Kylen Granson,1,4,57.0,14.3,28.0,7.0,0,0.0,29,7.3,28,7.0,0,4,0.14800000000000002,4,0,0,2,1,1,0,0,0.0,0.0,0.0,0.0,0.0,5.7
14,T.J. Hockenson,1,7,45.0,6.4,30.0,4.3,0,0.0,15,2.1,10,1.4,1,10,0.2,8,1,1,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.5
15,Austin Hooper,1,5,41.0,8.2,25.0,5.0,0,0.0,16,3.2,9,1.8,0,7,0.19399999999999998,5,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.1
16,Chig Okonkwo,1,1,41.0,41.0,16.0,16.0,0,0.0,25,25.0,22,22.0,0,2,0.055999999999999994,1,0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,4.1
17,Pat Freiermuth,1,4,36.0,9.0,25.0,6.3,0,0.0,11,2.8,3,0.8,0,7,0.26899999999999996,4,0,1,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.6
18,Cade Otton,1,3,35.0,11.7,30.0,10.0,0,0.0,5,1.7,0,0.0,0,3,0.10300000000000001,3,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,3.5
19,Noah Fant,1,3,34.0,11.3,20.0,6.7,0,0.0,14,4.7,0,0.0,0,4,0.121,3,0,1,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.4
20,Mike Gesicki,1,2,31.0,15.5,25.0,12.5,0,0.0,6,3.0,4,2.0,0,3,0.091,2,0,1,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.1
21,Will Dissly,1,2,28.0,14.0,10.0,5.0,0,0.0,18,9.0,8,4.0,1,2,0.061,2,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.8
