RANK,PLAYER,GAMES,RECEIVING_REC,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_YBC,RECEIVING_YBC/R,RECEIVING_AIR,RECEIVING_AIR/R,RECEIVING_YAC,RECEIVING_YACON,RECEIVING_YACON/R,RECEIVING_BRKTKL,TARGETS_TGT,TARGETS_%_TM,TARGETS_CATCHABLE,TARGETS_DROP,TARGETS_RZ_TGT,BIG_PLAYS_10+_YDS,BIG_PLAYS_20+_YDS,BIG_PLAYS_30+_YDS,BIG_PLAYS_40+_YDS,BIG_PLAYS_50+_YDS,BIG_PLAYS_LNG,RECEIVING_TD,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,MISC_FL,MISC_FPTS
1,Taysom Hill,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,9.0,112.0,3.0,0.0,34.1
2,Travis Kelce,1,7,25.0,3.6,13.0,1.9,0,0.0,12,1.7,10,1.4,3,8,0.19,7,0,5,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,26.5
3,Mark Andrews,1,8,89.0,11.1,52.0,6.5,0,0.0,37,4.6,1,0.1,0,10,0.37,8,0,1,3,1,0,0,0,1.0,0.0,0.0,0.0,0.0,14.9
4,Hayden Hurst,1,6,53.0,8.8,35.0,5.8,0,0.0,18,3.0,3,0.5,1,7,0.20600000000000002,6,0,3,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,11.3
5,Dallas Goedert,1,8,95.0,11.9,27.0,3.4,0,0.0,68,8.5,15,1.9,1,9,0.265,8,0,1,5,1,1,0,0,0.0,0.0,0.0,0.0,0.0,9.5
6,Adam Trautman,1,2,32.0,16.0,25.0,12.5,0,0.0,7,3.5,1,0.5,0,3,0.12,3,1,1,2,1,0,0,0,1.0,0.0,0.0,0.0,0.0,9.2
7,David Njoku,1,6,88.0,14.7,46.0,7.7,0,0.0,42,7.0,9,1.5,0,6,0.188,6,0,1,3,1,1,0,0,0.0,0.0,0.0,0.0,0.0,8.8
8,Daniel Bellinger,1,2,22.0,11.0,12.0,6.0,0,0.0,10,5.0,0,0.0,0,3,0.115,2,0,1,2,0,0,0,0,0.0,1.0,2.0,1.0,0.0,8.4
9,Durham Smythe,1,1,8.0,8.0,6.0,6.0,0,0.0,2,2.0,0,0.0,0,1,0.031,1,0,0,0,0,0,0,0,0.0,1.0,1.0,1.0,0.0,6.9
10,Evan Engram,1,6,69.0,11.5,50.0,8.3,0,0.0,19,3.2,2,0.3,0,10,0.22699999999999998,7,1,1,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,6.9
11,Marcedes Lewis,1,1,2.0,2.0,2.0,2.0,0,0.0,0,0.0,0,0.0,0,1,0.026000000000000002,1,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,6.2
12,Hunter Henry,1,4,54.0,13.5,29.0,7.3,0,0.0,25,6.3,0,0.0,0,5,0.23800000000000002,4,0,1,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,5.4
13,Noah Fant,1,3,49.0,16.3,38.0,12.7,0,0.0,11,3.7,0,0.0,0,5,0.20800000000000002,3,0,0,2,1,1,0,0,0.0,0.0,0.0,0.0,0.0,4.9
14,Zach Ertz,1,6,48.0,8.0,32.0,5.3,0,0.0,16,2.7,0,0.0,0,10,0.263,6,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.8
15,Tyler Higbee,1,7,46.0,6.6,29.0,4.1,0,0.0,17,2.4,9,1.3,1,10,0.23800000000000002,8,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.6
16,Cole Kmet,1,4,45.0,11.3,24.0,6.0,0,0.0,21,5.3,11,2.8,0,4,0.19,4,0,0,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,4.5
17,Zach Gentry,1,5,43.0,8.6,17.0,3.4,0,0.0,26,5.2,6,1.2,0,6,0.11800000000000001,5,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.3
18,Cade Otton,1,6,43.0,7.2,28.0,4.7,0,0.0,15,2.5,2,0.3,0,7,0.14,7,1,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.3
19,Irv Smith Jr.,1,4,42.0,10.5,23.0,5.8,0,0.0,19,4.8,5,1.3,0,5,0.128,4,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.2
20,John Bates,1,3,39.0,13.0,25.0,8.3,0,0.0,14,4.7,0,0.0,0,3,0.081,3,0,0,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,3.9
21,Eric Saubert,1,5,36.0,7.2,16.0,3.2,0,0.0,20,4.0,5,1.0,0,7,0.184,6,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.6
22,Mike Gesicki,1,1,30.0,30.0,26.0,26.0,0,0.0,4,4.0,0,0.0,0,2,0.063,2,1,0,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,3.0
23,George Kittle,1,5,47.0,9.4,31.0,6.2,0,0.0,16,3.2,1,0.2,0,6,0.2,5,0,0,2,1,0,0,0,0.0,0.0,0.0,0.0,1.0,2.7
24,Giovanni Ricci,1,3,27.0,9.0,17.0,5.7,0,0.0,10,3.3,8,2.7,0,3,0.075,3,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.7
25,Robert Tonyan,1,4,23.0,5.8,-6.0,-1.5,0,0.0,29,7.3,0,0.0,0,4,0.10300000000000001,4,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.3
26,Jordan Akins,1,2,22.0,11.0,13.0,6.5,0,0.0,9,4.5,2,1.0,0,2,0.083,2,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.2
27,Will Dissly,1,2,21.0,10.5,9.0,4.5,0,0.0,12,6.0,1,0.5,0,3,0.125,3,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.1
28,Dan Arnold,1,1,20.0,20.0,16.0,16.0,0,0.0,4,4.0,0,0.0,0,2,0.045,2,1,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
29,Jesper Horsted,1,3,19.0,6.3,13.0,4.3,0,0.0,6,2.0,6,2.0,0,3,0.111,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.9
30,Josiah Deguara,1,2,19.0,9.5,2.0,1.0,0,0.0,17,8.5,0,0.0,0,2,0.051,2,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.9
31,Quintin Morris,1,3,39.0,13.0,11.0,3.7,0,0.0,28,9.3,0,0.0,0,5,0.139,3,0,1,2,1,0,0,0,0.0,0.0,0.0,0.0,1.0,1.9
32,Kylen Granson,1,1,16.0,16.0,5.0,5.0,0,0.0,11,11.0,5,5.0,0,3,0.083,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.6
33,Chris Manhertz,1,2,15.0,7.5,6.0,3.0,0,0.0,9,4.5,0,0.0,0,2,0.045,2,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.5
