RANK,PLAYER,GAMES,RECEIVING_REC,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_YBC,RECEIVING_YBC/R,RECEIVING_AIR,RECEIVING_AIR/R,RECEIVING_YAC,RECEIVING_YACON,RECEIVING_YACON/R,RECEIVING_BRKTKL,TARGETS_TGT,TARGETS_%_TM,TARGETS_CATCHABLE,TARGETS_DROP,TARGETS_RZ_TGT,BIG_PLAYS_10+_YDS,BIG_PLAYS_20+_YDS,BIG_PLAYS_30+_YDS,BIG_PLAYS_40+_YDS,BIG_PLAYS_50+_YDS,BIG_PLAYS_LNG,RECEIVING_TD,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,MISC_FL,MISC_FPTS
1,George Kittle,1,6,98,16.3,64.0,10.7,0,0.0,34,5.7,6,1.0,0,9,0.196,6,0,2,4,1,1,0,0,1.0,0.0,0.0,0.0,0.0,15.8
2,Juwan Johnson,1,5,32,6.4,7.0,1.4,0,0.0,25,5.0,1,0.2,0,5,0.109,5,0,2,1,0,0,0,0,2.0,0.0,0.0,0.0,0.0,15.2
3,Travis Kelce,1,6,98,16.3,49.0,8.2,0,0.0,49,8.2,20,3.3,3,8,0.235,7,1,1,4,2,0,0,0,0.0,0.0,0.0,0.0,0.0,9.8
4,Taysom Hill,1,1,3,3.0,-3.0,-3.0,0,0.0,6,6.0,2,2.0,0,1,0.022000000000000002,1,0,1,0,0,0,0,0,1.0,3.0,9.0,0.0,0.0,9.1
5,Tommy Tremble,1,1,29,29.0,29.0,29.0,0,0.0,0,0.0,0,0.0,0,1,0.048,1,0,0,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,8.9
6,Pat Freiermuth,1,8,75,9.4,58.0,7.3,0,0.0,17,2.1,6,0.8,0,9,0.214,8,0,0,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,7.5
7,David Njoku,1,7,71,10.1,21.0,3.0,0,0.0,50,7.1,23,3.3,0,7,0.28,7,0,1,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,7.1
8,Jordan Akins,1,3,68,22.7,24.0,8.0,0,0.0,44,14.7,8,2.7,0,4,0.1,3,0,0,3,1,1,0,0,0.0,0.0,0.0,0.0,0.0,6.8
9,Evan Engram,1,4,67,16.8,35.0,8.8,0,0.0,32,8.0,5,1.3,1,7,0.163,4,0,1,4,1,0,0,0,0.0,0.0,0.0,0.0,0.0,6.7
10,Peyton Hendershot,1,2,5,2.5,0.0,0.0,0,0.0,5,2.5,2,1.0,0,2,0.08,2,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,6.5
11,Cade Otton,1,4,64,16.0,25.0,6.3,0,0.0,39,9.8,8,2.0,0,5,0.10400000000000001,4,0,0,2,1,1,0,0,0.0,0.0,0.0,0.0,0.0,6.4
12,Gerald Everett,1,5,63,12.6,33.0,6.6,0,0.0,30,6.0,19,3.8,0,9,0.17600000000000002,6,1,2,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,6.3
13,Brock Wright,1,4,57,14.3,9.0,2.3,0,0.0,48,12.0,1,0.3,0,4,0.16,4,0,1,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,5.7
14,Austin Hooper,1,3,56,18.7,43.0,14.3,0,0.0,13,4.3,7,2.3,1,3,0.15,3,0,0,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,5.6
15,Greg Dulcich,1,6,51,8.5,29.0,4.8,0,0.0,22,3.7,4,0.7,0,9,0.2,7,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.1
16,Dalton Schultz,1,5,49,9.8,25.0,5.0,0,0.0,24,4.8,5,1.0,0,5,0.2,5,0,1,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.9
17,T.J. Hockenson,1,4,48,12.0,33.0,8.3,0,0.0,15,3.8,3,0.8,0,5,0.2,4,0,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.8
18,Hayden Hurst,1,6,48,8.0,33.0,5.5,0,0.0,15,2.5,0,0.0,0,8,0.19,6,0,1,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.8
19,Will Dissly,1,4,45,11.3,23.0,5.8,0,0.0,22,5.5,5,1.3,0,4,0.154,4,0,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.5
20,Zach Ertz,1,2,21,10.5,21.0,10.5,0,0.0,0,0.0,0,0.0,0,4,0.138,2,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.1
21,Robert Tonyan,1,3,32,10.0,16.0,5.3,0,0.0,14,4.7,2,0.7,0,4,0.121,4,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.2
22,Cole Kmet,1,2,32,16.0,23.0,11.5,0,0.0,9,4.5,6,3.0,0,3,0.14300000000000002,2,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,3.2
23,Foster Moreau,1,3,28,9.3,12.0,4.0,0,0.0,16,5.3,7,2.3,1,5,0.192,3,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.8
24,Colby Parkinson,1,1,28,28.0,2.0,2.0,0,0.0,26,26.0,0,0.0,0,1,0.038,1,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,2.8
25,Armani Rogers,1,3,28,9.3,12.0,4.0,0,0.0,16,5.3,9,3.0,0,3,0.094,3,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.8
26,Mike Gesicki,1,3,27,9.0,15.0,5.0,0,0.0,12,4.0,4,1.3,1,7,0.2,4,1,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.7
27,Dan Arnold,1,1,24,24.0,0.0,0.0,0,0.0,24,24.0,0,0.0,0,1,0.023,1,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,2.4
28,Tyler Conklin,1,4,22,5.5,9.0,2.3,0,0.0,13,3.3,1,0.3,0,6,0.261,4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.2
29,Chris Myarick,1,2,21,10.5,12.0,6.0,0,0.0,9,4.5,0,0.0,0,2,0.069,2,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.1
30,Eric Tomlinson,1,2,21,10.5,4.0,2.0,0,0.0,17,8.5,3,1.5,0,2,0.044000000000000004,2,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.1
31,Ko Kieft,1,1,18,18.0,12.0,12.0,0,0.0,6,6.0,2,2.0,0,1,0.021,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.8
32,Isaiah Likely,1,1,16,16.0,10.0,10.0,0,0.0,6,6.0,3,3.0,0,1,0.063,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.6
33,Harrison Bryant,1,2,15,7.5,10.0,5.0,0,0.0,5,2.5,0,0.0,0,2,0.08,2,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.5
34,Mitchell Wilcox,1,2,14,7.0,6.0,3.0,0,0.0,8,4.0,0,0.0,0,2,0.048,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.4
35,Daniel Bellinger,1,1,13,13.0,10.0,10.0,0,0.0,3,3.0,0,0.0,0,1,0.034,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.3
36,Hunter Henry,1,1,12,12.0,12.0,12.0,0,0.0,0,0.0,0,0.0,0,2,0.071,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.2
37,Noah Gray,1,1,10,10.0,7.0,7.0,0,0.0,3,3.0,0,0.0,0,1,0.028999999999999998,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
