RANK,PLAYER,GAMES,RECEIVING_REC,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_YBC,RECEIVING_YBC/R,RECEIVING_AIR,RECEIVING_AIR/R,RECEIVING_YAC,RECEIVING_YACON,RECEIVING_YACON/R,RECEIVING_BRKTKL,TARGETS_TGT,TARGETS_%_TM,TARGETS_CATCHABLE,TARGETS_DROP,TARGETS_RZ_TGT,BIG_PLAYS_10+_YDS,BIG_PLAYS_20+_YDS,BIG_PLAYS_30+_YDS,BIG_PLAYS_40+_YDS,BIG_PLAYS_50+_YDS,BIG_PLAYS_LNG,RECEIVING_TD,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,MISC_FL,MISC_FPTS
1,Evan Engram,1,11,162,14.7,60.0,5.5,0,0.0,102.0,9.3,7,0.6,0,15,0.35700000000000004,11,0,2,10,3,0,0,0,2.0,0.0,0.0,0.0,0.0,28.2
2,Chig Okonkwo,1,6,45,7.5,31.0,5.2,0,0.0,14.0,2.3,4,0.7,1,6,0.158,6,0,2,3,0,0,0,0,1.0,1.0,0.0,0.0,0.0,12.5
3,David Njoku,1,7,59,8.4,24.0,3.4,0,0.0,35.0,5.0,2,0.3,0,9,0.231,7,0,3,3,0,0,0,0,1.0,1.0,-2.0,0.0,0.0,11.7
4,Dawson Knox,1,4,41,10.3,22.0,5.5,0,0.0,19.0,4.8,2,0.5,0,7,0.259,6,1,0,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,10.1
5,Pat Freiermuth,1,3,33,11.0,24.0,8.0,0,0.0,9.0,3.0,5,1.7,0,6,0.19399999999999998,3,0,2,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,9.3
6,Dalton Schultz,1,6,87,14.5,48.0,8.0,0,0.0,39.0,6.5,10,1.7,0,10,0.256,8,2,1,4,2,0,0,0,0.0,0.0,0.0,0.0,0.0,8.7
7,Travis Kelce,1,4,71,17.8,25.0,6.3,0,0.0,46.0,11.5,0,0.0,0,9,0.214,6,2,1,3,1,1,0,0,0.0,0.0,0.0,0.0,0.0,7.1
8,Hunter Henry,1,3,70,23.3,46.0,15.3,0,0.0,24.0,8.0,7,2.3,0,3,0.091,3,0,0,2,2,2,0,0,0.0,0.0,0.0,0.0,0.0,7.0
9,Austin Hooper,1,5,68,13.6,33.0,6.6,0,0.0,35.0,7.0,7,1.4,0,5,0.132,5,0,0,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,6.8
10,T.J. Hockenson,1,6,77,12.8,61.0,10.2,0,0.0,16.0,2.7,4,0.7,1,8,0.2,7,1,0,4,1,0,0,0,0.0,0.0,0.0,0.0,1.0,5.7
