RANK,PLAYER,GAMES,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/ATT,RUSHING_YBCON,RUSHING_YBCON/ATT,RUSHING_YACON,RUSHING_YACON/ATT,RUSHING_BRKTKL,RUSHING_TK_LOSS,RUSHING_TK_LOSS_YDS,RUSHING_LNG_TD,BIG_RUSH_PLAYS_10+_YDS,BIG_RUSH_PLAYS_20+_YDS,BIG_RUSH_PLAYS_30+_YDS,BIG_RUSH_PLAYS_40+_YDS,BIG_RUSH_PLAYS_50+_YDS,BIG_RUSH_PLAYS_LNG,RECEIVING_REC,RECEIVING_TGT,RECEIVING_RZ_TGT,RECEIVING_YACON,RUSHING_TD,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_FPTS
1,James Conner,1,21,96,4.6,23.0,1.1,73,3.5,1,2,-6.0,13,2,1,1,0,0,35,5,5,0,28,2.0,77.0,15.4,1.0,0.0,35.3
2,Jonathan Taylor,1,19,172,9.1,56.0,2.9,116,6.1,2,0,0.0,78,5,2,1,1,1,78,2,2,0,10,2.0,28.0,14.0,0.0,0.0,32.0
3,Nick Chubb,1,14,137,9.8,21.0,1.5,116,8.3,3,1,-2.0,70,5,2,1,1,1,70,2,2,0,3,2.0,26.0,13.0,0.0,0.0,28.3
4,Joe Mixon,1,13,64,4.9,25.0,1.9,39,3.0,0,0,0.0,11,2,1,0,0,0,21,5,5,0,25,2.0,46.0,9.2,0.0,0.0,23.0
5,Nyheim Hines,1,6,74,12.3,29.0,4.8,45,7.5,0,0,0.0,34,3,2,1,0,0,34,4,6,0,4,1.0,34.0,8.5,0.0,0.0,16.8
6,Alvin Kamara,1,13,50,3.8,31.0,2.4,19,1.5,0,1,-1.0,2,1,0,0,0,0,14,4,7,0,16,1.0,54.0,13.5,0.0,0.0,16.4
7,Melvin Gordon III,1,21,80,3.8,46.0,2.2,34,1.6,3,4,-9.0,3,4,0,0,0,0,14,2,2,1,2,1.0,15.0,7.5,0.0,0.0,15.5
8,Devonta Freeman,1,13,79,6.1,36.0,2.8,43,3.3,0,0,0.0,0,1,0,0,0,0,19,2,3,1,0,0.0,4.0,2.0,1.0,0.0,14.3
9,Najee Harris,1,22,62,2.8,40.0,1.8,22,1.0,4,2,-3.0,10,2,0,0,0,0,13,3,3,0,10,1.0,16.0,5.3,0.0,0.0,13.8
10,Cordarrelle Patterson,1,9,10,1.1,4.0,0.4,6,0.7,0,0,0.0,0,0,0,0,0,0,4,6,6,1,38,0.0,126.0,21.0,0.0,0.0,13.6
11,Jordan Howard,1,17,71,4.2,42.0,2.5,29,1.7,2,0,0.0,4,1,0,0,0,0,18,0,0,0,0,1.0,0.0,0.0,0.0,0.0,13.1
12,Dalvin Cook,1,17,110,6.5,76.0,4.5,34,2.0,0,4,-11.0,0,3,2,1,1,1,66,3,3,0,6,0.0,12.0,4.0,0.0,0.0,12.2
13,Devontae Booker,1,21,99,4.7,63.0,3.0,36,1.7,0,1,-3.0,0,2,1,0,0,0,20,3,3,0,0,0.0,23.0,7.7,0.0,0.0,12.2
14,Javonte Williams,1,17,111,6.5,59.0,3.5,52,3.1,4,1,-3.0,0,5,2,1,0,0,30,0,0,0,0,0.0,0.0,0.0,0.0,0.0,11.1
