RANK,PLAYER,GAMES,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/ATT,RUSHING_YBCON,RUSHING_YBCON/ATT,RUSHING_YACON,RUSHING_YACON/ATT,RUSHING_BRKTKL,RUSHING_TK_LOSS,RUSHING_TK_LOSS_YDS,RUSHING_LNG_TD,BIG_RUSH_PLAYS_10+_YDS,BIG_RUSH_PLAYS_20+_YDS,BIG_RUSH_PLAYS_30+_YDS,BIG_RUSH_PLAYS_40+_YDS,BIG_RUSH_PLAYS_50+_YDS,BIG_RUSH_PLAYS_LNG,RECEIVING_REC,RECEIVING_TGT,RECEIVING_RZ_TGT,RECEIVING_YACON,RUSHING_TD,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_FPTS
1,Jonathan Taylor,1,32,143.0,4.5,92.0,2.9,51,1.6,2,3,-3.0,3,5,0,0,0,0,16,0,0,0,0,2.0,0.0,0.0,1.0,24.3
2,Javonte Williams,1,23,102.0,4.4,45.0,2.0,57,2.5,7,3,-5.0,0,2,0,0,0,0,14,6,9,1,10,0.0,12.7,1.0,0.0,23.8
3,David Montgomery,1,21,90.0,4.3,55.0,2.6,35,1.7,2,2,-3.0,1,2,1,0,0,0,24,8,9,1,8,1.0,6.4,0.0,0.0,20.1
4,Sony Michel,1,24,121.0,5.0,70.0,2.9,51,2.1,0,2,-3.0,5,1,1,0,0,0,25,3,4,0,9,1.0,2.7,0.0,0.0,18.9
5,Alexander Mattison,1,22,90.0,4.1,44.0,2.0,46,2.1,3,1,-4.0,8,2,0,0,0,0,11,3,3,0,10,1.0,11.3,0.0,0.0,18.4
6,Damien Harris,1,10,111.0,11.1,36.0,3.3,76,6.9,0,2,-6.0,64,3,2,1,1,1,64,0,0,0,0,1.0,0.0,0.0,0.0,17.1
7,Antonio Gibson,1,23,88.0,3.8,51.0,2.2,37,1.6,1,2,-9.0,0,2,1,0,0,0,22,5,6,2,5,0.0,4.6,1.0,0.0,17.1
8,James Conner,1,20,75.0,3.8,36.0,1.8,39,2.0,2,3,-14.0,0,2,1,0,0,0,21,2,2,0,29,0.0,18.0,1.0,0.0,17.1
9,Devonta Freeman,1,14,52.0,3.7,31.0,2.2,21,1.5,1,2,-3.0,3,1,0,0,0,0,18,5,8,2,15,1.0,9.0,0.0,0.0,15.7
10,Leonard Fournette,1,13,44.0,3.4,16.0,1.2,28,2.2,0,1,-4.0,0,0,0,0,0,0,9,7,8,1,8,0.0,6.9,1.0,0.0,15.2
11,Josh Jacobs,1,13,52.0,4.0,25.0,1.9,27,2.1,2,1,-1.0,1,2,0,0,0,0,15,9,9,0,20,1.0,4.2,0.0,0.0,15.0
12,Travis Homer,1,3,80.0,26.7,78.0,26.0,2,0.7,0,0,0.0,73,1,1,1,1,1,73,4,5,1,0,1.0,2.5,0.0,0.0,15.0
13,Kenneth Gainwell,1,12,54.0,4.5,24.0,2.0,30,2.5,2,1,-1.0,18,2,0,0,0,0,18,5,5,2,6,1.0,6.6,0.0,0.0,14.7
14,Elijah Mitchell,1,22,66.0,3.0,28.0,1.3,38,1.7,1,1,-1.0,2,0,0,0,0,0,9,3,3,0,3,1.0,6.0,0.0,0.0,14.4
15,Miles Sanders,1,24,120.0,5.0,35.0,1.5,85,3.5,0,1,-1.0,0,1,1,1,0,0,34,3,3,0,3,0.0,7.3,0.0,0.0,14.2
16,Tony Pollard,1,7,71.0,10.1,12.0,1.7,59,8.4,1,0,0.0,58,1,1,1,1,1,58,2,4,1,2,1.0,1.5,0.0,0.0,13.4
17,Mike Davis,1,4,32.0,8.0,28.0,7.0,4,1.0,0,0,0.0,17,2,0,0,0,0,17,4,4,0,30,1.0,9.3,0.0,0.0,12.9
18,Austin Ekeler,1,14,59.0,4.2,27.0,1.9,32,2.3,0,0,0.0,1,1,0,0,0,0,15,5,5,0,8,1.0,9.0,0.0,2.0,12.4
19,Najee Harris,1,21,71.0,3.4,23.0,1.1,48,2.3,2,2,-3.0,0,1,0,0,0,0,13,5,5,0,19,0.0,7.2,0.0,0.0,10.7
20,Cordarrelle Patterson,1,13,78.0,6.0,31.0,2.4,47,3.6,1,0,0.0,0,1,1,1,0,0,39,3,5,1,7,0.0,6.0,0.0,0.0,9.6
21,Joe Mixon,1,19,54.0,2.8,25.0,1.3,29,1.5,0,2,-10.0,7,1,0,0,0,0,10,0,1,0,0,1.0,0.0,0.0,1.0,9.4
22,Clyde Edwards-Helaire,1,14,54.0,3.9,32.0,2.3,22,1.6,0,1,-4.0,0,1,0,0,0,0,10,3,3,0,17,0.0,9.3,0.0,0.0,8.2
23,Darrel Williams,1,5,20.0,4.0,10.0,2.0,10,2.0,0,0,0.0,0,1,0,0,0,0,12,3,3,0,5,0.0,20.0,0.0,0.0,8.0
24,Jamaal Williams,1,17,71.0,4.2,36.0,2.1,35,2.1,0,1,-3.0,0,2,0,0,0,0,11,1,1,0,1,0.0,9.0,0.0,0.0,8.0
25,Deon Jackson,1,6,19.0,3.2,10.0,1.7,9,1.5,1,1,-3.0,3,1,0,0,0,0,10,0,0,0,0,1.0,0.0,0.0,0.0,7.9
26,Rhamondre Stevenson,1,24,78.0,3.3,19.0,0.8,59,2.5,7,4,-10.0,0,3,0,0,0,0,11,0,0,0,0,0.0,0.0,0.0,0.0,7.8
27,Tevin Coleman,1,11,58.0,5.3,12.0,1.1,46,4.2,0,0,0.0,0,2,0,0,0,0,17,3,4,2,5,0.0,6.3,0.0,0.0,7.7
28,Adrian Peterson,1,11,16.0,1.5,5.0,0.5,11,1.0,1,3,-7.0,1,0,0,0,0,0,7,0,0,0,0,1.0,0.0,0.0,0.0,7.6
