RANK,PLAYER,GAMES,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/ATT,RUSHING_YBCON,RUSHING_YBCON/ATT,RUSHING_YACON,RUSHING_YACON/ATT,RUSHING_BRKTKL,RUSHING_TK_LOSS,RUSHING_TK_LOSS_YDS,RUSHING_LNG_TD,BIG_RUSH_PLAYS_10+_YDS,BIG_RUSH_PLAYS_20+_YDS,BIG_RUSH_PLAYS_30+_YDS,BIG_RUSH_PLAYS_40+_YDS,BIG_RUSH_PLAYS_50+_YDS,BIG_RUSH_PLAYS_LNG,RECEIVING_REC,RECEIVING_TGT,RECEIVING_RZ_TGT,RECEIVING_YACON,RUSHING_TD,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_FPTS
1,Rashaad Penny,1,25,170.0,6.8,93,3.7,77,3.1,2,2,-3.0,15,5,3,1,0,0,37,2,3,1,2,2.0,7.5,0.0,0.0,30.5
2,Najee Harris,1,28,188.0,6.7,49,1.8,139,5.0,8,1,-1.0,37,4,2,2,0,0,37,3,3,0,6,1.0,6.0,0.0,0.0,26.6
3,Devin Singletary,1,23,110.0,4.8,33,1.4,77,3.3,4,1,-2.0,6,2,2,0,0,0,20,0,1,0,0,2.0,0.0,0.0,0.0,23.0
4,Darrel Williams,1,14,88.0,6.3,47,3.4,41,2.9,1,0,0.0,1,3,0,0,0,0,19,3,3,0,2,2.0,6.3,0.0,0.0,22.7
5,Rhamondre Stevenson,1,19,107.0,5.6,54,2.8,53,2.8,1,1,-1.0,6,2,0,0,0,0,15,0,0,0,0,2.0,0.0,0.0,0.0,22.7
6,Boston Scott,1,14,47.0,3.4,15,1.1,32,2.3,0,0,0.0,2,1,0,0,0,0,14,4,4,0,2,2.0,9.8,0.0,0.0,20.6
7,AJ Dillon,1,14,63.0,4.5,41,2.9,22,1.6,1,1,-1.0,7,0,0,0,0,0,9,2,3,0,0,2.0,10.0,0.0,0.0,20.3
8,D'Onta Foreman,1,26,132.0,5.1,77,3.0,55,2.1,2,3,-7.0,21,3,2,1,0,0,35,0,0,0,0,1.0,0.0,0.0,0.0,19.2
9,David Montgomery,1,22,64.0,2.9,39,1.8,25,1.1,1,2,-2.0,2,1,0,0,0,0,10,2,2,0,3,2.0,8.5,0.0,0.0,19.1
10,Elijah Mitchell,1,21,119.0,5.7,47,2.2,72,3.4,1,2,-5.0,0,4,1,1,0,0,37,2,2,1,0,0.0,5.5,1.0,0.0,19.0
11,Jonathan Taylor,1,20,108.0,5.4,58,2.9,50,2.5,2,2,-4.0,1,3,1,0,0,0,24,1,2,0,3,1.0,6.0,0.0,0.0,17.4
12,Austin Ekeler,1,17,58.0,3.4,34,2.0,24,1.4,1,3,-9.0,3,1,0,0,0,0,14,3,3,0,37,1.0,18.0,0.0,0.0,17.2
13,Damien Harris,1,9,35.0,3.9,19,2.1,16,1.8,1,0,0.0,7,0,0,0,0,0,7,1,1,0,2,2.0,12.0,0.0,0.0,16.7
14,Alvin Kamara,1,13,32.0,2.5,22,1.7,10,0.8,1,5,-8.0,0,1,1,1,0,0,30,5,6,2,11,0.0,13.6,1.0,0.0,16.0
15,Sony Michel,1,19,74.0,3.9,40,2.1,34,1.8,0,2,-6.0,1,2,0,0,0,0,14,3,5,0,2,1.0,8.3,0.0,0.0,15.9
16,Jaret Patterson,1,12,57.0,4.8,26,2.2,31,2.6,0,0,0.0,11,1,0,0,0,0,11,5,5,0,17,1.0,8.2,0.0,0.0,15.8
17,Ty Johnson,1,5,35.0,7.0,34,6.8,1,0.2,0,1,-1.0,1,2,1,0,0,0,22,3,4,1,3,1.0,15.7,0.0,0.0,14.2
18,Josh Jacobs,1,16,63.0,3.9,31,1.9,32,2.0,2,0,0.0,2,0,0,0,0,0,9,4,4,0,1,1.0,4.3,0.0,0.0,14.0
19,Dontrell Hilliard,1,8,45.0,5.6,39,4.9,6,0.8,1,2,-3.0,39,1,1,1,0,0,39,3,3,0,5,1.0,11.0,0.0,0.0,13.8
20,Dare Ogunbowale,1,9,36.0,4.0,20,2.2,16,1.8,0,0,0.0,0,0,0,0,0,0,5,2,2,0,1,0.0,16.0,1.0,0.0,12.8
21,Chuba Hubbard,1,17,55.0,3.2,35,2.1,20,1.2,2,2,-2.0,21,1,1,0,0,0,21,3,4,0,0,1.0,4.3,0.0,0.0,12.8
22,Mike Davis,1,8,42.0,5.3,21,2.6,21,2.6,0,0,0.0,1,1,0,0,0,0,13,1,2,0,5,1.0,15.0,0.0,0.0,11.7
23,Aaron Jones Sr.,1,8,76.0,9.5,49,6.1,27,3.4,1,0,0.0,0,2,2,0,0,0,28,5,6,2,5,0.0,6.0,0.0,0.0,10.6
24,Jamaal Williams,1,11,22.0,2.0,8,0.7,14,1.3,0,1,-1.0,1,0,0,0,0,0,6,3,3,0,5,1.0,7.3,0.0,0.0,10.4
25,Saquon Barkley,1,21,102.0,4.9,63,3.0,39,1.9,0,2,-3.0,0,1,0,0,0,0,10,0,1,0,0,0.0,0.0,0.0,0.0,10.2
26,Joe Mixon,1,12,46.0,3.8,27,2.3,19,1.6,0,0,0.0,0,1,0,0,0,0,13,7,8,1,7,0.0,5.7,0.0,0.0,8.6
27,Chase Edmonds,1,18,53.0,2.9,31,1.7,22,1.2,0,2,-8.0,0,2,0,0,0,0,14,5,6,1,9,0.0,5.8,0.0,0.0,8.2
28,Rex Burkhead,1,16,47.0,2.9,11,0.7,36,2.3,0,4,-7.0,0,0,0,0,0,0,8,6,6,1,7,0.0,5.3,0.0,0.0,7.9
29,Devonta Freeman,1,14,76.0,5.4,57,4.1,19,1.4,0,2,-4.0,0,2,1,1,0,0,32,1,1,0,0,0.0,1.0,0.0,0.0,7.7
30,Melvin Gordon III,1,10,43.0,4.3,26,2.6,17,1.7,2,1,-4.0,0,1,0,0,0,0,12,3,4,1,0,0.0,9.7,0.0,0.0,7.2
31,Duke Johnson Jr.,1,7,49.0,7.0,24,3.4,25,3.6,0,0,0.0,0,3,0,0,0,0,16,2,3,0,9,0.0,8.0,0.0,0.0,6.5
32,Michael Carter,1,3,54.0,18.0,2,0.7,52,17.3,0,1,-1.0,0,1,1,1,1,1,55,1,1,0,1,0.0,9.0,0.0,0.0,6.3
33,Justin Jackson,1,12,41.0,3.4,33,2.8,8,0.7,0,1,-1.0,0,0,0,0,0,0,7,3,3,1,0,0.0,6.7,0.0,0.0,6.1
34,Nick Chubb,1,12,58.0,4.8,35,2.9,23,1.9,0,2,-4.0,0,1,1,1,0,0,32,0,1,0,0,0.0,0.0,0.0,0.0,5.8
35,Tony Pollard,1,3,9.0,3.0,5,1.7,4,1.3,0,0,0.0,0,0,0,0,0,0,5,3,5,0,0,0.0,16.3,0.0,0.0,5.8
36,Le'Veon Bell,1,3,5.0,1.7,3,1.0,2,0.7,0,0,0.0,0,0,0,0,0,0,2,3,3,0,10,0.0,10.0,0.0,0.0,5.5
37,Cordarrelle Patterson,1,9,28.0,3.1,20,2.2,8,0.9,0,2,-7.0,0,1,0,0,0,0,13,2,2,0,10,0.0,12.0,0.0,0.0,5.2
38,Ameer Abdullah,1,6,21.0,3.5,20,3.3,1,0.2,0,1,-1.0,0,1,0,0,0,0,15,4,4,1,16,0.0,7.8,0.0,0.0,5.2
39,Austin Walter,1,14,49.0,3.5,29,2.1,20,1.4,0,1,-1.0,0,1,0,0,0,0,14,0,0,0,0,0.0,0.0,0.0,0.0,4.9
40,Devontae Booker,1,18,46.0,2.6,28,1.6,18,1.0,0,2,-4.0,0,0,0,0,0,0,5,2,3,0,0,0.0,0.0,0.0,0.0,4.6
41,Ke'Shawn Vaughn,1,8,31.0,3.9,17,2.1,14,1.8,0,1,-4.0,0,1,0,0,0,0,11,2,3,0,0,0.0,7.0,0.0,0.0,4.5
42,Derrick Gore,1,3,37.0,12.3,29,9.7,8,2.7,0,0,0.0,0,2,1,0,0,0,23,1,1,0,4,0.0,8.0,0.0,0.0,4.5
43,D'Andre Swift,1,4,32.0,8.0,6,1.5,26,6.5,0,0,0.0,0,1,1,1,0,0,31,2,3,1,0,0.0,3.5,0.0,0.0,3.9
44,Zack Moss,1,5,39.0,7.8,21,4.2,18,3.6,1,0,0.0,0,2,0,0,0,0,12,0,0,0,0,0.0,0.0,0.0,0.0,3.9
45,Ryquell Armstead,1,6,28.0,4.7,16,2.7,12,2.0,0,0,0.0,0,0,0,0,0,0,9,1,2,0,1,0.0,6.0,0.0,0.0,3.4
46,Javonte Williams,1,14,30.0,2.1,17,1.2,13,0.9,0,2,-7.0,0,0,0,0,0,0,7,1,1,0,0,0.0,2.0,0.0,0.0,3.2
47,Latavius Murray,1,11,31.0,2.8,19,1.7,12,1.1,0,1,-2.0,0,0,0,0,0,0,6,0,0,0,0,0.0,0.0,0.0,0.0,3.1
48,Ezekiel Elliott,1,9,16.0,1.8,9,1.0,7,0.8,0,3,-3.0,0,0,0,0,0,0,6,1,2,0,6,0.0,14.0,0.0,0.0,3.0
49,Ronald Jones II,1,10,26.0,2.6,10,1.0,16,1.6,0,3,-8.0,0,0,0,0,0,0,7,1,1,0,0,0.0,1.0,0.0,0.0,2.7
50,Travis Homer,1,6,27.0,4.5,8,1.3,19,3.2,1,0,0.0,0,1,0,0,0,0,13,0,0,0,0,0.0,0.0,0.0,0.0,2.7
51,Jordan Howard,1,11,26.0,2.4,8,0.7,18,1.6,0,1,-3.0,0,0,0,0,0,0,7,0,1,0,0,0.0,0.0,0.0,0.0,2.6
52,Jonathan Ward,1,2,3.0,1.5,1,0.5,2,1.0,0,0,0.0,0,0,0,0,0,0,2,1,1,0,0,0.0,23.0,0.0,0.0,2.6
53,Royce Freeman,1,6,25.0,4.2,11,1.8,14,2.3,0,0,0.0,0,0,0,0,0,0,8,0,1,0,0,0.0,0.0,0.0,0.0,2.5
54,Brandon Bolden,1,1,4.0,4.0,1,1.0,3,3.0,0,0,0.0,0,0,0,0,0,0,4,2,3,0,10,0.0,10.5,0.0,0.0,2.5
55,Myles Gaskin,1,5,23.0,4.6,10,2.0,13,2.6,0,0,0.0,0,0,0,0,0,0,8,0,1,0,0,0.0,0.0,0.0,0.0,2.3
56,Jalen Richard,1,1,4.0,4.0,2,2.0,2,2.0,0,0,0.0,0,0,0,0,0,0,4,1,1,0,10,0.0,19.0,0.0,0.0,2.3
57,Wendell Smallwood,1,4,12.0,3.0,6,1.5,6,1.5,0,0,0.0,0,0,0,0,0,0,4,2,3,0,0,0.0,5.0,0.0,0.0,2.2
58,Jaylen Samuels,1,3,7.0,2.3,1,0.3,6,2.0,0,0,0.0,0,0,0,0,0,0,3,3,3,0,7,0.0,4.7,0.0,0.0,2.1
