RANK,PLAYER,GAMES,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/ATT,RUSHING_YBCON,RUSHING_YBCON/ATT,RUSHING_YACON,RUSHING_YACON/ATT,RUSHING_BRKTKL,RUSHING_TK_LOSS,RUSHING_TK_LOSS_YDS,RUSHING_LNG_TD,BIG_RUSH_PLAYS_10+_YDS,BIG_RUSH_PLAYS_20+_YDS,BIG_RUSH_PLAYS_30+_YDS,BIG_RUSH_PLAYS_40+_YDS,BIG_RUSH_PLAYS_50+_YDS,BIG_RUSH_PLAYS_LNG,RECEIVING_REC,RECEIVING_TGT,RECEIVING_RZ_TGT,RECEIVING_YACON,RUSHING_TD,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_FPTS
1,Jonathan Taylor,1,32,185.0,5.8,62.0,1.9,123,3.8,3,2,-4.0,10,6,1,1,1,0,40,3,3,0,11,4.0,6.3,1.0,0.0,50.4
2,Austin Ekeler,1,11,50.0,4.5,43.0,3.9,7,0.6,0,1,-2.0,6,2,0,0,0,0,12,6,7,4,13,2.0,10.8,2.0,0.0,35.5
3,Joe Mixon,1,30,123.0,4.1,76.0,2.5,47,1.6,4,5,-13.0,20,4,1,0,0,0,20,0,0,0,0,2.0,0.0,0.0,0.0,24.3
4,Nick Chubb,1,22,130.0,5.9,75.0,3.4,55,2.5,4,1,-1.0,0,7,0,0,0,0,15,2,2,1,5,0.0,7.0,1.0,0.0,20.4
5,D'Andre Swift,1,14,136.0,9.7,101.0,7.2,35,2.5,1,1,-2.0,57,4,1,1,1,1,57,3,4,0,1,1.0,0.0,0.0,0.0,19.6
6,Dalvin Cook,1,22,86.0,3.9,48.0,2.2,38,1.7,0,3,-3.0,1,2,0,0,0,0,13,3,4,0,16,1.0,9.7,0.0,0.0,19.5
7,Christian McCaffrey,1,10,59.0,5.9,22.0,2.2,37,3.7,1,0,0.0,0,1,0,0,0,0,15,7,8,0,9,0.0,8.6,1.0,0.0,17.9
8,James Conner,1,21,62.0,3.0,27.0,1.3,35,1.7,1,1,-1.0,1,0,0,0,0,0,8,5,6,0,11,1.0,7.4,0.0,0.0,15.9
9,Myles Gaskin,1,23,89.0,3.9,56.0,2.4,33,1.4,1,2,-4.0,0,2,1,0,0,0,20,3,4,1,1,0.0,2.3,1.0,0.0,15.6
10,Devonta Freeman,1,16,49.0,3.1,32.0,2.0,17,1.1,0,2,-4.0,3,1,0,0,0,0,10,6,6,1,7,1.0,5.2,0.0,0.0,14.0
11,Clyde Edwards-Helaire,1,12,63.0,5.3,32.0,2.7,31,2.6,1,0,0.0,1,1,0,0,0,0,14,2,2,0,1,1.0,6.5,0.0,0.0,13.6
12,Najee Harris,1,12,39.0,3.3,30.0,2.5,9,0.8,0,0,0.0,1,1,0,0,0,0,12,5,6,1,0,1.0,4.0,0.0,0.0,11.9
13,James Robinson,1,12,29.0,2.4,15.0,1.3,14,1.2,0,2,-4.0,1,0,0,0,0,0,7,2,3,0,2,1.0,4.5,0.0,0.0,9.8
14,AJ Dillon,1,11,53.0,4.8,43.0,3.9,10,0.9,0,0,0.0,0,1,0,0,0,0,11,6,6,0,13,0.0,7.3,0.0,0.0,9.7
15,Ronald Jones II,1,8,33.0,4.1,19.0,2.4,14,1.8,0,0,0.0,6,0,0,0,0,0,9,0,0,0,0,1.0,0.0,0.0,0.0,9.3
16,Mark Ingram II,1,16,88.0,5.5,26.0,1.6,62,3.9,1,2,-3.0,0,2,1,0,0,0,28,6,8,1,5,0.0,4.2,0.0,1.0,9.3
17,DeeJay Dallas,1,4,25.0,6.3,10.0,2.5,15,3.8,1,0,0.0,2,1,0,0,0,0,15,1,2,1,0,1.0,2.0,0.0,0.0,8.7
18,Dontrell Hilliard,1,7,35.0,5.0,16.0,2.3,19,2.7,0,1,-4.0,0,2,0,0,0,0,16,8,10,2,14,0.0,5.9,0.0,0.0,8.2
19,Antonio Gibson,1,19,95.0,5.0,42.0,2.2,53,2.8,6,1,-2.0,0,4,1,0,0,0,20,0,0,0,0,0.0,0.0,0.0,1.0,7.5
