RANK,PLAYER,GAMES,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/ATT,RUSHING_YBCON,RUSHING_YBCON/ATT,RUSHING_YACON,RUSHING_YACON/ATT,RUSHING_BRKTKL,RUSHING_TK_LOSS,RUSHING_TK_LOSS_YDS,RUSHING_LNG_TD,BIG_RUSH_PLAYS_10+_YDS,BIG_RUSH_PLAYS_20+_YDS,BIG_RUSH_PLAYS_30+_YDS,BIG_RUSH_PLAYS_40+_YDS,BIG_RUSH_PLAYS_50+_YDS,BIG_RUSH_PLAYS_LNG,RECEIVING_REC,RECEIVING_TGT,RECEIVING_RZ_TGT,RECEIVING_YACON,RUSHING_TD,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_FPTS
1,Ezekiel Elliott,1,17,95.0,5.6,48.0,2.8,47,2.8,1,0,0.0,3,2,0,0,0,0,13,3,3,2,1,2.0,21.0,7.0,0.0,0.0,23.6
2,Kareem Hunt,1,10,81.0,8.1,33.0,3.3,48,4.8,3,1,-6.0,29,4,1,0,0,0,29,6,7,0,3,1.0,74.0,12.3,0.0,0.0,21.5
3,Peyton Barber,1,23,111.0,4.8,73.0,3.2,35,1.5,0,1,-2.0,1,3,1,0,0,0,27,3,5,0,0,1.0,31.0,10.3,0.0,0.0,20.2
4,James Robinson,1,15,88.0,5.9,31.0,2.1,57,3.8,0,3,-5.0,4,3,1,0,0,0,21,6,6,0,13,1.0,46.0,7.7,0.0,0.0,19.4
5,Alvin Kamara,1,24,89.0,3.7,56.0,2.3,33,1.4,4,3,-6.0,0,1,0,0,0,0,11,3,4,1,0,0.0,29.0,9.7,1.0,0.0,17.8
6,James Conner,1,11,43.0,3.9,19.0,1.7,24,2.2,1,1,-3.0,4,1,0,0,0,0,11,1,1,0,7,2.0,10.0,10.0,0.0,0.0,17.3
7,Alexander Mattison,1,26,112.0,4.3,67.0,2.6,45,1.7,2,2,-3.0,0,3,1,0,0,0,24,6,8,2,10,0.0,59.0,9.8,0.0,0.0,17.1
8,D'Andre Swift,1,14,47.0,3.4,38.0,2.7,9,0.6,1,1,-1.0,2,2,0,0,0,0,14,7,7,1,7,1.0,60.0,8.6,0.0,0.0,16.7
9,Austin Ekeler,1,11,55.0,5.0,34.0,3.1,21,1.9,0,2,-2.0,0,1,0,0,0,0,11,6,6,1,9,0.0,52.0,8.7,1.0,0.0,16.7
10,Antonio Gibson,1,12,31.0,2.6,15.0,1.3,16,1.3,1,2,-2.0,0,0,0,0,0,0,7,1,2,1,63,0.0,73.0,73.0,1.0,0.0,16.4
11,Derrick Henry,1,28,113.0,4.0,72.0,2.6,41,1.5,1,2,-2.0,0,3,0,0,0,0,19,3,3,0,9,0.0,31.0,10.3,0.0,0.0,16.4
12,Aaron Jones Sr.,1,19,82.0,4.3,41.0,2.2,41,2.2,2,1,-4.0,3,3,0,0,0,0,12,2,2,1,4,1.0,14.0,7.0,0.0,0.0,15.6
13,Saquon Barkley,1,16,51.0,3.2,27.0,1.7,24,1.5,1,4,-8.0,1,1,0,0,0,0,15,6,7,0,8,1.0,43.0,7.2,0.0,0.0,15.4
14,Zack Moss,1,13,60.0,4.6,40.0,3.1,20,1.5,1,1,-1.0,0,0,0,0,0,0,9,3,3,1,11,0.0,31.0,10.3,1.0,0.0,15.1
15,Clyde Edwards-Helaire,1,17,100.0,5.9,68.0,4.0,32,1.9,0,1,-1.0,0,3,0,0,0,0,14,2,2,1,0,0.0,9.0,4.5,1.0,1.0,14.9
16,Chris Carson,1,12,80.0,6.7,55.0,4.6,25,2.1,1,0,0.0,30,1,1,1,0,0,30,2,2,0,0,1.0,2.0,1.0,0.0,0.0,14.2
17,Najee Harris,1,14,40.0,2.9,14.0,1.0,26,1.9,1,1,-3.0,0,1,1,0,0,0,20,14,19,4,43,0.0,102.0,7.3,0.0,0.0,14.2
18,Melvin Gordon III,1,18,60.0,3.3,30.0,1.7,30,1.7,3,2,-2.0,1,2,0,0,0,0,10,1,2,0,7,1.0,21.0,21.0,0.0,0.0,14.2
19,Nyheim Hines,1,6,25.0,4.2,23.0,3.8,2,0.3,0,0,0.0,9,0,0,0,0,0,9,5,6,0,33,1.0,54.0,10.8,0.0,0.0,13.9
20,Jamaal Williams,1,12,42.0,3.5,36.0,3.0,6,0.5,0,2,-6.0,1,2,0,0,0,0,14,2,2,0,2,1.0,25.0,12.5,0.0,0.0,12.7
21,Giovani Bernard,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,9,10,2,18,0.0,51.0,5.7,1.0,0.0,11.1
22,Kyle Juszczyk,1,5,14.0,2.8,6.0,1.2,8,1.6,0,0,0.0,0,0,0,0,0,0,5,4,4,2,9,0.0,37.0,9.3,1.0,0.0,11.1
23,Javonte Williams,1,12,29.0,2.4,23.0,1.9,6,0.5,0,3,-7.0,1,1,0,0,0,0,14,3,4,0,0,1.0,33.0,11.0,0.0,1.0,10.2
24,Cordarrelle Patterson,1,7,20.0,2.9,12.0,1.7,8,1.1,0,0,0.0,0,1,0,0,0,0,11,6,7,0,53,0.0,82.0,13.7,0.0,0.0,10.2
25,Joe Mixon,1,18,90.0,5.0,34.0,1.9,56,3.1,1,2,-3.0,0,3,1,0,0,0,27,1,1,0,1,0.0,4.0,4.0,0.0,0.0,9.4
26,Trey Sermon,1,10,31.0,3.1,15.0,1.5,16,1.6,1,2,-4.0,1,1,0,0,0,0,16,2,3,0,0,1.0,3.0,1.5,0.0,0.0,9.4
27,Malcolm Brown,1,7,31.0,4.4,25.0,3.6,6,0.9,0,1,-1.0,24,1,1,0,0,0,24,0,2,0,0,1.0,0.0,0.0,0.0,0.0,9.1
28,Nick Chubb,1,22,84.0,3.8,64.0,2.9,20,0.9,1,1,-1.0,0,2,0,0,0,0,14,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8.4
29,Sony Michel,1,20,67.0,3.4,34.0,1.7,33,1.7,3,1,-2.0,0,2,0,0,0,0,15,3,4,0,8,0.0,12.0,4.0,0.0,0.0,7.9
30,Chuba Hubbard,1,11,52.0,4.7,29.0,2.6,23,2.1,2,0,0.0,0,2,0,0,0,0,14,3,5,2,4,0.0,27.0,9.0,0.0,0.0,7.9
