RANK,PLAYER,GAMES,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/ATT,RUSHING_YBCON,RUSHING_YBCON/ATT,RUSHING_YACON,RUSHING_YACON/ATT,RUSHING_BRKTKL,RUSHING_TK_LOSS,RUSHING_TK_LOSS_YDS,RUSHING_LNG_TD,BIG_RUSH_PLAYS_10+_YDS,BIG_RUSH_PLAYS_20+_YDS,BIG_RUSH_PLAYS_30+_YDS,BIG_RUSH_PLAYS_40+_YDS,BIG_RUSH_PLAYS_50+_YDS,BIG_RUSH_PLAYS_LNG,RECEIVING_REC,RECEIVING_TGT,RECEIVING_RZ_TGT,RECEIVING_YACON,RUSHING_TD,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_FPTS
1,Duke Johnson Jr.,1,22,107.0,4.9,35.0,1.6,69,3.1,2,0,0.0,6,4,0,0,0,0,12,1,1,0,17,2.0,20.0,20.0,0.0,0.0,24.7
2,Jonathan Taylor,1,29,170.0,5.9,104.0,3.6,66,2.3,0,2,-6.0,67,3,1,1,1,1,67,0,0,0,0,1.0,0.0,0.0,0.0,0.0,23.0
3,Jeff Wilson Jr.,1,21,110.0,5.2,79.0,3.8,31,1.5,1,0,0.0,5,4,0,0,0,0,17,2,2,1,0,1.0,9.0,4.5,0.0,0.0,17.9
4,Devin Singletary,1,22,86.0,3.9,49.0,2.2,37,1.7,1,1,-2.0,16,2,0,0,0,0,16,1,1,0,3,1.0,10.0,10.0,0.0,0.0,15.6
5,Nick Chubb,1,23,91.0,4.0,43.0,1.9,48,2.1,1,2,-8.0,4,2,1,0,0,0,24,1,1,0,2,1.0,2.0,2.0,0.0,0.0,15.3
6,James Robinson,1,18,75.0,4.2,48.0,2.7,27,1.5,1,2,-2.0,1,2,0,0,0,0,16,3,6,0,0,1.0,13.0,4.3,0.0,0.0,14.8
7,Miles Sanders,1,18,131.0,7.3,74.0,4.1,57,3.2,2,0,0.0,0,3,1,1,0,0,38,2,2,0,1,0.0,15.0,7.5,0.0,0.0,14.6
8,Austin Ekeler,1,12,59.0,4.9,27.0,2.3,32,2.7,0,0,0.0,2,1,0,0,0,0,15,4,4,1,6,1.0,23.0,5.8,0.0,0.0,14.2
9,D'Onta Foreman,1,22,108.0,4.9,47.0,2.1,61,2.8,2,0,0.0,0,2,1,0,0,0,20,2,3,0,8,0.0,27.0,13.5,0.0,0.0,13.5
10,Ezekiel Elliott,1,16,52.0,3.3,23.0,1.4,29,1.8,0,1,-1.0,13,2,0,0,0,0,13,3,4,2,8,1.0,20.0,6.7,0.0,0.0,13.2
11,Aaron Jones Sr.,1,13,58.0,4.5,30.0,2.3,28,2.2,1,0,0.0,0,1,0,0,0,0,11,2,2,1,0,0.0,12.0,6.0,1.0,0.0,13.0
12,Antonio Gibson,1,15,26.0,1.7,13.0,0.9,13,0.9,0,3,-8.0,1,0,0,0,0,0,8,6,7,1,15,1.0,39.0,6.5,0.0,0.0,12.5
13,Craig Reynolds,1,26,112.0,4.3,54.0,2.1,58,2.2,2,2,-6.0,0,3,1,0,0,0,27,1,1,0,3,0.0,5.0,5.0,0.0,0.0,11.7
14,Sony Michel,1,18,92.0,5.1,30.0,1.7,62,3.4,6,2,-6.0,0,3,1,1,0,0,39,2,2,0,24,0.0,23.0,11.5,0.0,0.0,11.5
15,Ameer Abdullah,1,4,7.0,1.8,3.0,0.8,4,1.0,0,1,-4.0,0,0,0,0,0,0,7,4,4,0,11,0.0,48.0,12.0,1.0,0.0,11.5
16,DeeJay Dallas,1,8,41.0,5.1,16.0,2.0,25,3.1,1,0,0.0,4,0,0,0,0,0,8,3,4,0,0,1.0,11.0,3.7,0.0,0.0,11.2
17,Justin Jackson,1,13,86.0,6.6,53.0,4.1,33,2.5,0,0,0.0,0,3,1,0,0,0,22,1,1,0,4,0.0,13.0,13.0,0.0,0.0,9.9
18,AJ Dillon,1,7,22.0,3.1,11.0,1.6,11,1.6,0,1,-1.0,2,0,0,0,0,0,6,1,1,1,7,1.0,13.0,13.0,0.0,0.0,9.5
19,Josh Jacobs,1,15,52.0,3.5,20.0,1.3,32,2.1,1,1,-2.0,0,0,0,0,0,0,9,3,4,0,8,0.0,42.0,14.0,0.0,0.0,9.4
20,Dalvin Cook,1,28,89.0,3.2,65.0,2.3,24,0.9,2,2,-3.0,0,2,0,0,0,0,10,2,3,0,0,0.0,2.0,1.0,0.0,0.0,9.1
21,Tony Pollard,1,12,74.0,6.2,56.0,4.7,18,1.5,0,1,-2.0,0,3,0,0,0,0,17,3,3,0,8,0.0,13.0,4.3,0.0,0.0,8.7
22,Michael Burton,1,1,7.0,7.0,3.0,3.0,4,4.0,0,0,0.0,7,0,0,0,0,0,7,2,2,1,2,1.0,20.0,10.0,0.0,0.0,8.7
23,Devontae Booker,1,8,74.0,9.3,59.0,7.4,15,1.9,0,1,-3.0,0,2,2,1,0,0,31,2,2,0,1,0.0,8.0,4.0,0.0,0.0,8.2
24,Javonte Williams,1,15,72.0,4.8,54.0,3.6,18,1.2,1,1,-1.0,0,2,0,0,0,0,14,4,4,0,0,0.0,9.0,2.3,0.0,0.0,8.1
25,Jaret Patterson,1,4,20.0,5.0,8.0,2.0,12,3.0,0,0,0.0,1,1,0,0,0,0,13,0,0,0,0,1.0,0.0,0.0,0.0,0.0,8.0
26,Kyle Juszczyk,1,1,6.0,6.0,0.0,0.0,0,0.0,0,0,0.0,6,0,0,0,0,0,6,1,1,0,0,1.0,6.0,6.0,0.0,0.0,7.2
27,Ronald Jones II,1,8,63.0,7.9,39.0,4.9,24,3.0,2,0,0.0,0,2,1,1,0,0,30,2,2,0,4,0.0,8.0,4.0,0.0,0.0,7.1
