RANK,PLAYER,GAMES,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/ATT,RUSHING_YBCON,RUSHING_YBCON/ATT,RUSHING_YACON,RUSHING_YACON/ATT,RUSHING_BRKTKL,RUSHING_TK_LOSS,RUSHING_TK_LOSS_YDS,RUSHING_LNG_TD,BIG_RUSH_PLAYS_10+_YDS,BIG_RUSH_PLAYS_20+_YDS,BIG_RUSH_PLAYS_30+_YDS,BIG_RUSH_PLAYS_40+_YDS,BIG_RUSH_PLAYS_50+_YDS,BIG_RUSH_PLAYS_LNG,RECEIVING_REC,RECEIVING_TGT,RECEIVING_RZ_TGT,RECEIVING_YACON,RUSHING_TD,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_FPTS
1,Damien Harris,1,18,103.0,5.7,71.0,3.9,32,1.8,2,0,0.0,16,3,1,1,0,0,31,0,0,0,0,3.0,0.0,0.0,0.0,0.0,28.3
2,Rex Burkhead,1,22,149.0,6.8,69.0,3.1,80,3.6,0,0,0.0,25,4,2,1,0,0,36,2,2,0,0,2.0,0.0,0.0,0.0,0.0,26.9
3,Justin Jackson,1,11,64.0,5.8,54.0,4.9,10,0.9,0,0,0.0,17,2,0,0,0,0,17,8,9,0,30,2.0,98.0,12.3,0.0,1.0,26.2
4,Joe Mixon,1,18,65.0,3.6,36.0,2.0,29,1.6,0,1,-2.0,1,1,0,0,0,0,19,6,6,2,7,1.0,70.0,11.7,1.0,0.0,25.5
5,Nick Chubb,1,17,126.0,7.4,77.0,4.5,49,2.9,2,0,0.0,1,5,1,0,0,0,27,3,4,0,14,1.0,58.0,19.3,0.0,0.0,24.4
6,Sony Michel,1,27,131.0,4.9,70.0,2.6,61,2.3,1,0,0.0,1,4,0,0,0,0,16,1,4,0,2,1.0,4.0,4.0,0.0,0.0,19.5
7,Rashaad Penny,1,17,135.0,7.9,70.0,4.1,65,3.8,5,1,-1.0,3,3,3,2,0,0,32,0,1,0,0,1.0,0.0,0.0,0.0,0.0,19.5
8,Chase Edmonds,1,16,56.0,3.5,42.0,2.6,14,0.9,0,0,0.0,2,2,0,0,0,0,11,8,9,0,9,1.0,71.0,8.9,0.0,0.0,18.7
9,David Montgomery,1,21,45.0,2.1,16.0,0.8,29,1.4,1,6,-12.0,1,1,0,0,0,0,11,7,9,3,11,1.0,61.0,8.7,0.0,0.0,16.6
10,Ezekiel Elliott,1,9,37.0,4.1,30.0,3.3,7,0.8,2,1,-2.0,11,1,0,0,0,0,11,1,1,1,0,1.0,5.0,5.0,1.0,0.0,16.2
11,Ronald Jones II,1,20,65.0,3.3,38.0,1.9,27,1.4,0,3,-6.0,7,1,0,0,0,0,16,2,3,1,0,1.0,16.0,8.0,0.0,0.0,14.1
12,Devin Singletary,1,12,39.0,3.3,19.0,1.6,20,1.7,1,0,0.0,2,0,0,0,0,0,7,5,6,1,14,1.0,39.0,7.8,0.0,0.0,13.8
13,Dare Ogunbowale,1,17,57.0,3.4,31.0,1.8,26,1.5,0,0,0.0,1,0,0,0,0,0,9,2,4,1,0,1.0,15.0,7.5,0.0,0.0,13.2
14,Alexander Mattison,1,13,41.0,3.2,13.0,1.0,28,2.2,2,5,-9.0,2,2,0,0,0,0,18,3,4,1,5,1.0,29.0,9.7,0.0,0.0,13.0
15,Ke'Shawn Vaughn,1,7,70.0,10.0,10.0,1.4,60,8.6,2,2,-2.0,55,2,1,1,1,1,55,0,1,0,0,1.0,0.0,0.0,0.0,0.0,13.0
16,Michael Carter,1,16,118.0,7.4,83.0,5.2,35,2.2,2,0,0.0,0,4,1,1,0,0,38,2,3,1,0,0.0,6.0,3.0,0.0,0.0,12.4
17,Antonio Gibson,1,6,29.0,4.8,25.0,4.2,4,0.7,0,0,0.0,0,1,0,0,0,0,15,2,4,1,0,0.0,29.0,14.5,1.0,0.0,11.8
18,Jeff Wilson Jr.,1,14,45.0,3.2,38.0,2.7,7,0.5,1,0,0.0,1,0,0,0,0,0,9,3,3,1,1,1.0,12.0,4.0,0.0,0.0,11.7
19,Najee Harris,1,19,93.0,4.9,37.0,1.9,56,2.9,3,2,-5.0,0,2,1,0,0,0,21,5,7,2,10,0.0,17.0,3.4,0.0,0.0,11.0
20,Jonathan Taylor,1,27,108.0,4.0,23.0,0.9,85,3.1,3,8,-13.0,0,3,1,1,1,0,43,0,2,0,0,0.0,0.0,0.0,0.0,0.0,10.8
21,Josh Jacobs,1,27,129.0,4.8,55.0,2.0,74,2.7,1,2,-6.0,0,3,0,0,0,0,19,1,3,0,0,0.0,-5.0,-5.0,0.0,1.0,10.4
22,Derrick Gore,1,12,43.0,3.6,18.0,1.5,25,2.1,1,1,-2.0,0,1,0,0,0,0,10,3,3,1,16,0.0,61.0,20.3,0.0,0.0,10.4
23,Boston Scott,1,12,41.0,3.4,29.0,2.4,12,1.0,0,0,0.0,3,0,0,0,0,0,9,0,0,0,0,1.0,0.0,0.0,0.0,0.0,10.1
24,Clyde Edwards-Helaire,1,9,27.0,3.0,6.0,0.7,21,2.3,1,0,0.0,1,0,0,0,0,0,7,1,1,0,1,1.0,4.0,4.0,0.0,0.0,9.1
25,Khalil Herbert,1,2,21.0,10.5,0.0,0.0,0,0.0,0,0,0.0,20,1,1,0,0,0,20,1,1,0,2,1.0,7.0,7.0,0.0,0.0,8.8
26,Aaron Jones Sr.,1,12,66.0,5.5,28.0,2.3,38,3.2,4,1,-1.0,0,1,1,0,0,0,27,5,6,1,7,0.0,21.0,4.2,0.0,0.0,8.7
27,Darrel Williams,1,11,55.0,5.0,35.0,3.2,20,1.8,0,0,0.0,0,1,0,0,0,0,12,3,3,1,7,0.0,30.0,10.0,0.0,0.0,8.5
28,Peyton Barber,1,5,22.0,4.4,12.0,2.4,10,2.0,0,0,0.0,5,0,0,0,0,0,8,1,1,0,0,1.0,0.0,0.0,0.0,0.0,8.2
29,Devonta Freeman,1,6,17.0,2.8,10.0,1.7,7,1.2,0,1,-5.0,2,0,0,0,0,0,8,2,2,0,0,1.0,3.0,1.5,0.0,0.0,8.0
30,Javonte Williams,1,7,12.0,1.7,1.0,0.1,11,1.6,0,0,0.0,1,0,0,0,0,0,3,2,2,0,6,1.0,8.0,4.0,0.0,0.0,8.0
31,Jamaal Williams,1,19,77.0,4.1,43.0,2.3,34,1.8,3,0,0.0,0,2,0,0,0,0,14,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.7
32,D'Onta Foreman,1,9,17.0,1.9,11.0,1.2,6,0.7,1,1,-1.0,3,0,0,0,0,0,8,0,0,0,0,1.0,0.0,0.0,0.0,0.0,7.7
33,Cordarrelle Patterson,1,7,14.0,2.0,6.0,0.9,8,1.1,1,1,-2.0,6,0,0,0,0,0,6,1,2,0,0,1.0,-1.0,-1.0,0.0,0.0,7.3
34,D'Ernest Johnson,1,4,58.0,14.5,35.0,8.8,23,5.8,1,0,0.0,0,2,1,1,0,0,30,1,2,0,0,0.0,8.0,8.0,0.0,0.0,6.6
35,Tevin Coleman,1,14,57.0,4.1,25.0,1.8,32,2.3,4,1,-1.0,0,2,0,0,0,0,12,1,1,1,1,0.0,4.0,4.0,0.0,0.0,6.1
36,Alvin Kamara,1,13,52.0,4.0,43.0,3.3,9,0.7,0,1,-1.0,0,2,0,0,0,0,19,2,4,0,0,0.0,7.0,3.5,0.0,0.0,5.9
37,Jordan Howard,1,9,37.0,4.1,19.0,2.1,18,2.0,0,0,0.0,0,0,0,0,0,0,6,2,4,1,3,0.0,19.0,9.5,0.0,0.0,5.6
38,AJ Dillon,1,9,41.0,4.6,20.0,2.2,21,2.3,0,0,0.0,0,0,0,0,0,0,8,3,3,1,4,0.0,15.0,5.0,0.0,0.0,5.6
39,Craig Reynolds,1,11,29.0,2.6,11.0,1.0,18,1.6,0,2,-5.0,0,0,0,0,0,0,5,3,4,0,13,0.0,22.0,7.3,0.0,0.0,5.1
40,Tony Pollard,1,8,34.0,4.3,29.0,3.6,5,0.6,0,0,0.0,0,0,0,0,0,0,9,2,3,1,0,0.0,16.0,8.0,0.0,0.0,5.0
41,Miles Sanders,1,7,45.0,6.4,34.0,4.9,11,1.6,0,0,0.0,0,3,0,0,0,0,15,1,3,0,0,0.0,3.0,3.0,0.0,0.0,4.8
42,Devontae Booker,1,6,27.0,4.5,9.0,1.5,18,3.0,0,0,0.0,0,1,0,0,0,0,10,4,4,0,3,0.0,19.0,4.8,0.0,0.0,4.6
43,Kyle Juszczyk,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,3,5,0,26,0.0,45.0,15.0,0.0,0.0,4.5
44,Duke Johnson Jr.,1,13,39.0,3.0,18.0,1.4,21,1.6,1,1,-1.0,0,1,0,0,0,0,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.9
45,DeeJay Dallas,1,4,15.0,3.8,10.0,2.5,5,1.3,1,0,0.0,0,0,0,0,0,0,7,4,4,0,3,0.0,23.0,5.8,0.0,0.0,3.8
46,Phillip Lindsay,1,13,36.0,2.8,21.0,1.6,15,1.2,0,1,-3.0,0,0,0,0,0,0,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.6
47,Mike Davis,1,7,28.0,4.0,14.0,2.0,14,2.0,0,0,0.0,0,0,0,0,0,0,9,1,1,0,4,0.0,7.0,7.0,0.0,0.0,3.5
48,Royce Freeman,1,12,34.0,2.8,16.0,1.3,18,1.5,0,1,-2.0,0,1,0,0,0,0,13,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.4
49,Jaret Patterson,1,9,33.0,3.7,28.0,3.1,5,0.6,1,0,0.0,0,1,0,0,0,0,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.3
