,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Travis Kelce,1,6,115.0,19.2,27.0,4.5,0,0.0,88,14.7,33,5.5,0,10,32.3%,6,0,4,4,3,2,0,0
2,George Kittle,1,4,84.0,21.0,30.0,7.5,0,0.0,54,13.5,29,7.3,1,6,20.7%,4,0,1,2,2,2,0,0
3,Austin Hooper,1,4,36.0,9.0,32.0,8.0,0,0.0,4,1.0,1,0.3,0,4,14.8%,4,0,2,1,0,0,0,0
4,Juwan Johnson,1,3,47.0,15.7,34.0,11.3,0,0.0,13,4.3,0,0.0,0,4,14.8%,3,0,1,2,1,0,0,0
5,Pat Freiermuth,1,8,79.0,9.9,54.0,6.8,0,0.0,25,3.1,17,2.1,2,12,31.6%,8,0,1,2,1,0,0,0
6,Dawson Knox,1,7,70.0,10.0,40.0,5.7,0,0.0,30,4.3,9,1.3,0,7,29.2%,7,0,0,3,1,0,0,0
7,Taysom Hill,1,1,8.0,8.0,5.0,5.0,0,0.0,3,3.0,0,0.0,0,1,3.7%,1,0,0,0,0,0,0,0
8,Logan Thomas,1,5,65.0,13.0,39.0,7.8,0,0.0,26,5.2,6,1.2,0,6,26.1%,5,0,2,3,0,0,0,0
9,Mark Andrews,1,6,63.0,10.5,51.0,8.5,0,0.0,12,2.0,0,0.0,0,8,25.0%,7,1,0,3,0,0,0,0
10,Jody Fortson Jr.,1,2,51.0,25.5,39.0,19.5,0,0.0,12,6.0,2,1.0,0,2,6.5%,2,0,0,2,1,1,1,1
11,Jonnu Smith,1,4,40.0,10.0,7.0,1.8,0,0.0,33,8.3,6,1.5,1,4,14.8%,4,0,0,1,1,0,0,0
12,Tyler Higbee,1,4,45.0,11.3,34.0,8.5,0,0.0,11,2.8,3,0.8,0,8,29.6%,5,1,1,2,1,0,0,0
13,Kyle Pitts,1,3,43.0,14.3,24.0,8.0,0,0.0,19,6.3,3,1.0,0,5,27.8%,3,0,0,2,0,0,0,0
14,Harrison Bryant,1,4,41.0,10.3,15.0,3.8,0,0.0,26,6.5,3,0.8,0,7,17.9%,5,1,3,2,0,0,0,0
15,Cole Kmet,1,3,35.0,11.7,31.0,10.3,0,0.0,4,1.3,0,0.0,0,4,21.1%,3,0,0,1,1,0,0,0
16,T.J. Hockenson,1,5,34.0,6.8,13.0,2.6,0,0.0,21,4.2,4,0.8,0,9,32.1%,6,1,2,2,0,0,0,0
17,Foster Moreau,1,1,33.0,33.0,15.0,15.0,0,0.0,18,18.0,0,0.0,0,3,8.1%,1,0,1,1,1,1,0,0
18,Chig Okonkwo,1,1,31.0,31.0,28.0,28.0,0,0.0,3,3.0,0,0.0,0,2,7.4%,1,0,0,1,1,1,0,0
19,Greg Dulcich,1,4,30.0,7.5,18.0,4.5,0,0.0,12,3.0,2,0.5,0,5,17.9%,4,0,0,1,0,0,0,0
20,Hayden Hurst,1,2,28.0,14.0,10.0,5.0,0,0.0,18,9.0,5,2.5,0,3,8.1%,2,0,0,1,1,0,0,0
21,Ian Thomas,1,3,24.0,8.0,4.0,1.3,0,0.0,20,6.7,0,0.0,0,4,12.9%,3,0,0,1,0,0,0,0
22,Dalton Schultz,1,3,22.0,7.3,20.0,6.7,0,0.0,2,0.7,0,0.0,0,5,16.7%,3,0,2,1,0,0,0,0
23,Brock Wright,1,2,20.0,10.0,5.0,2.5,0,0.0,15,7.5,4,2.0,0,2,8.0%,2,0,1,1,0,0,0,0
24,Hunter Henry,1,1,20.0,20.0,4.0,4.0,0,0.0,16,16.0,0,0.0,0,1,3.7%,1,0,0,1,1,0,0,0
25,Robert Tonyan,1,2,19.0,9.5,6.0,3.0,0,0.0,13,6.5,2,1.0,0,4,10.8%,2,0,0,1,0,0,0,0
26,David Njoku,1,2,17.0,8.5,0.0,0.0,0,0.0,17,8.5,0,0.0,0,3,7.7%,2,0,0,1,1,0,0,0
27,MyCole Pruitt,1,1,17.0,17.0,4.0,4.0,0,0.0,13,13.0,0,0.0,0,1,5.6%,1,0,0,1,0,0,0,0
28,Eric Saubert,1,2,16.0,8.0,3.0,1.5,0,0.0,13,6.5,8,4.0,2,2,7.1%,2,0,1,0,0,0,0,0
29,Kylen Granson,1,1,16.0,16.0,16.0,16.0,0,0.0,0,0.0,0,0.0,0,1,3.2%,1,0,0,1,0,0,0,0
30,Tyler Conklin,1,2,15.0,7.5,6.0,3.0,0,0.0,9,4.5,0,0.0,0,3,15.0%,2,0,0,0,0,0,0,0
31,Jake Ferguson,1,2,15.0,7.5,3.0,1.5,0,0.0,12,6.0,0,0.0,0,2,6.7%,2,0,0,1,0,0,0,0
32,Noah Gray,1,2,15.0,7.5,-1.0,-0.5,0,0.0,16,8.0,3,1.5,0,3,9.7%,2,0,0,1,0,0,0,0
33,Mo Alie-Cox,1,1,14.0,14.0,2.0,2.0,0,0.0,12,12.0,9,9.0,1,1,3.2%,1,0,0,1,0,0,0,0
34,Trey McBride,1,4,14.0,3.5,4.0,1.0,0,0.0,10,2.5,3,0.8,0,4,9.5%,4,0,0,0,0,0,0,0
35,Adam Trautman,1,3,12.0,4.0,7.0,2.3,0,0.0,5,1.7,0,0.0,0,3,11.1%,3,0,0,0,0,0,0,0
36,O.J. Howard,1,1,9.0,9.0,1.0,1.0,0,0.0,8,8.0,2,2.0,0,3,9.4%,1,0,1,0,0,0,0,0
37,Zach Gentry,1,2,8.0,4.0,7.0,3.5,0,0.0,1,0.5,0,0.0,0,3,7.9%,2,0,0,0,0,0,0,0
38,Jordan Akins,1,2,8.0,4.0,5.0,2.5,0,0.0,3,1.5,1,0.5,0,3,9.4%,2,0,1,0,0,0,0,0
39,Johnny Mundt,1,1,8.0,8.0,7.0,7.0,0,0.0,1,1.0,0,0.0,0,1,3.6%,1,0,0,0,0,0,0,0
40,Maxx Williams,1,1,7.0,7.0,3.0,3.0,0,0.0,4,4.0,0,0.0,0,1,2.4%,1,0,0,0,0,0,0,0
41,Jack Stoll,1,1,7.0,7.0,5.0,5.0,0,0.0,2,2.0,1,1.0,0,1,4.3%,1,0,0,0,0,0,0,0
42,Stone Smartt,1,1,6.0,6.0,4.0,4.0,0,0.0,2,2.0,0,0.0,0,1,3.4%,1,0,0,0,0,0,0,0
43,Geoff Swaim,1,1,3.0,3.0,-4.0,-4.0,0,0.0,7,7.0,0,0.0,0,1,3.7%,1,0,1,0,0,0,0,0
44,Josh Oliver,1,1,2.0,2.0,1.0,1.0,0,0.0,1,1.0,0,0.0,0,1,3.1%,1,0,0,0,0,0,0,0
45,Isaiah Likely,1,1,1.0,1.0,-2.0,-2.0,0,0.0,3,3.0,0,0.0,0,3,9.4%,2,1,1,0,0,0,0,0
46,Jacob Harris,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0%,0,0,0,0,0,0,0,0
47,Jake Tonges,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
48,Grant Calcaterra,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
49,C.J. Uzomah,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0%,0,0,0,0,0,0,0,0
50,Jesper Horsted,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0%,0,0,0,0,0,0,0,0
51,Peyton Hendershot,1,1,-2.0,-2.0,-3.0,-3.0,0,0.0,1,1.0,0,0.0,0,1,3.3%,1,0,0,0,0,0,0,0
52,Shane Zylstra,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
53,Nick Vannett,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
54,Devin Asiasi,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
55,Tyler Mabry,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
56,Nikola Kalinic,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
57,Tyree Jackson,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
58,Teagan Quitoriano,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,1,3.1%,0,0,1,0,0,0,0,0
59,James Mitchell,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
60,James Winchester,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
61,Sean McKeon,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
62,Tommy Sweeney,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
63,Luke Farrell,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
64,Cole Turner,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,1,4.3%,0,0,0,0,0,0,0,0
65,Donald Parham Jr.,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
66,Marcedes Lewis,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
67,Charlie Woerner,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
68,Chris Manhertz,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
69,Hunter Long,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
70,Andrew Beck,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
71,Jelani Woods,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
72,Ross Dwelley,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
73,Gerald Everett,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
74,Dallas Goedert,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
75,Brevin Jordan,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
76,Pharaoh Brown,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,1,2.6%,0,1,1,0,0,0,0,0
77,Tommy Tremble,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
78,Ryan Griffin,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0%,0,0,0,0,0,0,0,0
79,Evan Engram,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
80,John Bates,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,1,4.3%,0,0,0,0,0,0,0,0
81,Armani Rogers,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
82,Mike Gesicki,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
83,Durham Smythe,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
84,Connor Heyward,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0%,0,0,0,0,0,0,0,0
85,Drew Sample,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
86,Parker Hesse,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
87,Anthony Firkser,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
88,Miller Forristall,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
89,Eric Tomlinson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
90,Quintin Morris,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
91,Mitchell Wilcox,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
92,Jeremy Ruckert,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
93,Kenny Yeboah,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
94,Ko Kieft,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
95,Tanner Hudson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
96,Daniel Bellinger,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
97,Albert Okwuegbunam Jr.,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
98,Irv Smith Jr.,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
99,Noah Fant,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
100,Colby Parkinson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
101,Will Dissly,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
102,Cade Otton,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
103,Stephen Anderson,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,1,2.4%,0,1,0,0,0,0,0,0
104,Zach Ertz,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
105,Chris Myarick,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
106,Tyler Davis,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
107,Josiah Deguara,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
108,Charlie Kolar,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
