,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Mark Andrews,1,8,89,11.1,53.0,6.6,0,0.0,36,4.5,6,0.8,0,13,48.1%,9,1,4,4,1,0,0,0
2,David Njoku,1,9,89,9.9,32.0,3.6,0,0.0,57,6.3,27,3.0,2,10,32.3%,9,0,3,4,0,0,0,0
3,Travis Kelce,1,4,58,14.5,28.0,7.0,0,0.0,30,7.5,10,2.5,2,8,24.2%,5,1,4,2,2,0,0,0
4,Jelani Woods,1,2,13,6.5,13.0,6.5,0,0.0,0,0.0,0,0.0,0,3,8.3%,2,0,2,1,0,0,0,0
5,Will Dissly,1,3,34,11.3,27.0,9.0,0,0.0,7,2.3,0,0.0,0,3,6.8%,3,0,2,2,0,0,0,0
6,Jordan Akins,1,3,31,10.3,13.0,4.3,0,0.0,18,6.0,10,3.3,0,4,12.9%,3,0,1,1,1,0,0,0
7,Kyle Pitts,1,5,87,17.4,52.0,10.4,0,0.0,35,7.0,15,3.0,0,8,42.1%,5,0,0,4,2,0,0,0
8,Dallas Goedert,1,3,26,8.7,-5.0,-1.7,0,0.0,31,10.3,16,5.3,0,4,11.8%,3,0,1,1,1,0,0,0
9,Tyler Conklin,1,8,84,10.5,22.0,2.8,0,0.0,62,7.8,7,0.9,0,8,16.7%,8,0,0,4,1,0,0,0
10,Geoff Swaim,1,3,19,6.3,12.0,4.0,0,0.0,7,2.3,0,0.0,0,3,11.5%,3,0,1,1,0,0,0,0
11,T.J. Hockenson,1,3,18,6.0,15.0,5.0,0,0.0,3,1.0,0,0.0,0,4,10.8%,3,0,1,0,0,0,0,0
12,Josh Oliver,1,2,8,4.0,-3.0,-1.5,0,0.0,11,5.5,2,1.0,0,2,7.4%,2,0,1,0,0,0,0,0
13,Tyler Higbee,1,4,61,15.3,0.0,0.0,0,0.0,61,15.3,5,1.3,0,4,16.0%,4,0,0,3,1,0,0,0
14,Cameron Brate,1,5,52,10.4,38.0,7.6,0,0.0,14,2.8,1,0.2,0,6,15.0%,5,0,1,3,0,0,0,0
