,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Taysom Hill,1,2,35.0,17.5,28.0,14.0,0,0.0,7,3.5,2,1.0,0,3,10.7%,2,0,1,1,1,1,0,0
2,Noah Fant,1,4,42.0,10.5,23.0,5.8,0,0.0,19,4.8,3,0.8,0,5,13.5%,4,0,2,2,0,0,0,0
3,Evan Engram,1,5,30.0,6.0,16.0,3.2,0,0.0,14,2.8,0,0.0,0,7,21.2%,6,1,1,0,0,0,0,0
4,Cade Otton,1,6,28.0,4.7,11.0,1.8,0,0.0,17,2.8,5,0.8,0,10,18.9%,7,1,1,1,0,0,0,0
5,Greg Dulcich,1,6,85.0,14.2,66.0,11.0,0,0.0,19,3.2,4,0.7,1,8,38.1%,6,0,0,3,2,1,0,0
6,Gerald Everett,1,5,80.0,16.0,17.0,3.4,0,0.0,63,12.6,6,1.2,0,6,13.3%,6,0,0,5,0,0,0,0
7,Connor Heyward,1,1,17.0,17.0,17.0,17.0,0,0.0,0,0.0,0,0.0,0,1,3.7%,1,0,1,1,0,0,0,0
8,Pat Freiermuth,1,3,76.0,25.3,23.0,7.7,0,0.0,53,17.7,50,16.7,2,5,18.5%,3,0,0,2,1,1,1,1
9,Cole Kmet,1,6,72.0,12.0,45.0,7.5,0,0.0,27,4.5,2,0.3,0,7,28.0%,6,0,0,4,1,0,0,0
10,Chig Okonkwo,1,4,68.0,17.0,25.0,6.3,0,0.0,43,10.8,0,0.0,0,5,20.0%,4,0,0,3,1,1,1,1
11,MyCole Pruitt,1,1,7.0,7.0,2.0,2.0,0,0.0,5,5.0,2,2.0,0,1,4.2%,1,0,1,0,0,0,0,0
12,Mark Andrews,1,4,53.0,13.3,39.0,9.8,0,0.0,14,3.5,2,0.5,0,7,19.4%,5,1,0,3,1,0,0,0
13,Brevin Jordan,1,4,46.0,11.5,24.0,6.0,0,0.0,22,5.5,8,2.0,0,5,13.5%,5,1,0,2,1,0,0,0
14,Jack Stoll,1,3,41.0,13.7,29.0,9.7,0,0.0,12,4.0,0,0.0,0,3,7.9%,3,0,0,1,1,0,0,0
15,Travis Kelce,1,4,56.0,14.0,10.0,2.5,0,0.0,46,11.5,22,5.5,1,6,26.1%,4,0,1,3,0,0,0,0
