,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Taysom Hill,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0%,0,0,0,0,0,0,0,0
2,Travis Kelce,1,7,25.0,3.6,13.0,1.9,0,0.0,12,1.7,10,1.4,3,8,19.0%,7,0,5,0,0,0,0,0
3,Mark Andrews,1,8,89.0,11.1,52.0,6.5,0,0.0,37,4.6,1,0.1,0,10,37.0%,8,0,1,3,1,0,0,0
4,Hayden Hurst,1,6,53.0,8.8,35.0,5.8,0,0.0,18,3.0,3,0.5,1,7,20.6%,6,0,3,2,0,0,0,0
5,Dallas Goedert,1,8,95.0,11.9,27.0,3.4,0,0.0,68,8.5,15,1.9,1,9,26.5%,8,0,1,5,1,1,0,0
6,Adam Trautman,1,2,32.0,16.0,25.0,12.5,0,0.0,7,3.5,1,0.5,0,3,12.0%,3,1,1,2,1,0,0,0
7,David Njoku,1,6,88.0,14.7,46.0,7.7,0,0.0,42,7.0,9,1.5,0,6,18.8%,6,0,1,3,1,1,0,0
8,Daniel Bellinger,1,2,22.0,11.0,12.0,6.0,0,0.0,10,5.0,0,0.0,0,3,11.5%,2,0,1,2,0,0,0,0
9,Durham Smythe,1,1,8.0,8.0,6.0,6.0,0,0.0,2,2.0,0,0.0,0,1,3.1%,1,0,0,0,0,0,0,0
10,Evan Engram,1,6,69.0,11.5,50.0,8.3,0,0.0,19,3.2,2,0.3,0,10,22.7%,7,1,1,2,2,0,0,0
11,Marcedes Lewis,1,1,2.0,2.0,2.0,2.0,0,0.0,0,0.0,0,0.0,0,1,2.6%,1,0,1,0,0,0,0,0
12,Hunter Henry,1,4,54.0,13.5,29.0,7.3,0,0.0,25,6.3,0,0.0,0,5,23.8%,4,0,1,2,1,0,0,0
13,Noah Fant,1,3,49.0,16.3,38.0,12.7,0,0.0,11,3.7,0,0.0,0,5,20.8%,3,0,0,2,1,1,0,0
14,Zach Ertz,1,6,48.0,8.0,32.0,5.3,0,0.0,16,2.7,0,0.0,0,10,26.3%,6,0,1,1,0,0,0,0
15,Tyler Higbee,1,7,46.0,6.6,29.0,4.1,0,0.0,17,2.4,9,1.3,1,10,23.8%,8,1,0,1,0,0,0,0
16,Cole Kmet,1,4,45.0,11.3,24.0,6.0,0,0.0,21,5.3,11,2.8,0,4,19.0%,4,0,0,2,1,0,0,0
17,Zach Gentry,1,5,43.0,8.6,17.0,3.4,0,0.0,26,5.2,6,1.2,0,6,11.8%,5,0,0,2,0,0,0,0
18,Cade Otton,1,6,43.0,7.2,28.0,4.7,0,0.0,15,2.5,2,0.3,0,7,14.0%,7,1,2,2,0,0,0,0
19,Irv Smith Jr.,1,4,42.0,10.5,23.0,5.8,0,0.0,19,4.8,5,1.3,0,5,12.8%,4,0,0,2,0,0,0,0
20,John Bates,1,3,39.0,13.0,25.0,8.3,0,0.0,14,4.7,0,0.0,0,3,8.1%,3,0,0,2,1,0,0,0
21,Eric Saubert,1,5,36.0,7.2,16.0,3.2,0,0.0,20,4.0,5,1.0,0,7,18.4%,6,1,1,1,0,0,0,0
22,Mike Gesicki,1,1,30.0,30.0,26.0,26.0,0,0.0,4,4.0,0,0.0,0,2,6.3%,2,1,0,1,1,1,0,0
23,George Kittle,1,5,47.0,9.4,31.0,6.2,0,0.0,16,3.2,1,0.2,0,6,20.0%,5,0,0,2,1,0,0,0
24,Giovanni Ricci,1,3,27.0,9.0,17.0,5.7,0,0.0,10,3.3,8,2.7,0,3,7.5%,3,0,0,1,0,0,0,0
25,Robert Tonyan,1,4,23.0,5.8,-6.0,-1.5,0,0.0,29,7.3,0,0.0,0,4,10.3%,4,0,0,1,0,0,0,0
26,Jordan Akins,1,2,22.0,11.0,13.0,6.5,0,0.0,9,4.5,2,1.0,0,2,8.3%,2,0,0,2,0,0,0,0
27,Will Dissly,1,2,21.0,10.5,9.0,4.5,0,0.0,12,6.0,1,0.5,0,3,12.5%,3,1,0,1,0,0,0,0
28,Dan Arnold,1,1,20.0,20.0,16.0,16.0,0,0.0,4,4.0,0,0.0,0,2,4.5%,2,1,1,1,1,0,0,0
29,Jesper Horsted,1,3,19.0,6.3,13.0,4.3,0,0.0,6,2.0,6,2.0,0,3,11.1%,3,0,0,0,0,0,0,0
30,Josiah Deguara,1,2,19.0,9.5,2.0,1.0,0,0.0,17,8.5,0,0.0,0,2,5.1%,2,0,0,1,0,0,0,0
31,Quintin Morris,1,3,39.0,13.0,11.0,3.7,0,0.0,28,9.3,0,0.0,0,5,13.9%,3,0,1,2,1,0,0,0
32,Kylen Granson,1,1,16.0,16.0,5.0,5.0,0,0.0,11,11.0,5,5.0,0,3,8.3%,1,0,0,1,0,0,0,0
33,Chris Manhertz,1,2,15.0,7.5,6.0,3.0,0,0.0,9,4.5,0,0.0,0,2,4.5%,2,0,1,1,0,0,0,0
34,Juwan Johnson,1,1,13.0,13.0,5.0,5.0,0,0.0,8,8.0,2,2.0,0,2,8.0%,1,0,0,1,0,0,0,0
35,Connor Heyward,1,2,12.0,6.0,10.0,5.0,0,0.0,2,1.0,3,1.5,0,2,3.9%,2,0,0,0,0,0,0,0
