,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Tyler Conklin,1,6,79.0,13.2,51.0,8.5,0,0.0,28,4.7,13,2.2,1,10,29.4%,6,0,2,3,1,0,0,0
2,Kyle Pitts,1,5,80.0,16.0,36.0,7.2,0,0.0,44,8.8,22,4.4,0,9,32.1%,6,1,2,3,2,1,0,0
3,Isaiah Likely,1,6,77.0,12.8,52.0,8.7,0,0.0,25,4.2,15,2.5,1,7,20.6%,6,0,2,5,0,0,0,0
4,Evan Engram,1,4,55.0,13.8,29.0,7.3,0,0.0,26,6.5,13,3.3,1,6,21.4%,5,1,0,2,1,0,0,0
5,George Kittle,1,3,39.0,13.0,17.0,5.7,0,0.0,22,7.3,13,4.3,1,5,19.2%,3,0,1,1,1,0,0,0
6,Mike Gesicki,1,3,38.0,12.7,26.0,8.7,0,0.0,12,4.0,0,0.0,0,4,11.8%,3,0,1,2,1,0,0,0
7,Zach Ertz,1,4,34.0,8.5,7.0,1.8,0,0.0,27,6.8,11,2.8,1,5,11.6%,4,0,2,2,0,0,0,0
8,Greg Dulcich,1,4,87.0,21.8,56.0,14.0,0,0.0,31,7.8,10,2.5,0,5,19.2%,4,0,0,3,2,1,0,0
9,T.J. Hockenson,1,3,80.0,26.7,27.0,9.0,0,0.0,53,17.7,3,1.0,1,4,10.8%,3,0,0,3,1,1,1,1
10,Dalton Schultz,1,6,74.0,12.3,52.0,8.7,0,0.0,22,3.7,2,0.3,0,7,26.9%,6,0,0,2,1,1,0,0
11,Taysom Hill,1,1,11.0,11.0,5.0,5.0,0,0.0,6,6.0,0,0.0,0,2,6.7%,1,0,0,1,0,0,0,0
