,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,George Kittle,1,6,120.0,20.0,71.0,11.8,0,0.0,49,8.2,7,1.2,0,8,38.1%,6,0,2,5,3,2,0,0
2,T.J. Hockenson,1,13,109.0,8.4,62.0,4.8,0,0.0,47,3.6,2,0.2,0,16,34.0%,13,0,2,3,0,0,0,0
3,Tyler Higbee,1,9,94.0,10.4,23.0,2.6,0,0.0,71,7.9,16,1.8,1,11,39.3%,9,0,4,4,1,0,0,0
4,Shane Zylstra,1,5,26.0,5.2,22.0,4.4,0,0.0,4,0.8,0,0.0,0,6,14.6%,5,0,3,1,0,0,0,0
5,Taysom Hill,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0%,0,0,0,0,0,0,0,0
6,Evan Engram,1,7,113.0,16.1,18.0,2.6,0,0.0,95,13.6,37,5.3,0,8,26.7%,7,0,0,4,3,1,0,0
7,Travis Kelce,1,6,113.0,18.8,61.0,10.2,0,0.0,52,8.7,19,3.2,0,8,29.6%,6,0,0,3,3,1,1,1
8,Greg Dulcich,1,4,39.0,9.8,26.0,6.5,0,0.0,13,3.3,1,0.3,0,8,23.5%,4,0,1,2,0,0,0,0
9,Dawson Knox,1,3,38.0,12.7,35.0,11.7,0,0.0,3,1.0,1,0.3,0,5,20.0%,3,0,1,2,1,0,0,0
10,Marcedes Lewis,1,2,32.0,16.0,30.0,15.0,0,0.0,2,1.0,3,1.5,0,2,5.3%,2,0,1,1,1,1,0,0
11,Noah Fant,1,2,12.0,6.0,12.0,6.0,0,0.0,0,0.0,0,0.0,0,3,7.9%,2,0,1,0,0,0,0,0
12,Dallas Goedert,1,3,67.0,22.3,50.0,16.7,0,0.0,17,5.7,2,0.7,1,3,8.8%,3,0,0,3,3,0,0,0
13,Pat Freiermuth,1,7,66.0,9.4,23.0,3.3,0,0.0,43,6.1,6,0.9,0,8,22.2%,8,1,1,4,0,0,0,0
14,Darren Waller,1,4,58.0,14.5,54.0,13.5,0,0.0,4,1.0,0,0.0,0,5,16.7%,4,0,0,2,1,1,0,0
15,Brycen Hopkins,1,3,57.0,19.0,24.0,8.0,0,0.0,33,11.0,8,2.7,2,3,10.7%,3,0,0,3,1,0,0,0
16,Mark Andrews,1,3,45.0,15.0,31.0,10.3,0,0.0,14,4.7,0,0.0,0,5,31.3%,3,0,1,2,1,1,0,0
17,Colby Parkinson,1,3,45.0,15.0,34.0,11.3,0,0.0,11,3.7,1,0.3,0,4,10.5%,3,0,1,1,1,1,0,0
18,Dalton Schultz,1,3,43.0,14.3,25.0,8.3,0,0.0,18,6.0,1,0.3,1,4,11.4%,3,0,0,2,1,0,0,0
19,Jelani Woods,1,3,43.0,14.3,29.0,9.7,0,0.0,14,4.7,8,2.7,0,5,17.9%,3,0,0,3,0,0,0,0
20,Jordan Akins,1,3,39.0,13.0,27.0,9.0,0,0.0,12,4.0,1,0.3,0,3,10.3%,3,0,0,1,1,1,0,0
21,Logan Thomas,1,6,35.0,5.8,25.0,4.2,0,0.0,10,1.7,2,0.3,0,8,23.5%,6,0,0,1,0,0,0,0
22,Mitchell Wilcox,1,6,35.0,5.8,19.0,3.2,0,0.0,16,2.7,0,0.0,0,6,12.2%,6,0,0,1,0,0,0,0
23,Tyler Conklin,1,4,34.0,8.5,5.0,1.3,0,0.0,29,7.3,5,1.3,0,4,13.3%,4,0,0,1,1,0,0,0
24,James Mitchell,1,2,31.0,15.5,15.0,7.5,0,0.0,16,8.0,3,1.5,0,2,4.9%,2,0,0,1,1,0,0,0
25,C.J. Uzomah,1,1,30.0,30.0,29.0,29.0,0,0.0,1,1.0,0,0.0,0,1,3.3%,1,0,0,1,1,1,0,0
26,Cole Kmet,1,5,27.0,5.4,10.0,2.0,0,0.0,17,3.4,2,0.4,0,6,24.0%,6,1,0,0,0,0,0,0
27,Daniel Bellinger,1,2,27.0,13.5,18.0,9.0,0,0.0,9,4.5,0,0.0,0,2,4.9%,2,0,0,2,0,0,0,0
28,Jake Ferguson,1,1,24.0,24.0,-1.0,-1.0,0,0.0,25,25.0,24,24.0,1,1,2.9%,1,0,0,1,1,0,0,0
29,Mike Gesicki,1,1,24.0,24.0,22.0,22.0,0,0.0,2,2.0,0,0.0,0,2,8.3%,1,0,0,1,1,0,0,0
30,Brevin Jordan,1,2,21.0,10.5,5.0,2.5,0,0.0,16,8.0,3,1.5,0,2,6.9%,2,0,0,1,0,0,0,0
31,Connor Heyward,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,3,8.3%,0,0,0,0,0,0,0,0
32,Jonnu Smith,1,3,21.0,7.0,9.0,3.0,0,0.0,12,4.0,3,1.0,0,4,12.9%,3,0,0,0,0,0,0,0
33,Austin Hooper,1,2,20.0,10.0,20.0,10.0,0,0.0,0,0.0,0,0.0,0,3,15.0%,2,0,0,1,0,0,0,0
34,Foster Moreau,1,2,19.0,9.5,8.0,4.0,0,0.0,11,5.5,8,4.0,0,3,10.0%,3,1,0,1,0,0,0,0
35,Will Dissly,1,1,19.0,19.0,8.0,8.0,0,0.0,11,11.0,4,4.0,0,1,2.6%,1,0,0,1,0,0,0,0
36,Tommy Tremble,1,2,18.0,9.0,3.0,1.5,0,0.0,15,7.5,7,3.5,0,2,9.5%,2,0,1,1,0,0,0,0
37,Trey McBride,1,3,17.0,5.7,15.0,5.0,0,0.0,2,0.7,3,1.0,0,4,9.5%,3,0,0,0,0,0,0,0
38,Dan Arnold,1,1,17.0,17.0,16.0,16.0,0,0.0,1,1.0,0,0.0,0,1,3.3%,1,0,0,1,0,0,0,0
39,Johnny Mundt,1,1,16.0,16.0,-1.0,-1.0,0,0.0,17,17.0,4,4.0,0,1,2.1%,1,0,0,1,0,0,0,0
40,David Njoku,1,2,14.0,7.0,8.0,4.0,0,0.0,6,3.0,5,2.5,0,5,18.5%,2,0,2,0,0,0,0,0
41,Robert Tonyan,1,1,13.0,13.0,11.0,11.0,0,0.0,2,2.0,2,2.0,0,2,5.3%,1,0,1,1,0,0,0,0
42,Cade Otton,1,2,12.0,6.0,10.0,5.0,0,0.0,2,1.0,0,0.0,0,7,14.6%,4,2,2,0,0,0,0,0
43,Ian Thomas,1,1,12.0,12.0,0.0,0.0,0,0.0,12,12.0,0,0.0,0,3,14.3%,2,1,0,1,0,0,0,0
44,Brock Wright,1,1,11.0,11.0,2.0,2.0,0,0.0,9,9.0,2,2.0,0,1,2.4%,1,0,0,1,0,0,0,0
45,Tre' McKitty,1,1,10.0,10.0,1.0,1.0,0,0.0,9,9.0,2,2.0,0,2,6.7%,1,0,0,1,0,0,0,0
46,Anthony Firkser,1,2,10.0,5.0,10.0,5.0,0,0.0,0,0.0,0,0.0,0,3,9.7%,2,0,0,0,0,0,0,0
47,Chig Okonkwo,1,1,10.0,10.0,3.0,3.0,0,0.0,7,7.0,0,0.0,0,2,10.0%,2,1,0,1,0,0,0,0
48,Juwan Johnson,1,1,9.0,9.0,5.0,5.0,0,0.0,4,4.0,0,0.0,0,2,14.3%,2,1,1,0,0,0,0,0
49,Durham Smythe,1,1,8.0,8.0,-1.0,-1.0,0,0.0,9,9.0,4,4.0,0,1,4.2%,1,0,0,0,0,0,0,0
50,Donald Parham Jr.,1,1,8.0,8.0,1.0,1.0,0,0.0,7,7.0,4,4.0,0,2,6.7%,1,0,0,0,0,0,0,0
51,Noah Gray,1,1,8.0,8.0,0.0,0.0,0,0.0,8,8.0,2,2.0,0,1,3.7%,1,0,0,0,0,0,0,0
52,Parker Hesse,1,1,8.0,8.0,7.0,7.0,0,0.0,1,1.0,0,0.0,0,1,3.2%,1,0,0,0,0,0,0,0
53,Josh Oliver,1,1,6.0,6.0,5.0,5.0,0,0.0,1,1.0,0,0.0,0,3,18.8%,1,0,1,0,0,0,0,0
54,Devin Asiasi,1,2,5.0,2.5,5.0,2.5,0,0.0,0,0.0,0,0.0,0,2,4.1%,2,0,0,0,0,0,0,0
55,Isaiah Likely,1,1,4.0,4.0,4.0,4.0,0,0.0,0,0.0,0,0.0,0,2,12.5%,2,1,1,0,0,0,0,0
56,Josiah Deguara,1,1,4.0,4.0,3.0,3.0,0,0.0,1,1.0,1,1.0,0,1,2.6%,1,0,0,0,0,0,0,0
57,Ryan Griffin,1,1,2.0,2.0,2.0,2.0,0,0.0,0,0.0,0,0.0,0,1,4.0%,1,0,1,0,0,0,0,0
58,Mo Alie-Cox,1,1,2.0,2.0,2.0,2.0,0,0.0,0,0.0,0,0.0,0,2,7.1%,1,0,0,0,0,0,0,0
59,Zach Gentry,1,1,1.0,1.0,1.0,1.0,0,0.0,0,0.0,0,0.0,0,1,2.8%,1,0,0,0,0,0,0,0
60,Geoff Swaim,1,1,-1.0,-1.0,-4.0,-4.0,0,0.0,3,3.0,0,0.0,0,1,5.0%,1,0,0,0,0,0,0,0
61,Peyton Hendershot,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
62,Jack Stoll,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
63,Jacob Harris,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
64,Sean McKeon,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
65,Tyler Mabry,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
66,Nikola Kalinic,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
67,Nick Boyle,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0%,0,0,0,0,0,0,0,0
68,Maxx Williams,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
69,Stone Smartt,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
70,Teagan Quitoriano,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,1,3.4%,0,0,0,0,0,0,0,0
71,Chris Manhertz,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
72,James Winchester,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
73,MyCole Pruitt,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,1,3.2%,0,0,1,0,0,0,0,0
74,Tommy Sweeney,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
75,Luke Farrell,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
76,Cole Turner,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0%,0,0,0,0,0,0,0,0
77,Charlie Woerner,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
78,Grant Calcaterra,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
79,Andrew Beck,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
80,Gerald Everett,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
