,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Dalton Schultz,1,7,56,8.0,29.0,4.1,0,0.0,27,3.9,8,1.1,1,10,24.4%,7,0,2,3,0,0,0,0
2,Trey McBride,1,7,78,11.1,54.0,7.7,0,0.0,24,3.4,0,0.0,0,10,26.3%,8,0,1,3,1,0,0,0
3,Brock Wright,1,3,13,4.3,5.0,1.7,0,0.0,8,2.7,0,0.0,0,4,13.8%,3,0,2,0,0,0,0,0
4,Darren Waller,1,3,72,24.0,64.0,21.3,0,0.0,8,2.7,0,0.0,0,5,15.6%,4,1,1,3,3,0,0,0
5,Taysom Hill,1,1,10,10.0,0.0,0.0,0,0.0,10,10.0,4,4.0,0,1,4.3%,1,0,0,1,0,0,0,0
6,Robert Tonyan,1,3,52,17.3,29.0,9.7,0,0.0,23,7.7,2,0.7,0,4,15.4%,3,0,0,2,2,0,0,0
7,Albert Okwuegbunam Jr.,1,3,45,15.0,25.0,8.3,0,0.0,20,6.7,9,3.0,0,6,16.7%,4,1,0,2,1,0,0,0
8,Mark Andrews,1,9,100,11.1,67.0,7.4,0,0.0,33,3.7,16,1.8,0,9,45.0%,9,0,0,4,0,0,0,0
9,Colby Parkinson,1,5,36,7.2,24.0,4.8,0,0.0,12,2.4,0,0.0,0,7,25.0%,5,0,3,1,0,0,0,0
10,Tommy Tremble,1,3,33,11.0,29.0,9.7,0,0.0,4,1.3,2,0.7,0,3,9.7%,3,0,1,2,0,0,0,0
11,Cole Kmet,1,2,27,13.5,9.0,4.5,0,0.0,18,9.0,1,0.5,0,3,16.7%,2,0,1,2,0,0,0,0
12,George Kittle,1,4,23,5.8,11.0,2.8,0,0.0,12,3.0,9,2.3,0,8,23.5%,5,1,2,0,0,0,0,0
