,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,George Kittle,1,6,98,16.3,64.0,10.7,0,0.0,34,5.7,6,1.0,0,9,19.6%,6,0,2,4,1,1,0,0
2,Juwan Johnson,1,5,32,6.4,7.0,1.4,0,0.0,25,5.0,1,0.2,0,5,10.9%,5,0,2,1,0,0,0,0
3,Travis Kelce,1,6,98,16.3,49.0,8.2,0,0.0,49,8.2,20,3.3,3,8,23.5%,7,1,1,4,2,0,0,0
4,Taysom Hill,1,1,3,3.0,-3.0,-3.0,0,0.0,6,6.0,2,2.0,0,1,2.2%,1,0,1,0,0,0,0,0
5,Tommy Tremble,1,1,29,29.0,29.0,29.0,0,0.0,0,0.0,0,0.0,0,1,4.8%,1,0,0,1,1,0,0,0
6,Pat Freiermuth,1,8,75,9.4,58.0,7.3,0,0.0,17,2.1,6,0.8,0,9,21.4%,8,0,0,2,1,0,0,0
7,David Njoku,1,7,71,10.1,21.0,3.0,0,0.0,50,7.1,23,3.3,0,7,28.0%,7,0,1,3,1,0,0,0
8,Jordan Akins,1,3,68,22.7,24.0,8.0,0,0.0,44,14.7,8,2.7,0,4,10.0%,3,0,0,3,1,1,0,0
9,Evan Engram,1,4,67,16.8,35.0,8.8,0,0.0,32,8.0,5,1.3,1,7,16.3%,4,0,1,4,1,0,0,0
10,Peyton Hendershot,1,2,5,2.5,0.0,0.0,0,0.0,5,2.5,2,1.0,0,2,8.0%,2,0,1,0,0,0,0,0
11,Cade Otton,1,4,64,16.0,25.0,6.3,0,0.0,39,9.8,8,2.0,0,5,10.4%,4,0,0,2,1,1,0,0
12,Gerald Everett,1,5,63,12.6,33.0,6.6,0,0.0,30,6.0,19,3.8,0,9,17.6%,6,1,2,3,1,0,0,0
13,Brock Wright,1,4,57,14.3,9.0,2.3,0,0.0,48,12.0,1,0.3,0,4,16.0%,4,0,1,3,1,0,0,0
14,Austin Hooper,1,3,56,18.7,43.0,14.3,0,0.0,13,4.3,7,2.3,1,3,15.0%,3,0,0,3,1,0,0,0
15,Greg Dulcich,1,6,51,8.5,29.0,4.8,0,0.0,22,3.7,4,0.7,0,9,20.0%,7,1,0,1,0,0,0,0
16,Dalton Schultz,1,5,49,9.8,25.0,5.0,0,0.0,24,4.8,5,1.0,0,5,20.0%,5,0,1,2,0,0,0,0
17,T.J. Hockenson,1,4,48,12.0,33.0,8.3,0,0.0,15,3.8,3,0.8,0,5,20.0%,4,0,0,3,0,0,0,0
