,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Mark Andrews,1,9,104.0,11.6,80.0,8.9,0,0.0,24,2.7,15,1.7,1,11,37.9%,10,1,1,5,1,0,0,0
2,Darren Waller,1,6,50.0,8.3,38.0,6.3,0,0.0,12,2.0,2,0.3,0,8,20.5%,6,0,2,2,0,0,0,0
3,Mike Gesicki,1,4,41.0,10.3,30.0,7.5,0,0.0,11,2.8,2,0.5,0,4,8.0%,4,0,2,2,0,0,0,0
4,Ross Dwelley,1,1,38.0,38.0,16.0,16.0,0,0.0,22,22.0,2,2.0,0,1,4.2%,1,0,0,1,1,1,0,0
5,Logan Thomas,1,3,37.0,12.3,25.0,8.3,0,0.0,12,4.0,3,1.0,0,5,11.4%,3,0,0,2,1,0,0,0
6,Irv Smith Jr.,1,5,36.0,7.2,21.0,4.2,0,0.0,15,3.0,10,2.0,0,8,17.8%,6,1,1,2,0,0,0,0
7,Eric Saubert,1,1,22.0,22.0,22.0,22.0,0,0.0,0,0.0,0,0.0,0,2,7.1%,1,0,0,1,1,0,0,0
8,Dallas Goedert,1,5,82.0,16.4,31.0,6.2,0,0.0,51,10.2,9,1.8,0,6,19.4%,5,0,1,4,1,0,0,0
9,Pat Freiermuth,1,4,22.0,5.5,3.0,0.8,0,0.0,19,4.8,4,1.0,1,7,21.9%,6,2,1,0,0,0,0,0
10,Daniel Bellinger,1,1,16.0,16.0,2.0,2.0,0,0.0,14,14.0,0,0.0,0,1,3.1%,1,0,1,1,0,0,0,0
11,Zach Ertz,1,8,75.0,9.4,42.0,5.3,0,0.0,33,4.1,0,0.0,0,11,23.4%,9,1,3,4,0,0,0,0
12,Gerald Everett,1,6,71.0,11.8,22.0,3.7,0,0.0,49,8.2,24,4.0,1,10,21.7%,6,0,1,3,1,0,0,0
13,Tyler Higbee,1,7,71.0,10.1,31.0,4.4,0,0.0,40,5.7,14,2.0,0,9,25.7%,9,0,3,3,0,0,0,0
14,Travis Kelce,1,5,51.0,10.2,28.0,5.6,0,0.0,23,4.6,6,1.2,0,7,20.6%,5,0,1,2,0,0,0,0
15,Evan Engram,1,7,46.0,6.6,19.0,2.7,0,0.0,27,3.9,12,1.7,0,8,26.7%,7,0,0,2,0,0,0,0
16,Harrison Bryant,1,3,45.0,15.0,21.0,7.0,0,0.0,24,8.0,4,1.3,0,4,14.8%,3,0,1,1,1,1,0,0
17,Isaiah Likely,1,4,43.0,10.8,13.0,3.3,0,0.0,30,7.5,2,0.5,0,5,17.2%,4,0,0,1,1,1,0,0
18,Dawson Knox,1,4,41.0,10.3,22.0,5.5,0,0.0,19,4.8,9,2.3,0,5,12.8%,4,0,1,2,0,0,0,0
19,Juwan Johnson,1,4,40.0,10.0,30.0,7.5,0,0.0,10,2.5,4,1.0,0,7,17.5%,4,0,1,2,1,0,0,0
20,Tyler Conklin,1,6,40.0,6.7,5.0,0.8,0,0.0,35,5.8,3,0.5,0,9,20.9%,7,1,0,1,0,0,0,0
21,David Njoku,1,3,32.0,10.7,6.0,2.0,0,0.0,26,8.7,0,0.0,0,5,18.5%,4,1,2,2,0,0,0,0
22,Foster Moreau,1,3,30.0,10.0,13.0,4.3,0,0.0,17,5.7,4,1.3,0,4,10.3%,3,0,0,2,0,0,0,0
23,Johnny Mundt,1,2,28.0,14.0,12.0,6.0,0,0.0,16,8.0,2,1.0,0,3,6.7%,3,1,1,2,0,0,0,0
24,T.J. Hockenson,1,3,26.0,8.7,21.0,7.0,0,0.0,5,1.7,0,0.0,0,7,20.6%,5,2,1,1,0,0,0,0
25,Brock Wright,1,1,25.0,25.0,15.0,15.0,0,0.0,10,10.0,4,4.0,0,1,2.9%,1,0,0,1,1,0,0,0
26,Pharaoh Brown,1,3,24.0,8.0,4.0,1.3,0,0.0,20,6.7,5,1.7,0,5,13.5%,3,0,0,1,0,0,0,0
27,Hayden Hurst,1,5,24.0,4.8,9.0,1.8,0,0.0,15,3.0,5,1.0,1,7,20.0%,5,0,0,0,0,0,0,0
28,Tanner Hudson,1,2,22.0,11.0,18.0,9.0,0,0.0,4,2.0,0,0.0,0,3,9.4%,2,0,0,1,0,0,0,0
29,Austin Hooper,1,1,19.0,19.0,18.0,18.0,0,0.0,1,1.0,0,0.0,0,5,21.7%,1,0,1,1,0,0,0,0
30,Kyle Pitts,1,2,19.0,9.5,17.0,8.5,0,0.0,2,1.0,0,0.0,0,3,12.0%,2,0,1,1,0,0,0,0
31,Ryan Griffin,1,1,18.0,18.0,16.0,16.0,0,0.0,2,2.0,0,0.0,0,1,9.1%,1,0,0,1,0,0,0,0
32,Giovanni Ricci,1,1,16.0,16.0,5.0,5.0,0,0.0,11,11.0,8,8.0,0,1,3.7%,1,0,0,1,0,0,0,0
33,John Bates,1,2,15.0,7.5,8.0,4.0,0,0.0,7,3.5,2,1.0,0,3,6.8%,2,0,0,0,0,0,0,0
34,Taysom Hill,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0%,0,0,0,0,0,0,0,0
35,Kylen Granson,1,2,14.0,7.0,4.0,2.0,0,0.0,10,5.0,2,1.0,0,2,6.9%,2,0,0,0,0,0,0,0
36,Stephen Sullivan,1,1,13.0,13.0,13.0,13.0,0,0.0,0,0.0,0,0.0,0,1,3.7%,1,0,0,1,0,0,0,0
37,Ian Thomas,1,1,13.0,13.0,9.0,9.0,0,0.0,4,4.0,0,0.0,0,3,11.1%,1,0,0,1,0,0,0,0
38,Noah Gray,1,2,12.0,6.0,7.0,3.5,0,0.0,5,2.5,4,2.0,0,3,8.8%,2,0,0,1,0,0,0,0
39,Robert Tonyan,1,2,11.0,5.5,-1.0,-0.5,0,0.0,12,6.0,2,1.0,0,2,8.0%,2,0,1,0,0,0,0,0
40,Noah Fant,1,2,11.0,5.5,6.0,3.0,0,0.0,5,2.5,1,0.5,0,2,6.7%,2,0,0,0,0,0,0,0
41,Cameron Brate,1,1,9.0,9.0,8.0,8.0,0,0.0,1,1.0,2,2.0,1,2,6.1%,1,0,0,0,0,0,0,0
42,Mo Alie-Cox,1,1,9.0,9.0,8.0,8.0,0,0.0,1,1.0,0,0.0,0,3,10.3%,2,0,1,0,0,0,0,0
43,Dan Arnold,1,1,8.0,8.0,-1.0,-1.0,0,0.0,9,9.0,3,3.0,0,1,3.3%,1,0,1,0,0,0,0,0
44,O.J. Howard,1,1,7.0,7.0,7.0,7.0,0,0.0,0,0.0,0,0.0,0,1,2.7%,1,0,0,0,0,0,0,0
45,Quintin Morris,1,1,6.0,6.0,2.0,2.0,0,0.0,4,4.0,1,1.0,0,1,2.6%,1,0,0,0,0,0,0,0
46,Parker Hesse,1,1,5.0,5.0,4.0,4.0,0,0.0,1,1.0,0,0.0,0,1,4.0%,1,0,1,0,0,0,0,0
47,Durham Smythe,1,1,5.0,5.0,4.0,4.0,0,0.0,1,1.0,0,0.0,0,1,2.0%,1,0,1,0,0,0,0,0
48,Cade Otton,1,1,4.0,4.0,0.0,0.0,0,0.0,4,4.0,2,2.0,0,2,6.1%,1,0,0,0,0,0,0,0
49,Mitchell Wilcox,1,1,3.0,3.0,1.0,1.0,0,0.0,2,2.0,0,0.0,0,1,2.9%,1,0,0,0,0,0,0,0
