,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Travis Kelce,1,8,121,15.1,87.0,10.9,0,0.0,34,4.3,22,2.8,1,9,23.1%,8,0,2,5,2,1,0,0
2,O.J. Howard,1,2,38,19.0,33.0,16.5,0,0.0,5,2.5,1,0.5,1,2,5.6%,2,0,1,2,1,0,0,0
3,Taysom Hill,1,1,2,2.0,2.0,2.0,0,0.0,0,0.0,0,0.0,0,1,3.1%,1,0,0,0,0,0,0,0
4,Gerald Everett,1,3,54,18.0,30.0,10.0,0,0.0,24,8.0,9,3.0,0,4,11.8%,3,0,2,3,1,0,0,0
5,Colby Parkinson,1,2,43,21.5,29.0,14.5,0,0.0,14,7.0,2,1.0,0,2,7.4%,2,0,0,2,1,0,0,0
6,Will Dissly,1,3,43,14.3,12.0,4.0,0,0.0,31,10.3,4,1.3,0,3,11.1%,3,0,0,1,1,1,0,0
7,Zach Ertz,1,2,14,7.0,10.0,5.0,0,0.0,4,2.0,0,0.0,0,4,11.1%,2,0,2,0,0,0,0,0
8,Darren Waller,1,4,79,19.8,52.0,13.0,0,0.0,27,6.8,4,1.0,0,6,17.1%,4,0,1,4,2,1,0,0
9,Tyler Conklin,1,4,16,4.0,16.0,4.0,0,0.0,0,0.0,0,0.0,0,7,12.3%,5,1,1,0,0,0,0,0
10,Pat Freiermuth,1,5,75,15.0,47.0,9.4,0,0.0,28,5.6,16,3.2,1,10,27.0%,5,0,1,3,2,1,0,0
11,Dalton Schultz,1,7,62,8.9,52.0,7.4,0,0.0,10,1.4,6,0.9,0,9,22.0%,7,0,0,3,0,0,0,0
12,Chris Myarick,1,1,1,1.0,1.0,1.0,0,0.0,0,0.0,0,0.0,0,1,4.8%,1,0,1,0,0,0,0,0
13,Jody Fortson Jr.,1,1,1,1.0,1.0,1.0,0,0.0,0,0.0,0,0.0,0,1,2.6%,1,0,1,0,0,0,0,0
14,Dallas Goedert,1,3,60,20.0,8.0,2.7,0,0.0,52,17.3,8,2.7,0,4,13.8%,3,0,0,3,2,0,0,0
15,Ian Thomas,1,2,53,26.5,22.0,11.0,0,0.0,31,15.5,1,0.5,0,3,11.5%,2,0,0,1,1,1,1,1
16,Andrew Beck,1,2,52,26.0,20.0,10.0,0,0.0,32,16.0,6,3.0,0,3,7.3%,3,1,0,2,2,0,0,0
