,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,T.J. Hockenson,1,8,179,22.4,70.0,8.8,0,0.0,109.0,13.6,78,9.8,1,12,30.8%,9,1,2,4,3,2,1,1
2,Mo Alie-Cox,1,6,85,14.2,32.0,5.3,0,0.0,53.0,8.8,16,2.7,1,6,16.7%,6,0,2,4,1,1,0,0
3,Travis Kelce,1,9,92,10.2,52.0,5.8,0,0.0,40.0,4.4,8,0.9,0,10,29.4%,10,0,2,4,1,0,0,0
4,Gerald Everett,1,5,61,12.2,53.0,10.6,0,0.0,8.0,1.6,0,0.0,0,6,16.2%,6,1,1,3,0,0,0,0
5,Zach Ertz,1,6,47,7.8,36.0,6.0,0,0.0,11.0,1.8,0,0.0,0,6,19.4%,6,0,2,2,1,0,0,0
6,Will Dissly,1,4,39,9.8,22.0,5.5,0,0.0,17.0,4.3,7,1.8,0,4,13.8%,4,0,1,1,0,0,0,0
7,Chig Okonkwo,1,3,38,12.7,28.0,9.3,0,0.0,10.0,3.3,0,0.0,0,3,14.3%,3,0,1,1,1,0,0,0
8,Hayden Hurst,1,3,27,9.0,7.0,2.3,0,0.0,20.0,6.7,11,3.7,1,4,12.5%,3,0,1,1,0,0,0,0
9,Pat Freiermuth,1,7,85,12.1,61.0,8.7,0,0.0,24.0,3.4,1,0.1,0,9,36.0%,8,1,0,4,1,0,0,0
10,Robert Tonyan,1,2,22,11.0,18.0,9.0,0,0.0,4.0,2.0,0,0.0,0,2,6.3%,2,0,0,1,1,0,0,0
11,Taysom Hill,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0%,0,0,0,0,0,0,0,0
12,Tyler Higbee,1,10,73,7.3,29.0,2.9,0,0.0,44.0,4.4,21,2.1,1,14,29.2%,10,0,2,2,0,0,0,0
13,Dallas Goedert,1,5,72,14.4,2.0,0.4,0,0.0,70.0,14.0,9,1.8,0,6,25.0%,6,1,1,2,2,0,0,0
14,Jody Fortson Jr.,1,1,10,10.0,7.0,7.0,0,0.0,3.0,3.0,0,0.0,0,1,2.9%,1,0,1,1,0,0,0,0
15,Kylen Granson,1,4,62,15.5,32.0,8.0,0,0.0,30.0,7.5,2,0.5,0,4,11.1%,4,0,1,3,1,0,0,0
16,Noah Fant,1,1,2,2.0,1.0,1.0,0,0.0,1.0,1.0,0,0.0,0,1,3.4%,1,0,1,0,0,0,0,0
17,Noah Gray,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,1,2.9%,0,1,0,0,0,0,0,0
18,Tyler Conklin,1,3,52,17.3,28.0,9.3,0,0.0,24.0,8.0,2,0.7,0,5,15.2%,4,1,0,2,1,0,0,0
19,David Njoku,1,5,73,14.6,44.0,8.8,0,0.0,29.0,5.8,6,1.2,0,7,20.0%,5,0,1,3,2,0,0,0
20,Dawson Knox,1,3,40,13.3,33.0,11.0,0,0.0,7.0,2.3,1,0.3,0,6,17.6%,3,0,1,3,1,0,0,0
