,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Jordan Akins,1,4,70,17.5,46.0,11.5,0,0.0,24,6.0,8,2.0,0,8,21.1%,4,0,2,3,1,0,0,0
2,George Kittle,1,4,29,7.3,19.0,4.8,0,0.0,10,2.5,5,1.3,0,6,30.0%,5,1,2,1,0,0,0,0
3,Cole Kmet,1,4,57,14.3,5.0,1.3,0,0.0,52,13.0,20,5.0,1,5,18.5%,4,0,1,4,0,0,0,0
4,Isaiah Likely,1,8,103,12.9,71.0,8.9,0,0.0,32,4.0,5,0.6,1,13,31.0%,8,0,2,5,2,0,0,0
5,David Njoku,1,4,42,10.5,29.0,7.3,0,0.0,13,3.3,1,0.3,1,5,18.5%,4,0,1,2,0,0,0,0
6,Chig Okonkwo,1,3,42,14.0,15.0,5.0,0,0.0,27,9.0,14,4.7,0,4,14.8%,3,0,0,3,1,0,0,0
7,MyCole Pruitt,1,3,34,11.3,27.0,9.0,0,0.0,7,2.3,0,0.0,0,5,17.9%,3,0,2,1,1,0,0,0
8,Teagan Quitoriano,1,3,83,27.7,43.0,14.3,0,0.0,40,13.3,10,3.3,0,4,10.5%,3,0,0,2,2,1,1,1
9,Dawson Knox,1,2,13,6.5,3.0,1.5,0,0.0,10,5.0,2,1.0,0,2,6.5%,2,0,1,0,0,0,0,0
10,Kyle Rudolph,1,1,8,8.0,8.0,8.0,0,0.0,0,0.0,0,0.0,0,1,3.0%,1,0,1,0,0,0,0,0
11,Gerald Everett,1,3,8,2.7,1.0,0.3,0,0.0,7,2.3,0,0.0,0,5,11.4%,5,2,1,0,0,0,0,0
12,Mo Alie-Cox,1,1,4,4.0,4.0,4.0,0,0.0,0,0.0,0,0.0,0,1,2.9%,1,0,1,0,0,0,0,0
13,Eric Tomlinson,1,1,3,3.0,3.0,3.0,0,0.0,0,0.0,0,0.0,0,1,4.5%,1,0,1,0,0,0,0,0
14,Connor Heyward,1,3,45,15.0,31.0,10.3,0,0.0,14,4.7,0,0.0,0,4,14.3%,3,0,2,1,1,0,0,0
15,Charlie Kolar,1,4,49,12.3,29.0,7.3,0,0.0,20,5.0,0,0.0,0,6,14.3%,4,0,1,3,0,0,0,0
16,Colby Parkinson,1,2,47,23.5,31.0,15.5,0,0.0,16,8.0,3,1.5,0,3,10.7%,2,0,0,2,1,1,0,0
17,Mike Gesicki,1,4,46,11.5,34.0,8.5,0,0.0,12,3.0,10,2.5,0,6,22.2%,4,0,1,1,1,1,0,0
18,Dallas Goedert,1,6,46,7.7,13.0,2.2,0,0.0,33,5.5,3,0.5,0,7,22.6%,6,0,2,2,0,0,0,0
19,Hunter Henry,1,6,42,7.0,30.0,5.0,0,0.0,12,2.0,3,0.5,0,7,17.9%,6,0,0,1,0,0,0,0
20,Trey McBride,1,3,41,13.7,12.0,4.0,0,0.0,29,9.7,3,1.0,0,3,11.1%,3,0,0,2,1,0,0,0
21,Durham Smythe,1,3,39,13.0,30.0,10.0,0,0.0,9,3.0,5,1.7,0,5,18.5%,3,0,0,1,1,0,0,0
22,Austin Hooper,1,4,38,9.5,30.0,7.5,0,0.0,8,2.0,3,0.8,0,4,14.8%,4,0,0,2,0,0,0,0
23,Travis Kelce,1,6,38,6.3,27.0,4.5,0,0.0,11,1.8,3,0.5,0,7,29.2%,6,0,2,2,0,0,0,0
24,Darren Waller,1,2,35,17.5,22.0,11.0,0,0.0,13,6.5,7,3.5,0,6,17.6%,2,0,3,2,1,0,0,0
25,Dalton Schultz,1,4,33,8.3,27.0,6.8,0,0.0,6,1.5,3,0.8,0,9,25.0%,5,1,0,1,0,0,0,0
26,Tyler Higbee,1,4,33,8.3,5.0,1.3,0,0.0,28,7.0,12,3.0,0,7,29.2%,4,0,1,1,0,0,0,0
27,Donald Parham Jr.,1,2,31,15.5,25.0,12.5,0,0.0,6,3.0,2,1.0,0,2,4.5%,2,0,0,1,1,0,0,0
28,Robert Tonyan,1,3,29,9.7,26.0,8.7,0,0.0,3,1.0,3,1.0,0,3,11.5%,3,0,0,1,1,0,0,0
29,Evan Engram,1,4,27,6.8,8.0,2.0,0,0.0,19,4.8,8,2.0,0,4,13.8%,4,0,0,1,0,0,0,0
30,Taysom Hill,1,1,1,1.0,-3.0,-3.0,0,0.0,4,4.0,1,1.0,0,1,4.0%,1,0,0,0,0,0,0,0
31,Zach Gentry,1,1,23,23.0,15.0,15.0,0,0.0,8,8.0,0,0.0,0,1,3.6%,1,0,0,1,1,0,0,0
32,Juwan Johnson,1,1,21,21.0,15.0,15.0,0,0.0,6,6.0,1,1.0,0,1,4.0%,1,0,0,1,1,0,0,0
33,Noah Fant,1,4,20,5.0,17.0,4.3,0,0.0,3,0.8,2,0.5,0,4,14.3%,4,0,0,0,0,0,0,0
34,Harrison Bryant,1,2,20,10.0,17.0,8.5,0,0.0,3,1.5,0,0.0,0,2,7.4%,2,0,0,1,0,0,0,0
35,Nick Vannett,1,2,18,9.0,11.0,5.5,0,0.0,7,3.5,0,0.0,0,4,10.5%,2,0,1,1,0,0,0,0
36,Adam Trautman,1,1,18,18.0,5.0,5.0,0,0.0,13,13.0,1,1.0,0,1,4.0%,1,0,0,1,0,0,0,0
37,Logan Thomas,1,2,16,8.0,10.0,5.0,0,0.0,6,3.0,2,1.0,0,3,16.7%,2,0,1,1,0,0,0,0
38,T.J. Hockenson,1,1,16,16.0,5.0,5.0,0,0.0,11,11.0,9,9.0,1,1,3.1%,1,0,0,1,0,0,0,0
39,Noah Gray,1,1,14,14.0,-3.0,-3.0,0,0.0,17,17.0,5,5.0,1,1,4.2%,1,0,0,1,0,0,0,0
40,Irv Smith Jr.,1,3,14,4.7,9.0,3.0,0,0.0,5,1.7,2,0.7,0,3,9.4%,3,0,1,0,0,0,0,0
41,Hayden Hurst,1,4,14,3.5,-2.0,-0.5,0,0.0,16,4.0,8,2.0,0,5,12.5%,5,1,2,0,0,0,0,0
42,Tyler Conklin,1,2,13,6.5,10.0,5.0,0,0.0,3,1.5,3,1.5,0,4,12.5%,2,0,0,0,0,0,0,0
43,Luke Farrell,1,1,11,11.0,1.0,1.0,0,0.0,10,10.0,9,9.0,1,1,3.4%,1,0,0,1,0,0,0,0
44,Anthony Firkser,1,1,11,11.0,11.0,11.0,0,0.0,0,0.0,0,0.0,0,1,3.6%,1,0,0,1,0,0,0,0
45,Foster Moreau,1,1,10,10.0,4.0,4.0,0,0.0,6,6.0,1,1.0,0,1,2.9%,1,0,0,1,0,0,0,0
46,Jelani Woods,1,1,9,9.0,5.0,5.0,0,0.0,4,4.0,3,3.0,0,4,11.8%,1,0,2,0,0,0,0,0
47,Jeremy Ruckert,1,1,8,8.0,7.0,7.0,0,0.0,1,1.0,0,0.0,0,1,3.1%,1,0,0,0,0,0,0,0
48,James Mitchell,1,1,7,7.0,7.0,7.0,0,0.0,0,0.0,0,0.0,0,1,3.0%,1,0,0,0,0,0,0,0
49,Parker Hesse,1,1,6,6.0,-2.0,-2.0,0,0.0,8,8.0,0,0.0,0,1,3.6%,1,0,0,0,0,0,0,0
50,Geoff Swaim,1,1,5,5.0,5.0,5.0,0,0.0,0,0.0,0,0.0,0,1,3.7%,1,0,0,0,0,0,0,0
51,Cade Otton,1,1,5,5.0,5.0,5.0,0,0.0,0,0.0,0,0.0,0,1,3.0%,1,0,1,0,0,0,0,0
52,Jake Ferguson,1,1,4,4.0,3.0,3.0,0,0.0,1,1.0,0,0.0,0,1,2.8%,1,0,0,0,0,0,0,0
53,Blake Bell,1,1,3,3.0,0.0,0.0,0,0.0,3,3.0,0,0.0,0,1,4.2%,1,0,0,0,0,0,0,0
54,Tommy Tremble,1,1,2,2.0,-2.0,-2.0,0,0.0,4,4.0,1,1.0,0,1,9.1%,1,0,0,0,0,0,0,0
55,Armani Rogers,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0%,0,0,0,0,0,0,0,0
56,C.J. Uzomah,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
57,Jacob Harris,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
58,Grant Calcaterra,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
59,Jack Stoll,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
60,Peyton Hendershot,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
61,Chris Manhertz,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
