,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
RANK,PLAYER,G,ATT,YDS,Y/ATT,YBCON,YBCON/ATT,YACON,YACON/ATT,BRKTKL,TK LOSS,TK LOSS YDS,LNG TD,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG,REC,TGT,RZ TGT,YACON
1,Derrick Henry,1,27,178.0,6.6,95,3.5,83,3.1,3,1,-1.0,12,8,1,1,0,0,31,2,4,0,0
2,Antonio Gibson,1,20,115.0,5.8,85,4.3,30,1.5,1,1,-1.0,37,3,2,1,0,0,37,5,7,1,9
3,Latavius Murray,1,19,124.0,6.5,96,5.1,28,1.5,0,0,0.0,36,2,1,1,0,0,36,1,1,0,2
4,Nick Chubb,1,19,144.0,7.6,83,4.4,61,3.2,3,1,-1.0,1,4,2,0,0,0,29,3,3,0,15
5,James Robinson,1,22,128.0,5.8,57,2.6,71,3.2,5,0,0.0,4,4,1,0,0,0,27,5,6,0,5
6,Kenyan Drake,1,22,78.0,3.5,52,2.4,26,1.2,0,1,-1.0,1,2,0,0,0,0,14,3,4,0,0
7,David Montgomery,1,11,103.0,9.4,63,5.7,40,3.6,0,1,-1.0,0,2,1,1,1,1,57,5,6,2,23
8,Adrian Peterson,1,15,55.0,3.7,34,2.3,21,1.4,2,1,-2.0,1,2,0,0,0,0,19,0,0,0,0
9,Ronald Jones II,1,9,66.0,7.3,19,2.1,47,5.2,1,0,0.0,0,2,1,1,0,0,34,1,2,0,0
10,Wayne Gallman Jr.,1,24,94.0,3.9,37,1.5,57,2.4,2,2,-3.0,1,2,0,0,0,0,18,3,5,2,1
11,Cam Akers,1,9,84.0,9.3,73,8.1,11,1.2,0,1,-1.0,1,1,1,1,1,1,61,0,0,0,0
12,Duke Johnson Jr.,1,9,37.0,4.1,26,2.9,11,1.2,0,0,0.0,0,0,0,0,0,0,8,3,4,1,0
13,James White,1,5,18.0,3.6,10,2.0,8,1.6,0,0,0.0,7,0,0,0,0,0,7,1,1,0,0
14,Ito Smith,1,12,65.0,5.4,44,3.7,21,1.8,0,1,-1.0,8,2,1,0,0,0,24,4,5,3,1
15,Jamaal Williams,1,17,73.0,4.3,43,2.5,30,1.8,1,0,0.0,13,3,0,0,0,0,17,0,0,0,0
