,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
RANK,PLAYER,G,ATT,YDS,Y/ATT,YBCON,YBCON/ATT,YACON,YACON/ATT,BRKTKL,TK LOSS,TK LOSS YDS,LNG TD,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG,REC,TGT,RZ TGT,YACON
1,Dalvin Cook,1,22,206.0,9.4,85.0,3.9,121,5.5,2,0,0.0,70,7,1,1,1,1,70,2,2,0,15
2,Christian McCaffrey,1,18,69.0,3.8,26.0,1.4,43,2.4,1,2,-5.0,1,2,0,0,0,0,13,10,10,1,20
3,James Robinson,1,25,99.0,4.0,39.0,1.6,60,2.4,0,0,0.0,1,4,0,0,0,0,12,0,2,0,0
4,Kalen Ballage,1,15,69.0,4.6,40.0,2.7,29,1.9,0,0,0.0,5,1,0,0,0,0,14,2,3,1,9
5,Wayne Gallman Jr.,1,14,68.0,4.9,17.0,1.2,51,3.6,0,0,0.0,2,1,0,0,0,0,12,1,2,0,3
6,Devontae Booker,1,8,68.0,8.5,56.0,7.0,12,1.5,0,0,0.0,23,2,1,0,0,0,23,0,0,0,0
7,Josh Jacobs,1,14,65.0,4.6,21.0,1.5,44,3.1,1,0,0.0,14,3,0,0,0,0,14,1,1,0,0
8,Jerick McKinnon,1,12,52.0,4.3,38.0,3.2,14,1.2,0,0,0.0,1,1,0,0,0,0,11,3,4,1,3
9,Rex Burkhead,1,12,56.0,4.7,39.0,3.3,17,1.4,0,0,0.0,1,1,0,0,0,0,10,3,3,0,0
10,Todd Gurley II,1,19,53.0,2.8,32.0,1.7,21,1.1,1,1,-3.0,4,1,0,0,0,0,13,2,2,0,2
11,Duke Johnson Jr.,1,16,41.0,2.6,8.0,0.5,33,2.1,1,2,-4.0,1,0,0,0,0,0,8,4,4,1,14
12,Alvin Kamara,1,9,40.0,4.4,25.0,2.8,15,1.7,1,1,-1.0,1,2,0,0,0,0,17,5,6,1,6
13,Zack Moss,1,9,18.0,2.0,5.0,0.6,13,1.4,0,1,-6.0,1,0,0,0,0,0,7,2,2,0,0
14,DeeJay Dallas,1,7,31.0,4.4,20.0,2.9,11,1.6,0,1,-3.0,4,1,0,0,0,0,10,2,2,0,1
15,D'Andre Swift,1,13,64.0,4.9,52.0,4.0,12,0.9,0,1,-1.0,0,2,0,0,0,0,17,3,5,1,6
16,Antonio Gibson,1,6,20.0,3.3,11.0,1.8,9,1.5,0,1,-1.0,1,1,0,0,0,0,11,3,3,0,13
17,Ryan Nall,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,4,4,1,2
18,Clyde Edwards-Helaire,1,5,14.0,2.8,4.0,0.8,10,2.0,0,0,0.0,0,0,0,0,0,0,7,3,5,1,13
19,Chase Edmonds,1,25,70.0,2.8,31.0,1.2,39,1.6,0,2,-9.0,0,0,0,0,0,0,6,3,3,0,7
20,Ameer Abdullah,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
21,J.D. McKissic,1,3,17.0,5.7,11.0,3.7,6,2.0,0,0,0.0,0,1,0,0,0,0,10,9,14,1,19
22,Travis Homer,1,6,16.0,2.7,9.0,1.5,7,1.2,0,2,-4.0,0,1,0,0,0,0,11,3,3,0,15
23,Aaron Jones,1,15,58.0,3.9,28.0,1.9,30,2.0,0,1,-2.0,0,2,0,0,0,0,11,5,5,0,3
24,Jordan Howard,1,10,19.0,1.9,8.0,0.8,11,1.1,1,2,-4.0,2,0,0,0,0,0,8,0,0,0,0
25,Jonathan Taylor,1,6,27.0,4.5,21.0,3.5,6,1.0,0,0,0.0,1,1,0,0,0,0,11,2,2,0,5
26,Gus Edwards,1,11,23.0,2.1,7.0,0.6,16,1.5,0,2,-5.0,1,0,0,0,0,0,5,2,2,0,3
27,Tyler Ervin,1,8,24.0,3.0,16.0,2.0,8,1.0,1,0,0.0,0,0,0,0,0,0,8,4,5,0,7
28,Alfred Morris,1,9,67.0,7.4,13.0,1.4,54,6.0,1,1,-2.0,0,3,1,0,0,0,20,1,1,0,4
29,Damien Harris,1,14,71.0,5.1,42.0,3.0,29,2.1,5,1,-1.0,0,3,1,0,0,0,21,0,0,0,0
30,Ezekiel Elliott,1,18,51.0,2.8,25.0,1.4,26,1.4,1,2,-3.0,0,1,0,0,0,0,10,2,3,0,11
31,Alexander Mattison,1,12,69.0,5.8,33.0,2.8,36,3.0,2,0,0.0,0,2,0,0,0,0,18,0,0,0,0
32,Derrick Henry,1,21,68.0,3.2,8.0,0.4,60,2.9,1,0,0.0,0,1,1,0,0,0,26,0,0,0,0
33,Kerryon Johnson,1,4,29.0,7.3,26.0,6.5,3,0.8,1,0,0.0,0,1,0,0,0,0,14,3,3,0,0
34,Gabe Nabers,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,0
35,Frank Gore,1,12,46.0,3.8,23.0,1.9,23,1.9,2,0,0.0,0,1,0,0,0,0,15,2,2,0,0
36,Joshua Kelley,1,9,28.0,3.1,14.0,1.6,14,1.6,0,0,0.0,0,0,0,0,0,0,9,5,5,0,10
37,Tony Pollard,1,9,57.0,6.3,29.0,3.2,28,3.1,1,3,-4.0,0,3,2,0,0,0,20,1,2,1,0
38,Adrian Peterson,1,8,29.0,3.6,23.0,2.9,6,0.8,0,1,-4.0,0,0,0,0,0,0,8,3,5,1,3
39,Latavius Murray,1,10,39.0,3.9,18.0,1.8,21,2.1,0,3,-5.0,0,2,0,0,0,0,17,2,2,1,1
40,Leonard Fournette,1,1,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,6,6,0,10
41,Nyheim Hines,1,2,18.0,9.0,7.0,3.5,11,5.5,1,0,0.0,0,1,0,0,0,0,14,2,3,0,17
42,La'Mical Perine,1,6,19.0,3.2,7.0,1.2,12,2.0,1,0,0.0,0,0,0,0,0,0,7,2,2,0,2
43,Salvon Ahmed,1,7,38.0,5.4,33.0,4.7,5,0.7,1,1,-2.0,0,1,0,0,0,0,19,0,0,0,0
44,Chris Thompson,1,1,3.0,3.0,2.0,2.0,1,1.0,0,0,0.0,0,0,0,0,0,0,3,4,4,0,3
45,Jordan Wilkins,1,11,39.0,3.5,20.0,1.8,19,1.7,1,0,0.0,0,1,0,0,0,0,11,2,2,0,5
46,Mike Davis,1,1,3.0,3.0,1.0,1.0,2,2.0,0,0,0.0,0,0,0,0,0,0,3,5,6,1,15
47,J.K. Dobbins,1,12,30.0,2.5,17.0,1.4,13,1.1,0,3,-6.0,0,0,0,0,0,0,8,2,2,0,2
48,Devin Singletary,1,2,1.0,0.5,0.0,0.0,1,0.5,0,1,-1.0,0,0,0,0,0,0,2,3,3,1,1
49,Melvin Gordon III,1,6,18.0,3.0,9.0,1.5,9,1.5,0,0,0.0,0,0,0,0,0,0,9,1,1,0,0
50,Brian Hill,1,8,24.0,3.0,14.0,1.8,10,1.3,1,2,-6.0,0,0,0,0,0,0,8,0,1,0,0
51,James White,1,2,0.0,0.0,0.0,0.0,0,0.0,0,1,-4.0,0,0,0,0,0,0,4,4,5,1,5
52,Phillip Lindsay,1,8,23.0,2.9,16.0,2.0,7,0.9,0,1,-5.0,0,0,0,0,0,0,6,0,3,0,0
53,Anthony McFarland Jr.,1,3,7.0,2.3,6.0,2.0,1,0.3,0,0,0.0,0,0,0,0,0,0,6,2,2,0,0
54,Jalen Richard,1,1,3.0,3.0,2.0,2.0,1,1.0,0,0,0.0,0,0,0,0,0,0,3,1,1,0,7
55,David Montgomery,1,14,30.0,2.1,7.0,0.5,23,1.6,0,2,-3.0,0,0,0,0,0,0,5,3,3,0,3
56,Dion Lewis,1,3,5.0,1.7,2.0,0.7,3,1.0,0,0,0.0,0,0,0,0,0,0,5,2,2,0,1
57,James Conner,1,9,22.0,2.4,15.0,1.7,7,0.8,0,1,-4.0,0,0,0,0,0,0,6,2,2,0,0
58,Ronald Jones II,1,3,9.0,3.0,5.0,1.7,4,1.3,0,0,0.0,0,0,0,0,0,0,7,3,4,0,3
59,David Johnson,1,2,16.0,8.0,13.0,6.5,3,1.5,0,1,-2.0,0,1,0,0,0,0,18,0,1,0,0
60,Patrick Laird,1,1,-1.0,-1.0,0.0,0.0,0,0.0,0,1,-1.0,0,0,0,0,0,0,0,1,1,0,0
61,JaMycal Hasty,1,4,3.0,0.8,-2.0,-0.5,5,1.3,0,2,-2.0,0,0,0,0,0,0,4,2,2,0,0
62,Michael Burton,1,1,1.0,1.0,0.0,0.0,1,1.0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,2
63,D'Onta Foreman,1,5,11.0,2.2,2.0,0.4,9,1.8,0,0,0.0,0,0,0,0,0,0,3,0,0,0,0
64,Jeremy McNichols,1,2,10.0,5.0,5.0,2.5,5,2.5,0,0,0.0,0,0,0,0,0,0,5,0,0,0,0
65,Dwayne Washington,1,5,9.0,1.8,6.0,1.2,3,0.6,0,1,-1.0,0,0,0,0,0,0,5,0,0,0,0
66,D.J. Foster,1,1,2.0,2.0,0.0,0.0,2,2.0,0,0,0.0,0,0,0,0,0,0,2,1,1,0,0
67,Dexter Williams,1,2,8.0,4.0,7.0,3.5,1,0.5,0,0,0.0,0,0,0,0,0,0,5,0,0,0,0
68,Alec Ingold,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,4
69,Jakob Johnson,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,2,1,0
70,Alex Collins,1,2,5.0,2.5,0.0,0.0,5,2.5,0,1,-3.0,0,0,0,0,0,0,8,0,0,0,0
71,Kyle Juszczyk,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,2
72,Le'Veon Bell,1,4,8.0,2.0,1.0,0.3,7,1.8,0,0,0.0,0,0,0,0,0,0,4,1,1,1,0
