,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
RANK,PLAYER,G,ATT,YDS,Y/ATT,YBCON,YBCON/ATT,YACON,YACON/ATT,BRKTKL,TK LOSS,TK LOSS YDS,LNG TD,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG,REC,TGT,RZ TGT,YACON
1,Derrick Henry,1,22,212.0,9.6,52.0,2.4,160,7.3,5,1,-3.0,94,4,2,2,1,1,94,2,5,0,33
2,Kenyan Drake,1,20,164.0,8.2,134.0,6.7,30,1.5,0,0,0.0,69,3,3,1,1,1,69,0,2,1,0
3,D'Andre Swift,1,14,116.0,8.3,85.0,6.1,31,2.2,2,0,0.0,6,2,1,1,1,1,54,3,4,0,0
4,Ronald Jones II,1,23,113.0,4.9,43.0,1.9,70,3.0,3,0,0.0,2,3,1,0,0,0,25,2,2,0,5
5,Clyde Edwards-Helaire,1,26,161.0,6.2,94.0,3.6,67,2.6,1,2,-8.0,0,5,1,1,0,0,31,4,4,0,7
6,James Conner,1,20,101.0,5.1,47.0,2.4,54,2.7,4,1,-4.0,3,3,0,0,0,0,14,1,1,0,1
7,David Johnson,1,19,57.0,3.0,29.0,1.5,28,1.5,0,2,-3.0,1,2,0,0,0,0,11,1,2,0,0
8,Joe Mixon,1,18,54.0,3.0,23.0,1.3,31,1.7,1,2,-5.0,7,0,0,0,0,0,9,2,3,1,1
9,Myles Gaskin,1,18,91.0,5.1,43.0,2.4,48,2.7,1,2,-3.0,0,3,0,0,0,0,15,4,4,0,8
10,Adrian Peterson,1,15,40.0,2.7,29.0,1.9,11,0.7,1,2,-2.0,1,0,0,0,0,0,8,1,1,0,0
11,Jonathan Taylor,1,12,60.0,5.0,42.0,3.5,18,1.5,0,1,-2.0,0,2,1,0,0,0,21,4,4,0,20
12,James Robinson,1,12,29.0,2.4,15.0,1.3,14,1.2,0,2,-3.0,0,0,0,0,0,0,8,4,4,1,0
13,Miles Sanders,1,9,118.0,13.1,94.0,10.4,24,2.7,1,0,0.0,0,2,2,1,1,1,74,1,2,0,0
14,Phillip Lindsay,1,23,101.0,4.4,49.0,2.1,52,2.3,1,4,-8.0,0,2,1,0,0,0,20,0,0,0,0
15,Darrel Williams,1,6,26.0,4.3,18.0,3.0,8,1.3,0,1,-3.0,13,1,0,0,0,0,13,1,1,0,3
16,Aaron Jones,1,10,15.0,1.5,7.0,0.7,8,0.8,0,2,-5.0,1,0,0,0,0,0,7,3,5,0,9
17,David Montgomery,1,19,58.0,3.1,22.0,1.2,36,1.9,2,3,-5.0,0,2,0,0,0,0,12,4,5,1,14
18,Mike Davis,1,18,52.0,2.9,36.0,2.0,16,0.9,0,3,-6.0,1,3,0,0,0,0,12,2,3,0,0
