,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
15,Ronald Jones II,1,18,80.0,4.4,49.0,2.7,31,1.7,0,0,0.0,1,2,0,0,0,0,16,1,2,0,2
16,J.K. Dobbins,1,13,53.0,4.1,22.0,1.7,31,2.4,0,0,0.0,1,2,0,0,0,0,13,0,0,0,0
17,D'Andre Swift,1,7,24.0,3.4,13.0,1.9,11,1.6,0,0,0.0,3,0,0,0,0,0,5,4,5,2,3
18,Tony Pollard,1,11,39.0,3.5,29.0,2.6,10,0.9,1,2,-2.0,0,1,0,0,0,0,17,2,2,1,0
19,Melvin Gordon III,1,13,68.0,5.2,40.0,3.1,28,2.2,1,1,-1.0,0,2,0,0,0,0,15,3,3,0,11
20,Clyde Edwards-Helaire,1,16,32.0,2.0,23.0,1.4,9,0.6,0,4,-14.0,0,1,0,0,0,0,12,5,6,0,23
21,J.D. McKissic,1,11,68.0,6.2,20.0,1.8,48,4.4,2,1,-1.0,0,3,0,0,0,0,17,2,4,0,2
22,Jeff Wilson Jr.,1,11,31.0,2.8,12.0,1.1,19,1.7,0,1,-5.0,1,1,0,0,0,0,11,1,3,0,0
23,James Robinson,1,12,67.0,5.6,6.0,0.5,61,5.1,0,2,-5.0,0,1,1,1,1,0,47,4,4,0,4
24,Kyle Juszczyk,1,1,3.0,3.0,0.0,0.0,3,3.0,0,0,0.0,0,0,0,0,0,0,3,2,3,2,0
25,Aaron Jones,1,15,69.0,4.6,25.0,1.7,44,2.9,0,1,-1.0,0,1,0,0,0,0,11,2,3,0,1
26,Nyheim Hines,1,7,58.0,8.3,45.0,6.4,13,1.9,0,1,-1.0,0,3,1,1,0,0,31,4,4,2,0
27,Josh Jacobs,1,13,49.0,3.8,30.0,2.3,19,1.5,0,2,-6.0,0,2,0,0,0,0,18,3,5,0,7
28,Wayne Gallman Jr.,1,12,57.0,4.8,16.0,1.3,41,3.4,5,0,0.0,0,1,0,0,0,0,16,3,4,0,4
29,Kerryon Johnson,1,2,3.0,1.5,0.0,0.0,3,1.5,0,0,0.0,2,0,0,0,0,0,2,1,1,0,3
30,Raheem Mostert,1,14,65.0,4.6,26.0,1.9,39,2.8,2,1,-2.0,0,1,0,0,0,0,14,2,4,0,0
31,Carlos Hyde,1,15,66.0,4.4,25.0,1.7,41,2.7,0,2,-5.0,0,3,0,0,0,0,18,0,0,0,0
32,Duke Johnson Jr.,1,8,26.0,3.3,10.0,1.3,16,2.0,2,0,0.0,0,1,0,0,0,0,10,2,2,0,9
33,Ezekiel Elliott,1,12,48.0,4.0,22.0,1.8,26,2.2,0,1,-2.0,0,1,1,0,0,0,26,2,3,0,0
34,Dion Lewis,1,2,14.0,7.0,9.0,4.5,5,2.5,0,0,0.0,1,1,0,0,0,0,13,0,0,0,0
35,Chase Edmonds,1,7,32.0,4.6,20.0,2.9,12,1.7,1,0,0.0,0,1,0,0,0,0,11,4,5,1,7
36,DeAndre Washington,1,13,35.0,2.7,19.0,1.5,16,1.2,1,2,-3.0,0,0,0,0,0,0,7,2,4,0,3
37,Damien Harris,1,11,50.0,4.5,37.0,3.4,13,1.2,0,0,0.0,0,1,0,0,0,0,12,1,2,1,0
38,Buddy Howell,1,11,42.0,3.8,29.0,2.6,13,1.2,0,0,0.0,0,0,0,0,0,0,9,1,2,0,2
39,Ito Smith,1,11,42.0,3.8,26.0,2.4,16,1.5,0,1,-1.0,0,0,0,0,0,0,8,1,1,1,3
40,Zack Moss,1,13,43.0,3.3,8.0,0.6,35,2.7,1,2,-6.0,0,1,0,0,0,0,13,0,1,0,0
41,Trayveon Williams,1,12,49.0,4.1,41.0,3.4,8,0.7,0,0,0.0,0,0,0,0,0,0,9,3,3,0,1
42,Samaje Perine,1,10,32.0,3.2,23.0,2.3,9,0.9,1,1,-2.0,0,1,0,0,0,0,11,2,2,0,2
43,Jalen Richard,1,2,10.0,5.0,9.0,4.5,1,0.5,0,0,0.0,0,0,0,0,0,0,6,4,5,0,2
44,Jamaal Williams,1,10,38.0,3.8,17.0,1.7,21,2.1,0,0,0.0,0,0,0,0,0,0,9,0,0,0,0
45,Peyton Barber,1,12,37.0,3.1,19.0,1.6,18,1.5,2,1,-2.0,0,0,0,0,0,0,9,2,3,0,0
46,Le'Veon Bell,1,2,21.0,10.5,15.0,7.5,6,3.0,1,0,0.0,0,1,0,0,0,0,13,2,3,0,4
47,LeSean McCoy,1,4,32.0,8.0,26.0,6.5,6,1.5,0,0,0.0,0,2,0,0,0,0,14,1,1,0,3
48,Devin Singletary,1,7,32.0,4.6,4.0,0.6,28,4.0,2,0,0.0,0,1,0,0,0,0,14,1,1,0,2
49,Jaylen Samuels,1,4,15.0,3.8,8.0,2.0,7,1.8,0,0,0.0,0,0,0,0,0,0,6,3,4,0,10
50,Phillip Lindsay,1,11,24.0,2.2,13.0,1.2,11,1.0,0,2,-5.0,0,0,0,0,0,0,9,2,2,0,7
51,Todd Gurley II,1,6,19.0,3.2,12.0,2.0,7,1.2,0,0,0.0,0,0,0,0,0,0,8,2,3,0,3
52,Adrian Peterson,1,4,7.0,1.8,2.0,0.5,5,1.3,0,0,0.0,0,0,0,0,0,0,3,1,1,0,6
53,Devine Ozigbo,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,4,4,0,11
54,Josh Adams,1,6,27.0,4.5,18.0,3.0,9,1.5,0,1,-3.0,0,1,0,0,0,0,12,2,2,0,0
55,Rodney Smith,1,2,10.0,5.0,6.0,3.0,4,2.0,0,0,0.0,0,0,0,0,0,0,6,2,2,0,3
56,Patrick Laird,1,4,19.0,4.8,8.0,2.0,11,2.8,0,0,0.0,0,0,0,0,0,0,9,1,1,1,0
57,Sony Michel,1,7,22.0,3.1,15.0,2.1,7,1.0,0,1,-1.0,0,0,0,0,0,0,8,0,1,0,0
58,C.J. Ham,1,1,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,3,3,0,9
59,Ameer Abdullah,1,3,11.0,3.7,5.0,1.7,6,2.0,0,0,0.0,0,0,0,0,0,0,4,2,2,1,1
60,Kalen Ballage,1,7,14.0,2.0,9.0,1.3,5,0.7,0,0,0.0,0,0,0,0,0,0,5,1,2,0,1
61,Justin Jackson,1,3,9.0,3.0,6.0,2.0,3,1.0,0,0,0.0,0,0,0,0,0,0,5,3,3,0,2
62,Devontae Booker,1,4,8.0,2.0,6.0,1.5,2,0.5,0,1,-2.0,0,0,0,0,0,0,6,3,3,1,2
63,James Conner,1,10,18.0,1.8,2.0,0.2,16,1.6,2,1,-1.0,0,0,0,0,0,0,5,0,0,0,0
64,James White,1,3,16.0,5.3,14.0,4.7,2,0.7,0,0,0.0,0,0,0,0,0,0,9,1,2,0,0
65,Boston Scott,1,3,6.0,2.0,2.0,0.7,4,1.3,0,0,0.0,0,0,0,0,0,0,3,1,1,0,4
66,Ty Johnson,1,8,16.0,2.0,5.0,0.6,11,1.4,0,1,-5.0,0,0,0,0,0,0,5,0,0,0,0
67,Brian Hill,1,1,3.0,3.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,3,1,1,0,1
68,Benny Snell Jr.,1,3,14.0,4.7,4.0,1.3,10,3.3,0,0,0.0,0,0,0,0,0,0,7,0,0,0,0
69,Dare Ogunbowale,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0
70,C.J. Prosise,1,1,2.0,2.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,1,1,0,0
71,Mike Boone,1,2,8.0,4.0,1.0,0.5,7,3.5,1,0,0.0,0,0,0,0,0,0,5,1,1,0,1
72,Frank Gore,1,8,23.0,2.9,13.0,1.6,10,1.3,0,1,-2.0,0,1,0,0,0,0,11,1,1,0,2
73,Jeremy McNichols,1,11,9.0,0.8,-1.0,-0.1,10,0.9,1,4,-9.0,0,0,0,0,0,0,6,1,1,0,0
74,Jordan Wilkins,1,1,3.0,3.0,2.0,2.0,1,1.0,0,0,0.0,0,0,0,0,0,0,3,1,2,1,2
75,DeeJay Dallas,1,4,7.0,1.8,0.0,0.0,7,1.8,0,1,-1.0,0,0,0,0,0,0,4,0,0,0,0
76,Alfred Morris,1,3,7.0,2.3,2.0,0.7,5,1.7,0,1,-1.0,0,0,0,0,0,0,5,0,0,0,0
77,Latavius Murray,1,4,13.0,3.3,8.0,2.0,5,1.3,0,0,0.0,0,0,0,0,0,0,7,1,1,0,0
78,Darrell Henderson Jr.,1,2,5.0,2.5,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,3,0,0,0,0
79,Justice Hill,1,1,4.0,4.0,2.0,2.0,2,2.0,0,0,0.0,0,0,0,0,0,0,4,0,0,0,0
80,Gabe Nabers,1,1,3.0,3.0,1.0,1.0,2,2.0,0,0,0.0,0,0,0,0,0,0,3,0,0,0,0
81,Giovani Bernard,1,3,8.0,2.7,6.0,2.0,2,0.7,0,0,0.0,0,0,0,0,0,0,4,3,3,0,0
82,Keith Smith,1,1,3.0,3.0,2.0,2.0,1,1.0,0,0,0.0,0,0,0,0,0,0,3,1,2,0,0
83,D'Onta Foreman,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
84,Corey Clement,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
85,J.J. Taylor,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
86,Antonio Gibson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
87,AJ Dillon,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
88,Darwin Thompson,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
89,Alec Ingold,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,0
90,Reggie Gilliam,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
91,Trenton Cannon,1,1,-2.0,-2.0,0.0,0.0,0,0.0,0,1,-2.0,0,0,0,0,0,0,0,0,0,0,0
92,Ke'Shawn Vaughn,1,1,-3.0,-3.0,0.0,0.0,0,0.0,0,1,-3.0,0,0,0,0,0,0,0,0,0,0,0
93,Travis Homer,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
94,Anthony Sherman,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
95,Malcolm Brown,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
96,Javon Leake,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
97,Craig Reynolds,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
98,JaMycal Hasty,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
99,Dwayne Washington,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
100,Jerick McKinnon,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
101,Saquon Barkley,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
102,Rico Dowdle,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
103,Alex Armah Jr.,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,0
104,Patrick Ricard,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
105,Christian McCaffrey,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
106,Darrel Williams,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
107,Tevin Coleman,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
108,D'Ernest Johnson,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
109,Andy Janovich,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
110,Elijhaa Penny,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
111,Alexander Mattison,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
112,Michael Burton,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
113,Joe Mixon,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
114,Ryan Nall,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
115,Nathan Cottrell,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
116,Mark Ingram II,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
117,Taiwan Jones,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
118,Jonathan Ward,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
119,Kenjon Barner,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
120,Darrynton Evans,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
121,La'Mical Perine,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
122,Jakob Johnson,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
123,Senorise Perry,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
124,Khari Blasingame,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
125,Myles Gaskin,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
126,Royce Freeman,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
127,Scottie Phillips,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
128,Derek Watt,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
129,Theo Riddick,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
130,Cordarrelle Patterson,0,0,0.0,,6.0,1.0,20,3.3,2,1,-2.0,0,1,0,0,0,0,0,0,0,0,0
