,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
RANK,PLAYER,G,ATT,YDS,Y/ATT,YBCON,YBCON/ATT,YACON,YACON/ATT,BRKTKL,TK LOSS,TK LOSS YDS,LNG TD,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG,REC,TGT,RZ TGT,YACON
1,Dalvin Cook,1,27,115.0,4.3,72.0,2.7,43,1.6,3,2,-2.0,1,3,0,0,0,0,16,5,5,0,0
2,Clyde Edwards-Helaire,1,14,69.0,4.9,40.0,2.9,29,2.1,0,1,-4.0,14,2,0,0,0,0,14,1,2,0,0
3,Derrick Henry,1,28,133.0,4.8,43.0,1.5,90,3.2,1,2,-7.0,29,3,2,0,0,0,29,1,2,0,0
4,Melvin Gordon III,1,15,84.0,5.6,57.0,3.8,27,1.8,0,3,-5.0,20,2,2,0,0,0,25,0,0,0,0
5,Ezekiel Elliott,1,21,103.0,4.9,69.0,3.3,34,1.6,0,0,0.0,0,2,0,0,0,0,18,2,2,2,0
6,J.K. Dobbins,1,15,70.0,4.7,34.0,2.3,36,2.4,0,0,0.0,2,2,0,0,0,0,11,2,2,0,5
7,Antonio Gibson,1,16,94.0,5.9,59.0,3.7,35,2.2,0,2,-6.0,1,4,0,0,0,0,19,1,2,0,10
8,Carlos Hyde,1,14,79.0,5.6,37.0,2.6,42,3.0,3,1,-1.0,2,3,0,0,0,0,17,2,3,0,5
9,Mike Davis,1,19,64.0,3.4,28.0,1.5,36,1.9,1,0,0.0,1,0,0,0,0,0,9,2,2,0,4
10,Aaron Jones,1,10,41.0,4.1,35.0,3.5,6,0.6,0,0,0.0,2,1,0,0,0,0,15,4,4,0,4
11,Frank Gore,1,15,61.0,4.1,45.0,3.0,16,1.1,0,1,-1.0,1,1,0,0,0,0,14,2,2,0,1
