,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
RANK,PLAYER,G,ATT,YDS,Y/ATT,YBCON,YBCON/ATT,YACON,YACON/ATT,BRKTKL,TK LOSS,TK LOSS YDS,LNG TD,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG,REC,TGT,RZ TGT,YACON
1,Alvin Kamara,1,6,58,9.7,48.0,8.0,10,1.7,0,0,0.0,0,1,1,1,1,0,49,13,14,3,87
2,Rex Burkhead,1,6,49,8.2,30.0,5.0,19,3.2,3,0,0.0,5,2,0,0,0,0,17,7,10,3,17
3,Derrick Henry,1,26,119,4.6,45.0,1.7,74,2.8,4,1,-3.0,1,3,0,0,0,0,16,2,3,0,1
4,James Robinson,1,11,46,4.2,15.0,1.4,31,2.8,0,0,0.0,11,2,0,0,0,0,11,6,6,0,31
5,Dalvin Cook,1,22,181,8.2,85.0,3.9,96,4.4,2,1,-3.0,39,7,2,2,0,0,39,2,5,0,1
6,Nick Chubb,1,19,108,5.7,56.0,2.9,52,2.7,3,1,-1.0,20,4,2,0,0,0,25,1,1,0,1
7,James Conner,1,18,109,6.1,86.0,4.8,23,1.3,2,0,0.0,12,4,1,0,0,0,25,4,5,2,3
8,Austin Ekeler,1,12,59,4.9,29.0,2.4,30,2.5,2,1,-1.0,12,2,0,0,0,0,12,11,11,0,21
9,Jeff Wilson Jr.,1,12,15,1.3,-2.0,-0.2,17,1.4,0,3,-6.0,2,0,0,0,0,0,4,3,3,2,12
10,Darrell Henderson Jr.,1,20,114,5.7,58.0,2.9,56,2.8,0,1,-2.0,1,5,0,0,0,0,14,1,3,0,0
11,Mike Davis,1,13,46,3.5,13.0,1.0,33,2.5,6,3,-4.0,0,1,1,0,0,0,25,8,9,4,9
12,Aaron Jones,1,16,69,4.3,35.0,2.2,34,2.1,0,0,0.0,1,2,0,0,0,0,19,2,4,2,11
13,Todd Gurley II,1,14,80,5.7,46.0,3.3,34,2.4,1,0,0.0,10,4,0,0,0,0,16,1,2,0,0
14,Sony Michel,1,9,117,13.0,18.0,2.0,99,11.0,3,0,0.0,0,3,2,2,1,0,48,2,2,0,13
15,Brian Hill,1,9,58,6.4,49.0,5.4,9,1.0,0,0,0.0,35,1,1,1,0,0,35,1,3,0,2
16,Jerick McKinnon,1,14,38,2.7,16.0,1.1,22,1.6,0,3,-5.0,10,2,0,0,0,0,11,3,4,1,0
17,Clyde Edwards-Helaire,1,20,64,3.2,34.0,1.7,30,1.5,2,2,-2.0,0,1,0,0,0,0,16,5,6,1,9
18,Kareem Hunt,1,16,46,2.9,9.0,0.6,37,2.3,0,3,-12.0,0,1,0,0,0,0,11,2,3,1,0
19,Jonathan Taylor,1,13,59,4.5,39.0,3.0,20,1.5,1,0,0.0,1,3,0,0,0,0,16,1,1,0,0
20,Devin Singletary,1,13,71,5.5,35.0,2.7,36,2.8,2,0,0.0,0,3,0,0,0,0,17,4,5,1,13
21,Ezekiel Elliott,1,14,34,2.4,14.0,1.0,20,1.4,0,2,-4.0,1,0,0,0,0,0,9,6,11,0,2
