,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
RANK,PLAYER,G,ATT,YDS,Y/ATT,YBCON,YBCON/ATT,YACON,YACON/ATT,BRKTKL,TK LOSS,TK LOSS YDS,LNG TD,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG,REC,TGT,RZ TGT,YACON
1,Alvin Kamara,1,8,15,1.9,5.0,0.6,10,1.3,0,1,-6.0,2,0,0,0,0,0,8,7,8,2,3
2,Josh Jacobs,1,21,112,5.3,61.0,2.9,51,2.4,3,1,-5.0,11,4,1,0,0,0,24,4,4,0,10
3,Ronald Jones II,1,23,192,8.3,53.0,2.3,139,6.0,0,1,-2.0,98,3,1,1,1,1,98,1,2,0,0
4,Nyheim Hines,1,12,70,5.8,27.0,2.3,43,3.6,3,1,-3.0,2,3,0,0,0,0,14,5,6,2,17
5,D'Andre Swift,1,16,81,5.1,49.0,3.1,32,2.0,0,1,-1.0,0,3,0,0,0,0,17,5,5,1,24
6,Devontae Booker,1,16,81,5.1,49.0,3.1,32,2.0,3,0,0.0,23,1,1,0,0,0,23,1,1,0,0
7,Nick Chubb,1,19,126,6.6,114.0,6.0,12,0.6,1,2,-4.0,9,3,1,1,1,1,59,0,1,0,0
8,Rex Burkhead,1,6,31,5.2,16.0,2.7,15,2.5,0,0,0.0,0,0,0,0,0,0,9,4,5,1,0
9,Antonio Gibson,1,13,45,3.5,13.0,1.0,32,2.5,1,1,-3.0,5,1,0,0,0,0,12,4,4,1,12
10,Wayne Gallman Jr.,1,18,53,2.9,21.0,1.2,32,1.8,0,2,-7.0,2,1,0,0,0,0,17,1,2,0,2
11,Malcolm Brown,1,6,33,5.5,23.0,3.8,10,1.7,0,0,0.0,7,1,0,0,0,0,13,2,2,0,3
12,Salvon Ahmed,1,21,85,4.0,52.0,2.5,33,1.6,0,3,-5.0,1,3,0,0,0,0,18,1,1,1,1
13,Boston Scott,1,3,63,21.0,44.0,14.7,19,6.3,1,0,0.0,56,1,1,1,1,1,56,1,1,0,0
14,Kareem Hunt,1,19,104,5.5,74.0,3.9,30,1.6,3,1,-4.0,0,4,0,0,0,0,19,3,4,1,7
15,Damien Harris,1,22,121,5.5,72.0,3.3,49,2.2,2,2,-3.0,0,5,1,0,0,0,25,0,0,0,0
16,Miles Sanders,1,15,85,5.7,57.0,3.8,28,1.9,3,2,-3.0,0,4,0,0,0,0,14,2,5,0,0
17,James Robinson,1,23,109,4.7,48.0,2.1,61,2.7,0,1,-4.0,0,3,1,0,0,0,20,2,5,0,2
18,Dalvin Cook,1,30,96,3.2,54.0,1.8,42,1.4,5,1,-1.0,0,2,0,0,0,0,14,4,4,0,9
19,J.D. McKissic,1,8,6,0.8,1.0,0.1,5,0.6,0,1,-10.0,2,0,0,0,0,0,5,7,15,1,11
20,Derrick Henry,1,19,103,5.4,35.0,1.8,68,3.6,2,3,-6.0,0,3,1,0,0,0,20,1,2,0,6
21,Alex Collins,1,11,43,3.9,21.0,1.9,22,2.0,0,1,-1.0,13,1,0,0,0,0,13,1,2,0,0
22,Kalen Ballage,1,18,68,3.8,37.0,2.1,31,1.7,0,1,-2.0,0,2,0,0,0,0,11,5,6,0,6
23,Aaron Jones,1,13,46,3.5,30.0,2.3,16,1.2,0,1,-3.0,0,1,1,0,0,0,20,5,6,0,14
24,Darrell Henderson Jr.,1,7,28,4.0,18.0,2.6,10,1.4,0,1,-1.0,1,1,0,0,0,0,16,1,1,0,1
25,Kenyan Drake,1,16,100,6.3,35.0,2.2,65,4.1,1,1,-4.0,0,3,1,0,0,0,20,1,1,0,1
26,D'Onta Foreman,1,7,18,2.6,5.0,0.7,13,1.9,1,1,-1.0,0,0,0,0,0,0,8,1,1,1,0
27,Chase Edmonds,1,8,56,7.0,11.0,1.4,45,5.6,2,1,-1.0,0,2,1,0,0,0,25,3,3,0,5
28,Gus Edwards,1,7,42,6.0,27.0,3.9,15,2.1,2,0,0.0,0,1,0,0,0,0,11,1,1,0,0
29,Corey Clement,1,1,5,5.0,3.0,3.0,2,2.0,0,0,0.0,5,0,0,0,0,0,5,0,0,0,0
30,Latavius Murray,1,9,57,6.3,27.0,3.0,30,3.3,1,0,0.0,0,2,0,0,0,0,18,0,0,0,0
31,Jamaal Williams,1,8,30,3.8,14.0,1.8,16,2.0,0,0,0.0,0,0,0,0,0,0,7,3,4,0,13
32,Samaje Perine,1,7,48,6.9,34.0,4.9,14,2.0,0,1,-1.0,0,3,0,0,0,0,15,1,1,1,0
