,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
RANK,PLAYER,G,ATT,YDS,Y/ATT,YBCON,YBCON/ATT,YACON,YACON/ATT,BRKTKL,TK LOSS,TK LOSS YDS,LNG TD,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG,REC,TGT,RZ TGT,YACON
1,Aaron Jones,1,18,168.0,9.3,64.0,3.6,104,5.8,0,1,-2.0,75,4,1,1,1,1,75,4,8,2,5
2,Alvin Kamara,1,13,79.0,6.1,33.0,2.5,46,3.5,3,0,0.0,3,3,1,0,0,0,21,9,9,1,8
3,Nick Chubb,1,22,124.0,5.6,41.0,1.9,83,3.8,2,2,-2.0,11,5,2,0,0,0,26,1,1,0,2
4,Leonard Fournette,1,12,103.0,8.6,35.0,2.9,68,5.7,0,1,-1.0,46,2,2,1,1,0,46,4,5,2,4
5,Kareem Hunt,1,10,86.0,8.6,25.0,2.5,61,6.1,0,0,0.0,1,4,1,1,0,0,33,2,2,1,0
6,Christian McCaffrey,1,18,59.0,3.3,24.0,1.3,35,1.9,0,3,-6.0,7,0,0,0,0,0,9,4,5,0,8
7,David Montgomery,1,16,82.0,5.1,14.0,0.9,68,4.3,2,0,0.0,0,3,1,0,0,0,23,3,3,0,18
8,Darrell Henderson Jr.,1,12,81.0,6.8,24.0,2.0,57,4.8,1,0,0.0,2,2,1,1,1,0,40,2,3,1,6
9,James Conner,1,16,106.0,6.6,27.0,1.7,79,4.9,0,2,-3.0,2,2,1,1,1,1,59,2,2,1,0
10,James Robinson,1,16,102.0,6.4,40.0,2.5,62,3.9,3,0,0.0,17,2,1,1,0,0,39,3,4,1,6
11,Miles Sanders,1,20,95.0,4.8,63.0,3.2,32,1.6,1,0,0.0,5,1,0,0,0,0,15,3,7,0,2
12,Jonathan Taylor,1,26,101.0,3.9,46.0,1.8,55,2.1,1,3,-4.0,5,1,0,0,0,0,13,2,2,0,4
13,Chris Carson,1,17,72.0,4.2,56.0,3.3,16,0.9,0,0,0.0,0,1,0,0,0,0,13,3,3,1,9
14,Raheem Mostert,1,8,92.0,11.5,85.0,10.6,7,0.9,0,2,-5.0,80,1,1,1,1,1,80,2,2,0,3
15,Ezekiel Elliott,1,22,89.0,4.0,41.0,1.9,48,2.2,2,1,-4.0,1,3,0,0,0,0,11,6,7,1,21
16,Dalvin Cook,1,14,63.0,4.5,33.0,2.4,30,2.1,1,0,0.0,3,1,0,0,0,0,16,2,2,0,2
17,Austin Ekeler,1,16,93.0,5.8,36.0,2.3,57,3.6,5,1,-1.0,0,1,0,0,0,0,13,4,4,0,32
18,Melvin Gordon III,1,19,70.0,3.7,34.0,1.8,36,1.9,4,4,-7.0,0,3,0,0,0,0,17,2,3,2,0
19,Mark Ingram II,1,9,55.0,6.1,42.0,4.7,13,1.4,0,0,0.0,30,1,1,1,0,0,30,2,3,2,0
20,Jerick McKinnon,1,3,77.0,25.7,69.0,23.0,8,2.7,0,0,0.0,16,2,1,1,1,1,55,0,1,0,0
21,Dion Lewis,1,10,20.0,2.0,9.0,0.9,11,1.1,0,1,-1.0,1,0,0,0,0,0,6,4,5,1,6
22,Joshua Kelley,1,23,64.0,2.8,29.0,1.3,35,1.5,1,1,-1.0,0,0,0,0,0,0,7,2,2,0,4
23,Antonio Gibson,1,13,55.0,4.2,18.0,1.4,37,2.8,8,2,-2.0,11,1,0,0,0,0,11,1,2,0,0
24,Josh Jacobs,1,27,88.0,3.3,47.0,1.7,41,1.5,4,4,-13.0,0,3,0,0,0,0,14,3,3,0,2
