,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
42,James Conner,1,9,37.0,4.1,21.0,2.3,16,1.8,2,0,0.0,0,0,0,0,0,0,9,5,8,2,9
43,Samaje Perine,1,9,51.0,5.7,26.0,2.9,25,2.8,0,1,-2.0,0,2,0,0,0,0,15,0,0,0,0
44,Kenyan Drake,1,10,36.0,3.6,11.0,1.1,25,2.5,1,2,-6.0,0,2,0,0,0,0,12,3,3,0,5
45,C.J. Ham,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,3,1,8
46,Kareem Hunt,1,10,37.0,3.7,26.0,2.6,11,1.1,1,0,0.0,0,1,0,0,0,0,12,1,1,0,0
47,Theo Riddick,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,4,5,1,9
48,Mark Ingram II,1,9,39.0,4.3,18.0,2.0,21,2.3,0,0,0.0,0,1,0,0,0,0,16,0,0,0,0
49,Todd Gurley II,1,9,18.0,2.0,6.0,0.7,12,1.3,0,0,0.0,0,0,0,0,0,0,5,1,2,0,3
50,Tony Pollard,1,5,15.0,3.0,3.0,0.6,12,2.4,1,1,-2.0,0,0,0,0,0,0,6,3,5,1,5
51,J.D. McKissic,1,2,0.0,0.0,-2.0,-1.0,2,1.0,1,1,-3.0,0,0,0,0,0,0,3,5,8,1,8
52,Mike Boone,1,5,29.0,5.8,15.0,3.0,14,2.8,0,0,0.0,0,1,0,0,0,0,19,0,0,0,0
53,Leonard Fournette,1,5,13.0,2.6,-2.0,-0.4,15,3.0,0,1,-3.0,0,0,0,0,0,0,6,2,2,1,4
54,Jamaal Williams,1,5,26.0,5.2,23.0,4.6,3,0.6,0,0,0.0,0,1,0,0,0,0,14,0,0,0,0
55,Chase Edmonds,1,3,-3.0,-1.0,-5.0,-1.7,2,0.7,0,2,-6.0,0,0,0,0,0,0,3,2,2,0,5
56,Royce Freeman,1,2,21.0,10.5,13.0,6.5,8,4.0,0,0,0.0,0,1,1,0,0,0,20,1,1,0,0
57,Zack Moss,1,3,8.0,2.7,5.0,1.7,3,1.0,0,0,0.0,0,0,0,0,0,0,4,1,1,0,7
58,Justice Hill,1,2,21.0,10.5,16.0,8.0,5,2.5,0,0,0.0,0,1,0,0,0,0,16,0,0,0,0
59,Rashaad Penny,1,6,19.0,3.2,10.0,1.7,9,1.5,0,0,0.0,0,0,0,0,0,0,7,0,0,0,0
60,Malcolm Brown,1,3,20.0,6.7,13.0,4.3,7,2.3,0,0,0.0,0,1,0,0,0,0,12,1,1,0,0
61,Anthony McFarland Jr.,1,5,17.0,3.4,2.0,0.4,15,3.0,1,1,-1.0,0,0,0,0,0,0,6,0,1,0,0
62,Ito Smith,1,3,9.0,3.0,2.0,0.7,7,2.3,0,0,0.0,0,0,0,0,0,0,5,1,4,1,3
63,Devontae Booker,1,5,16.0,3.2,8.0,1.6,8,1.6,0,0,0.0,0,0,0,0,0,0,6,0,0,0,0
64,Tony Jones Jr.,1,3,13.0,4.3,6.0,2.0,7,2.3,0,0,0.0,0,0,0,0,0,0,6,0,0,0,0
65,Devin Singletary,1,3,7.0,2.3,5.0,1.7,2,0.7,0,1,-1.0,0,0,0,0,0,0,5,1,1,0,0
66,Alfred Morris,1,5,12.0,2.4,4.0,0.8,8,1.6,1,0,0.0,0,0,0,0,0,0,5,0,1,0,0
67,Benny Snell Jr.,1,3,10.0,3.3,1.0,0.3,9,3.0,1,0,0.0,0,0,0,0,0,0,6,0,0,0,0
68,Peyton Barber,1,4,10.0,2.5,7.0,1.8,3,0.8,0,0,0.0,0,0,0,0,0,0,3,0,0,0,0
69,Corey Clement,1,1,1.0,1.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,6
70,Giovani Bernard,1,3,7.0,2.3,6.0,2.0,1,0.3,1,0,0.0,0,0,0,0,0,0,4,0,1,0,0
71,Dion Lewis,1,1,7.0,7.0,5.0,5.0,2,2.0,0,0,0.0,0,0,0,0,0,0,7,0,1,0,0
72,Jerick McKinnon,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0
73,Anthony Sherman,1,1,6.0,6.0,4.0,4.0,2,2.0,0,0,0.0,0,0,0,0,0,0,6,0,0,0,0
74,Jason Huntley,1,2,5.0,2.5,1.0,0.5,4,2.0,1,0,0.0,0,0,0,0,0,0,5,1,1,0,0
75,Gabe Nabers,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0
76,Kyle Juszczyk,1,1,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,0,0
77,AJ Dillon,1,1,3.0,3.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,3,0,0,0,0
78,Darrel Williams,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,2
79,Austin Walter,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
80,D'Onta Foreman,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
81,Devine Ozigbo,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
82,Dontrell Hilliard,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
83,DeeJay Dallas,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
84,Patrick Laird,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
85,Nathan Cottrell,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
86,Buddy Howell,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
87,Alec Ingold,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
88,Scottie Phillips,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
89,Joshua Kelley,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
90,Raymond Calais,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
91,Xavier Jones,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
92,Artavis Pierce,1,1,-1.0,-1.0,0.0,0.0,0,0.0,0,1,-1.0,0,0,0,0,0,0,0,0,0,0,0
93,Craig Reynolds,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
94,Christian McCaffrey,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
95,La'Mical Perine,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
96,Raheem Mostert,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
97,Michael Burton,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
98,Alvin Kamara,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
99,Joe Mixon,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
100,Ryan Nall,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
101,Keith Smith,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
102,Kerryon Johnson,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
103,Travis Homer,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
104,J.J. Taylor,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
105,Dalvin Cook,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
106,Andy Janovich,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
107,D'Ernest Johnson,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
108,Jakob Johnson,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
109,Patrick Ricard,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
110,Matt Breida,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
111,Tevin Coleman,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
112,D.J. Foster,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
113,JaMycal Hasty,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
114,Darrynton Evans,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
115,LeVante Bellamy,1,1,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
116,Alex Armah Jr.,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
117,Miles Sanders,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
118,Ke'Shawn Vaughn,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
119,Reggie Gilliam,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
120,Jeremy McNichols,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
121,Khari Blasingame,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
122,Trenton Cannon,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
123,Derek Watt,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
124,Jaylen Samuels,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
125,Saquon Barkley,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
126,Rico Dowdle,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
127,Clyde Edwards-Helaire,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
128,Cordarrelle Patterson,0,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
