,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
RANK,PLAYER,G,ATT,YDS,Y/ATT,YBCON,YBCON/ATT,YACON,YACON/ATT,BRKTKL,TK LOSS,TK LOSS YDS,LNG TD,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG,REC,TGT,RZ TGT,YACON
1,Jeff Wilson Jr.,1,17,112.0,6.6,71.0,4.2,41,2.4,2,1,-2.0,16,3,0,0,0,0,17,2,2,0,0
2,James Robinson,1,22,119.0,5.4,56.0,2.5,63,2.9,3,3,-4.0,4,4,1,0,0,0,22,4,6,1,11
3,Todd Gurley II,1,23,63.0,2.7,29.0,1.3,34,1.5,3,2,-9.0,10,2,0,0,0,0,13,2,3,0,6
4,Antonio Gibson,1,20,128.0,6.4,66.0,3.3,62,3.1,1,0,0.0,12,2,1,1,1,0,40,0,1,0,0
5,Jamaal Williams,1,19,77.0,4.1,52.0,2.7,25,1.3,0,2,-5.0,1,1,0,0,0,0,13,4,5,0,14
6,Kareem Hunt,1,18,76.0,4.2,33.0,1.8,43,2.4,3,2,-7.0,0,4,0,0,0,0,15,3,4,1,9
7,Giovani Bernard,1,13,37.0,2.8,19.0,1.5,18,1.4,0,2,-4.0,0,0,0,0,0,0,8,5,5,1,12
8,Boston Scott,1,12,46.0,3.8,21.0,1.8,25,2.1,0,0,0.0,0,1,0,0,0,0,12,3,5,2,10
9,Alvin Kamara,1,14,83.0,5.9,44.0,3.1,39,2.8,1,1,-4.0,0,2,1,1,0,0,32,8,8,0,26
10,Chase Edmonds,1,5,58.0,11.6,53.0,10.6,5,1.0,1,0,0.0,0,2,1,1,0,0,32,7,7,2,40
