,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
RANK,PLAYER,G,ATT,YDS,Y/ATT,YBCON,YBCON/ATT,YACON,YACON/ATT,BRKTKL,TK LOSS,TK LOSS YDS,LNG TD,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG,REC,TGT,RZ TGT,YACON
1,David Montgomery,1,32,146.0,4.6,86.0,2.7,60,1.9,3,2,-2.0,14,4,0,0,0,0,19,1,2,1,2
2,Tony Pollard,1,12,69.0,5.8,21.0,1.8,48,4.0,2,1,-1.0,40,1,1,1,1,0,40,6,9,2,27
3,Derrick Henry,1,24,147.0,6.1,55.0,2.3,92,3.8,1,2,-6.0,3,4,1,1,0,0,33,2,2,0,0
4,Dalvin Cook,1,24,132.0,5.5,69.0,2.9,63,2.6,1,0,0.0,1,6,1,0,0,0,20,5,5,2,2
5,Aaron Jones,1,20,145.0,7.3,113.0,5.7,32,1.6,0,1,-1.0,8,3,1,1,1,0,46,3,4,0,7
6,Giovani Bernard,1,25,83.0,3.3,30.0,1.2,53,2.1,0,2,-6.0,4,1,0,0,0,0,11,1,1,1,7
7,Salvon Ahmed,1,23,122.0,5.3,96.0,4.2,26,1.1,3,0,0.0,1,3,1,1,0,0,31,1,3,0,0
8,Melvin Gordon III,1,11,61.0,5.5,44.0,4.0,17,1.5,1,0,0.0,10,2,0,0,0,0,14,4,4,0,5
9,Leonard Fournette,1,14,49.0,3.5,10.0,0.7,39,2.8,0,0,0.0,1,1,0,0,0,0,17,3,5,1,12
10,D'Andre Swift,1,15,67.0,4.5,42.0,2.8,25,1.7,2,1,-2.0,6,2,0,0,0,0,11,4,5,0,2
11,Josh Jacobs,1,26,76.0,2.9,27.0,1.0,49,1.9,1,3,-6.0,1,2,1,0,0,0,20,3,3,0,18
12,J.D. McKissic,1,13,51.0,3.9,28.0,2.2,23,1.8,0,1,-1.0,0,1,0,0,0,0,11,9,10,2,2
13,Benny Snell Jr.,1,18,84.0,4.7,41.0,2.3,43,2.4,1,3,-7.0,1,3,1,0,0,0,29,3,4,0,9
14,Jonathan Taylor,1,16,83.0,5.2,38.0,2.4,45,2.8,0,2,-4.0,5,4,0,0,0,0,14,4,5,2,4
15,Alvin Kamara,1,11,54.0,4.9,31.0,2.8,23,2.1,0,0,0.0,0,1,0,0,0,0,11,3,6,1,14
16,Devin Singletary,1,8,68.0,8.5,10.0,1.3,58,7.3,0,0,0.0,51,1,1,1,1,1,51,3,3,1,4
17,J.K. Dobbins,1,14,64.0,4.6,40.0,2.9,24,1.7,0,0,0.0,2,1,0,0,0,0,11,1,1,0,3
