,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
RANK,PLAYER,G,ATT,YDS,Y/ATT,YBCON,YBCON/ATT,YACON,YACON/ATT,BRKTKL,TK LOSS,TK LOSS YDS,LNG TD,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG,REC,TGT,RZ TGT,YACON
1,Ezekiel Elliott,1,19,91.0,4.8,35.0,1.8,56,2.9,2,0,0.0,12,1,0,0,0,0,12,1,2,0,1
2,Miles Sanders,1,11,80.0,7.3,73.0,6.6,7,0.6,0,3,-7.0,74,1,1,1,1,1,74,2,4,1,8
3,Todd Gurley II,1,14,121.0,8.6,34.0,2.4,87,6.2,3,0,0.0,35,4,2,1,0,0,35,4,5,0,12
4,Mike Davis,1,16,89.0,5.6,21.0,1.3,68,4.3,5,1,-1.0,0,2,0,0,0,0,15,9,10,1,36
5,Josh Jacobs,1,23,77.0,3.3,35.0,1.5,42,1.8,0,1,-1.0,7,0,0,0,0,0,7,2,3,0,2
6,Darrell Henderson Jr.,1,15,38.0,2.5,36.0,2.4,2,0.1,0,2,-2.0,1,0,0,0,0,0,7,3,4,2,0
7,Derrick Henry,1,19,57.0,3.0,29.0,1.5,28,1.5,0,1,-3.0,9,1,0,0,0,0,12,1,2,0,0
8,Kareem Hunt,1,20,72.0,3.6,28.0,1.4,44,2.2,0,0,0.0,0,1,0,0,0,0,10,3,4,2,14
9,Chase Edmonds,1,3,36.0,12.0,0.0,0.0,0,0.0,0,0,0.0,29,1,1,0,0,0,29,5,6,0,2
10,Myles Gaskin,1,16,57.0,3.6,36.0,2.3,21,1.3,0,2,-3.0,1,1,1,0,0,0,21,5,5,3,5
11,Dalvin Cook,1,17,65.0,3.8,13.0,0.8,52,3.1,0,1,-2.0,8,2,0,0,0,0,10,5,5,0,15
12,Devonta Freeman,1,17,60.0,3.5,33.0,1.9,27,1.6,1,1,-2.0,4,0,0,0,0,0,9,2,3,0,1
13,Chris Carson,1,8,52.0,6.5,8.0,1.0,44,5.5,1,0,0.0,29,1,1,0,0,0,29,6,7,0,16
14,Alexander Mattison,1,20,112.0,5.6,41.0,2.1,71,3.6,1,1,-2.0,0,4,2,0,0,0,25,3,3,0,4
15,Jonathan Taylor,1,12,57.0,4.8,37.0,3.1,20,1.7,0,0,0.0,4,1,0,0,0,0,10,2,3,1,7
16,T.J. Yeldon,1,7,52.0,7.4,26.0,3.7,26,3.7,0,0,0.0,0,1,1,1,0,0,34,1,3,0,0
17,Ronald Jones II,1,17,106.0,6.2,17.0,1.0,89,5.2,0,2,-3.0,0,3,1,1,0,0,37,3,5,1,2
18,James Conner,1,15,44.0,2.9,26.0,1.7,18,1.2,1,2,-2.0,1,1,1,0,0,0,25,3,3,0,3
19,Kenyan Drake,1,18,60.0,3.3,46.0,2.6,14,0.8,2,2,-2.0,1,1,0,0,0,0,10,1,1,0,0
20,Alvin Kamara,1,11,45.0,4.1,33.0,3.0,12,1.1,0,0,0.0,0,2,0,0,0,0,10,8,10,0,12
21,Raheem Mostert,1,11,90.0,8.2,63.0,5.7,27,2.5,1,1,-1.0,0,2,1,1,0,0,37,3,3,0,2
22,David Montgomery,1,10,29.0,2.9,7.0,0.7,22,2.2,1,0,0.0,3,0,0,0,0,0,7,7,8,0,8
23,David Johnson,1,17,96.0,5.6,53.0,3.1,43,2.5,0,1,-1.0,0,3,1,0,0,0,29,2,4,1,7
24,Joe Mixon,1,24,59.0,2.5,23.0,1.0,36,1.5,0,3,-5.0,0,0,0,0,0,0,7,6,8,0,15
25,Justin Jackson,1,15,71.0,4.7,51.0,3.4,20,1.3,1,3,-5.0,0,2,1,1,0,0,36,5,6,0,12
26,Clyde Edwards-Helaire,1,10,40.0,4.0,23.0,2.3,17,1.7,0,1,-1.0,0,0,0,0,0,0,9,3,8,0,8
27,Kyle Juszczyk,1,2,11.0,5.5,7.0,3.5,4,2.0,0,0,0.0,7,0,0,0,0,0,7,0,1,1,0
28,Le'Veon Bell,1,13,60.0,4.6,30.0,2.3,30,2.3,3,0,0.0,0,1,0,0,0,0,13,1,1,0,0
29,Devontae Booker,1,7,62.0,8.9,17.0,2.4,45,6.4,1,0,0.0,0,1,1,1,1,0,43,1,1,0,1
30,Cam Akers,1,9,61.0,6.8,12.0,1.3,49,5.4,1,1,-6.0,0,1,1,1,1,0,46,0,0,0,0
31,Matt Breida,1,9,28.0,3.1,14.0,1.6,14,1.6,0,0,0.0,0,1,0,0,0,0,12,1,1,0,0
32,Mark Ingram II,1,11,57.0,5.2,32.0,2.9,25,2.3,3,0,0.0,0,2,1,0,0,0,20,0,0,0,0
