,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
RANK,PLAYER,G,ATT,YDS,Y/ATT,YBCON,YBCON/ATT,YACON,YACON/ATT,BRKTKL,TK LOSS,TK LOSS YDS,LNG TD,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG,REC,TGT,RZ TGT,YACON
1,Joe Mixon,1,25,151.0,6.0,92,3.7,59,2.4,0,2,-2.0,34,4,3,1,0,0,34,6,6,2,14
2,Dalvin Cook,1,27,130.0,4.8,84,3.1,46,1.7,5,0,0.0,7,3,0,0,0,0,15,2,2,0,3
3,Melvin Gordon III,1,23,107.0,4.7,60,2.6,47,2.0,1,5,-9.0,43,3,1,1,1,0,43,2,3,0,2
4,Chris Carson,1,16,80.0,5.0,42,2.6,38,2.4,0,0,0.0,1,1,0,0,0,0,18,3,4,1,1
5,Latavius Murray,1,14,64.0,4.6,36,2.6,28,2.0,1,1,-2.0,6,1,0,0,0,0,11,1,2,0,11
6,Kareem Hunt,1,11,71.0,6.5,29,2.6,42,3.8,0,1,-2.0,14,4,0,0,0,0,14,0,0,0,0
7,Antonio Gibson,1,13,46.0,3.5,31,2.4,15,1.2,0,2,-2.0,2,1,0,0,0,0,10,4,5,0,30
8,Todd Gurley II,1,16,57.0,3.6,25,1.6,32,2.0,8,1,-3.0,5,1,0,0,0,0,13,1,1,0,0
9,Alvin Kamara,1,19,83.0,4.4,51,2.7,32,1.7,4,2,-3.0,1,2,0,0,0,0,12,3,4,1,4
10,Aaron Jones,1,15,71.0,4.7,40,2.7,31,2.1,6,2,-8.0,0,3,1,0,0,0,23,5,5,1,0
11,Mike Davis,1,16,84.0,5.3,13,0.8,71,4.4,3,1,-2.0,1,2,1,0,0,0,21,5,6,2,11
12,Jerick McKinnon,1,14,54.0,3.9,15,1.1,39,2.8,2,2,-6.0,1,2,0,0,0,0,15,7,8,0,12
13,Devin Singletary,1,18,56.0,3.1,5,0.3,51,2.8,0,3,-10.0,2,2,0,0,0,0,11,5,6,0,12
14,Reggie Bonnafon,1,10,53.0,5.3,36,3.6,17,1.7,0,0,0.0,0,2,1,0,0,0,22,2,2,1,0
15,Ronald Jones II,1,20,111.0,5.6,34,1.7,77,3.9,3,1,-1.0,0,3,1,0,0,0,23,6,9,1,5
16,Ezekiel Elliott,1,12,54.0,4.5,30,2.5,24,2.0,2,2,-3.0,0,1,1,0,0,0,24,8,8,0,24
17,D'Andre Swift,1,4,22.0,5.5,19,4.8,3,0.8,0,0,0.0,0,0,0,0,0,0,7,4,4,2,3
18,James Robinson,1,17,75.0,4.4,42,2.5,33,1.9,2,1,-2.0,0,2,0,0,0,0,14,4,4,0,14
19,Jamaal Williams,1,8,10.0,1.3,2,0.3,8,1.0,0,2,-5.0,0,0,0,0,0,0,5,8,8,0,14
20,Damien Harris,1,17,100.0,5.9,82,4.8,18,1.1,0,0,0.0,0,2,1,1,1,0,41,0,0,0,0
21,Chase Edmonds,1,4,16.0,4.0,10,2.5,6,1.5,0,1,-1.0,0,0,0,0,0,0,9,5,6,2,7
22,Mark Ingram II,1,8,34.0,4.3,23,2.9,11,1.4,1,0,0.0,1,0,0,0,0,0,8,1,1,0,0
23,Adrian Peterson,1,11,36.0,3.3,22,2.0,14,1.3,1,1,-2.0,5,1,0,0,0,0,10,0,2,0,0
24,D'Ernest Johnson,1,13,95.0,7.3,53,4.1,42,3.2,1,0,0.0,0,2,1,0,0,0,28,0,0,0,0
25,Tony Pollard,1,3,16.0,5.3,9,3.0,7,2.3,0,0,0.0,3,0,0,0,0,0,8,1,2,0,12
26,David Johnson,1,16,63.0,3.9,44,2.8,19,1.2,1,1,-1.0,0,1,0,0,0,0,15,2,3,0,3
27,Clyde Edwards-Helaire,1,16,64.0,4.0,44,2.8,20,1.3,2,2,-2.0,0,2,0,0,0,0,13,3,3,1,3
28,Ke'Shawn Vaughn,1,3,4.0,1.3,1,0.3,3,1.0,0,0,0.0,0,0,0,0,0,0,3,2,3,2,5
29,Jonathan Taylor,1,17,68.0,4.0,52,3.1,16,0.9,0,2,-5.0,0,2,0,0,0,0,16,1,1,0,6
30,David Montgomery,1,10,27.0,2.7,16,1.6,11,1.1,1,0,0.0,0,0,0,0,0,0,6,3,6,1,13
31,Alexander Mattison,1,7,17.0,2.4,12,1.7,5,0.7,0,0,0.0,4,0,0,0,0,0,4,0,0,0,0
32,Miles Sanders,1,13,46.0,3.5,20,1.5,26,2.0,0,2,-4.0,0,0,0,0,0,0,9,2,4,0,7
33,Josh Jacobs,1,15,48.0,3.2,19,1.3,29,1.9,0,3,-7.0,0,2,0,0,0,0,16,3,4,1,12
34,Devonta Freeman,1,11,33.0,3.0,32,2.9,1,0.1,1,1,-1.0,0,1,0,0,0,0,10,4,4,1,0
35,Travis Homer,1,4,5.0,1.3,2,0.5,3,0.8,0,2,-5.0,0,0,0,0,0,0,8,1,1,1,0
36,Myles Gaskin,1,10,40.0,4.0,22,2.2,18,1.8,0,2,-3.0,0,1,0,0,0,0,11,3,4,1,4
37,James White,1,3,21.0,7.0,16,5.3,5,1.7,0,0,0.0,0,1,0,0,0,0,10,7,8,1,6
38,Malcolm Brown,1,9,38.0,4.2,34,3.8,4,0.4,0,1,-1.0,0,1,0,0,0,0,13,5,6,1,0
39,Rex Burkhead,1,11,45.0,4.1,36,3.3,9,0.8,0,2,-2.0,0,1,0,0,0,0,18,1,1,0,0
40,Matt Breida,1,3,9.0,3.0,4,1.3,5,1.7,0,0,0.0,0,0,0,0,0,0,4,3,3,0,13
41,Wayne Gallman Jr.,1,6,45.0,7.5,20,3.3,25,4.2,0,0,0.0,0,1,1,0,0,0,26,0,0,0,0
42,Duke Johnson Jr.,1,5,24.0,4.8,15,3.0,9,1.8,0,0,0.0,0,0,0,0,0,0,8,3,4,1,4
43,Nick Chubb,1,6,43.0,7.2,17,2.8,26,4.3,1,1,-2.0,0,2,1,0,0,0,21,0,0,0,0
44,Gus Edwards,1,9,38.0,4.2,19,2.1,19,2.1,1,0,0.0,0,1,0,0,0,0,13,0,0,0,0
45,Darrell Henderson Jr.,1,8,21.0,2.6,14,1.8,7,0.9,1,0,0.0,0,0,0,0,0,0,4,1,1,0,0
46,Frank Gore,1,13,30.0,2.3,9,0.7,21,1.6,0,2,-3.0,0,0,0,0,0,0,6,1,2,1,2
47,Kenyan Drake,1,13,35.0,2.7,20,1.5,15,1.2,2,2,-5.0,0,0,0,0,0,0,9,0,0,0,0
48,Nyheim Hines,1,9,24.0,2.7,17,1.9,7,0.8,0,3,-5.0,0,2,0,0,0,0,12,3,3,0,10
49,Jordan Wilkins,1,9,15.0,1.7,5,0.6,10,1.1,1,2,-6.0,0,0,0,0,0,0,6,1,1,0,3
50,Alec Ingold,1,1,-1.0,-1.0,0,0.0,0,0.0,0,1,-1.0,0,0,0,0,0,0,0,2,2,0,7
51,Ito Smith,1,2,3.0,1.5,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,3,3,3,0,3
52,J.D. McKissic,1,2,6.0,3.0,3,1.5,3,1.5,0,0,0.0,0,0,0,0,0,0,5,7,8,0,10
53,Brian Hill,1,4,10.0,2.5,6,1.5,4,1.0,0,0,0.0,0,0,0,0,0,0,6,2,2,1,2
54,DeeJay Dallas,1,2,8.0,4.0,6,3.0,2,1.0,0,0,0.0,0,0,0,0,0,0,6,2,2,0,5
55,Dontrell Hilliard,1,5,19.0,3.8,3,0.6,16,3.2,1,1,-5.0,0,1,0,0,0,0,10,1,1,0,0
56,Justin Jackson,1,6,9.0,1.5,4,0.7,5,0.8,0,1,-1.0,0,0,0,0,0,0,3,2,2,0,0
57,Jeff Wilson Jr.,1,3,6.0,2.0,3,1.0,3,1.0,0,0,0.0,0,0,0,0,0,0,3,1,1,0,13
58,Giovani Bernard,1,2,19.0,9.5,14,7.0,5,2.5,0,0,0.0,0,1,0,0,0,0,11,0,0,0,0
59,Dion Lewis,1,1,10.0,10.0,0,0.0,0,0.0,0,0,0.0,0,1,0,0,0,0,10,2,3,1,0
60,J.K. Dobbins,1,5,16.0,3.2,0,0.0,16,3.2,0,1,-2.0,0,1,0,0,0,0,14,1,2,0,1
61,Jalen Richard,1,1,6.0,6.0,4,4.0,2,2.0,0,0,0.0,0,0,0,0,0,0,6,2,4,2,3
62,La'Mical Perine,1,5,15.0,3.0,5,1.0,10,2.0,0,0,0.0,0,0,0,0,0,0,5,0,0,0,0
63,Austin Ekeler,1,2,12.0,6.0,9,4.5,3,1.5,0,0,0.0,0,1,0,0,0,0,10,1,1,0,2
64,Joshua Kelley,1,9,7.0,0.8,3,0.3,4,0.4,0,2,-2.0,0,0,0,0,0,0,3,3,3,0,1
65,Kyle Juszczyk,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,0,4
66,Theo Riddick,1,2,13.0,6.5,6,3.0,7,3.5,0,0,0.0,0,1,0,0,0,0,11,0,0,0,0
67,Royce Freeman,1,3,6.0,2.0,3,1.0,3,1.0,0,0,0.0,0,0,0,0,0,0,3,2,2,0,1
68,Kerryon Johnson,1,3,9.0,3.0,4,1.3,5,1.7,0,1,-1.0,0,0,0,0,0,0,5,1,1,0,1
69,Kalen Ballage,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,3,0,0
70,Gabe Nabers,1,1,4.0,4.0,1,1.0,3,3.0,0,0,0.0,0,0,0,0,0,0,4,1,1,0,1
71,Tyler Ervin,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,0,3
72,Michael Burton,1,1,4.0,4.0,3,3.0,1,1.0,0,0,0.0,0,0,0,0,0,0,4,1,1,0,0
73,LeSean McCoy,1,1,3.0,3.0,2,2.0,1,1.0,0,0,0.0,0,0,0,0,0,0,3,1,1,0,0
74,Peyton Barber,1,3,5.0,1.7,4,1.3,1,0.3,0,1,-1.0,0,0,0,0,0,0,3,0,1,0,0
75,Keith Smith,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0
76,AJ Dillon,1,1,3.0,3.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,3,0,0,0,0
77,Chandler Cox,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
78,Corey Clement,1,2,3.0,1.5,0,0.0,3,1.5,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0
79,C.J. Ham,1,1,2.0,2.0,1,1.0,1,1.0,0,0,0.0,0,0,0,0,0,0,2,0,1,0,0
80,Alex Armah Jr.,1,1,2.0,2.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0
81,Darrel Williams,1,1,2.0,2.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,0,1,0,0
82,Boston Scott,1,2,1.0,0.5,0,0.0,1,0.5,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0
83,Buddy Howell,1,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
84,Jordan Howard,1,2,2.0,1.0,0,0.0,2,1.0,0,1,-1.0,0,0,0,0,0,0,3,1,1,0,0
85,Adrian Killins Jr.,1,1,-12.0,-12.0,0,0.0,0,0.0,0,1,-12.0,0,0,0,0,0,0,0,1,1,0,2
86,D'Onta Foreman,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
87,Trayveon Williams,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
88,Jakob Johnson,1,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
89,Devontae Booker,1,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
90,Patrick Ricard,1,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
91,J.J. Taylor,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
92,Raymond Calais,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
93,Xavier Jones,1,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
94,Cam Akers,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
95,Craig Reynolds,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
96,Justice Hill,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
97,Taiwan Jones,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
98,Christian McCaffrey,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
99,Saquon Barkley,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
100,Rico Dowdle,1,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
101,Zack Moss,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
102,Mike Boone,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
