RANK,PLAYER,GAMES,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/ATT,RUSHING_YBCON,RUSHING_YBCON/ATT,RUSHING_YACON,RUSHING_YACON/ATT,RUSHING_BRKTKL,RUSHING_TK_LOSS,RUSHING_TK_LOSS_YDS,RUSHING_LNG_TD,BIG_RUSH_PLAYS_10+_YDS,BIG_RUSH_PLAYS_20+_YDS,BIG_RUSH_PLAYS_30+_YDS,BIG_RUSH_PLAYS_40+_YDS,BIG_RUSH_PLAYS_50+_YDS,BIG_RUSH_PLAYS_LNG,RECEIVING_REC,RECEIVING_TGT,RECEIVING_RZ_TGT,RECEIVING_YACON,RUSHING_TD,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_FPTS
1,Saquon Barkley,1,14,83.0,5.9,38.0,2.7,45,3.2,1,4,-9.0,0,2,2,2,0,0,36,4,5,1,5,0.0,57.0,14.3,2.0,0.0,26.0
2,Jaylen Warren,1,9,129.0,14.3,93.0,10.3,36,4.0,4,2,-5.0,74,4,2,1,1,1,74,3,3,0,4,1.0,16.0,5.3,0.0,0.0,20.5
3,Gus Edwards,1,12,62.0,5.2,58.0,4.8,4,0.3,0,0,0.0,3,1,1,0,0,0,26,2,2,0,0,2.0,8.0,4.0,0.0,0.0,19.0
4,Devin Singletary,1,22,112.0,5.1,87.0,4.0,25,1.1,0,2,-4.0,11,4,1,0,0,0,21,2,2,0,1,1.0,6.0,3.0,0.0,0.0,17.8
5,D'Andre Swift,1,12,76.0,6.3,22.0,1.8,54,4.5,3,3,-6.0,4,3,1,1,0,0,35,3,3,0,25,1.0,31.0,10.3,0.0,0.0,16.7
6,Christian McCaffrey,1,21,78.0,3.7,56.0,2.7,22,1.0,1,4,-8.0,0,2,0,0,0,0,12,5,5,2,4,0.0,25.0,5.0,1.0,0.0,16.3
7,James Cook,1,17,73.0,4.3,47.0,2.8,26,1.5,0,1,-3.0,0,2,0,0,0,0,12,3,4,1,13,0.0,29.0,9.7,1.0,0.0,16.2
8,Joe Mixon,1,16,69.0,4.3,59.0,3.7,10,0.6,0,0,0.0,0,2,0,0,0,0,14,5,5,2,7,0.0,31.0,6.2,1.0,0.0,16.0
9,David Montgomery,1,12,76.0,6.3,32.0,2.7,44,3.7,2,0,0.0,1,3,1,0,0,0,20,2,2,0,8,1.0,22.0,11.0,0.0,0.0,15.8
10,Jahmyr Gibbs,1,8,36.0,4.5,27.0,3.4,9,1.1,0,0,0.0,2,1,0,0,0,0,14,6,6,0,23,1.0,59.0,9.8,0.0,0.0,15.5
11,Tony Pollard,1,12,61.0,5.1,46.0,3.8,15,1.3,2,2,-16.0,21,2,2,0,0,0,22,4,5,1,0,1.0,19.0,4.8,0.0,0.0,14.0
12,Breece Hall,1,10,23.0,2.3,14.0,1.4,9,0.9,0,1,-3.0,0,1,0,0,0,0,14,5,6,1,21,0.0,50.0,10.0,1.0,0.0,13.3
13,Brian Robinson Jr.,1,17,73.0,4.3,32.0,1.9,41,2.4,2,1,-2.0,0,3,0,0,0,0,18,7,9,1,24,0.0,59.0,8.4,0.0,0.0,13.2
14,Ty Johnson,1,3,11.0,3.7,1.0,0.3,10,3.3,0,1,-6.0,0,1,0,0,0,0,13,3,3,0,9,0.0,47.0,15.7,1.0,0.0,11.8
15,Rachaad White,1,9,30.0,3.3,24.0,2.7,6,0.7,0,0,0.0,1,0,0,0,0,0,7,6,7,1,5,1.0,28.0,4.7,0.0,0.0,11.8
16,Ty Chandler,1,10,73.0,7.3,55.0,5.5,18,1.8,0,0,0.0,0,1,1,1,0,0,31,4,4,1,8,0.0,37.0,9.3,0.0,0.0,11.0
17,Jerome Ford,1,12,31.0,2.6,20.0,1.7,11,0.9,2,1,-4.0,1,1,0,0,0,0,13,2,5,0,0,1.0,8.0,4.0,0.0,0.0,9.9
18,Raheem Mostert,1,22,86.0,3.9,41.0,1.9,45,2.0,2,1,-2.0,0,2,0,0,0,0,10,1,2,0,0,0.0,7.0,7.0,0.0,0.0,9.3
19,Salvon Ahmed,1,3,6.0,2.0,3.0,1.0,3,1.0,0,0,0.0,0,0,0,0,0,0,3,3,3,2,5,0.0,25.0,8.3,1.0,0.0,9.1
20,Isiah Pacheco,1,19,89.0,4.7,70.0,3.7,19,1.0,0,1,-2.0,0,3,1,0,0,0,24,1,1,0,2,0.0,2.0,2.0,0.0,0.0,9.1
21,Darrell Henderson Jr.,1,6,1.0,0.2,0.0,0.0,0,0.0,0,2,-6.0,1,0,0,0,0,0,4,4,7,2,16,1.0,28.0,7.0,0.0,0.0,8.9
22,D'Onta Foreman,1,6,14.0,2.3,5.0,0.8,9,1.5,1,2,-8.0,1,1,0,0,0,0,13,0,0,0,0,1.0,0.0,0.0,0.0,0.0,7.4
23,Royce Freeman,1,17,73.0,4.3,58.0,3.4,15,0.9,2,0,0.0,0,1,0,0,0,0,15,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.3
24,Zach Charbonnet,1,15,47.0,3.1,39.0,2.6,8,0.5,0,1,-6.0,0,1,0,0,0,0,11,6,6,0,6,0.0,22.0,3.7,0.0,0.0,6.9
25,Samaje Perine,1,1,7.0,7.0,4.0,4.0,3,3.0,0,0,0.0,0,0,0,0,0,0,7,7,7,0,17,0.0,60.0,8.6,0.0,0.0,6.7
26,Chuba Hubbard,1,10,57.0,5.7,0.0,0.0,0,0.0,0,1,-2.0,0,2,0,0,0,0,14,2,2,0,0,0.0,8.0,4.0,0.0,0.0,6.5
27,James Conner,1,14,62.0,4.4,40.0,2.9,22,1.6,0,3,-5.0,0,3,0,0,0,0,14,2,3,0,2,0.0,1.0,0.5,0.0,0.0,6.3
28,AJ Dillon,1,14,29.0,2.1,11.0,0.8,18,1.3,0,2,-9.0,0,0,0,0,0,0,6,4,4,1,15,0.0,32.0,8.0,0.0,0.0,6.1
29,Alexander Mattison,1,18,81.0,4.5,55.0,3.1,26,1.4,0,1,-2.0,0,2,0,0,0,0,15,1,2,0,0,0.0,-1.0,-1.0,0.0,1.0,6.0
30,Travis Etienne Jr.,1,14,52.0,3.7,29.0,2.1,23,1.6,2,3,-3.0,0,1,0,0,0,0,11,3,3,1,3,0.0,7.0,2.3,0.0,0.0,5.9
31,D'Ernest Johnson,1,7,20.0,2.9,14.0,2.0,6,0.9,0,0,0.0,0,0,0,0,0,0,9,1,1,0,0,0.0,34.0,34.0,0.0,0.0,5.4
32,Javonte Williams,1,11,37.0,3.4,24.0,2.2,13,1.2,0,1,-1.0,0,1,0,0,0,0,15,2,2,0,2,0.0,16.0,8.0,0.0,0.0,5.3
33,Miles Sanders,1,11,50.0,4.5,0.0,0.0,0,0.0,0,2,-5.0,0,2,0,0,0,0,15,1,1,0,0,0.0,2.0,2.0,0.0,0.0,5.2
34,Josh Jacobs,1,14,39.0,2.8,15.0,1.1,24,1.7,0,1,-1.0,0,0,0,0,0,0,9,1,1,0,4,0.0,12.0,12.0,0.0,0.0,5.1
35,Austin Ekeler,1,10,64.0,6.4,17.0,1.7,47,4.7,0,2,-3.0,0,2,1,1,0,0,37,2,3,0,0,0.0,6.0,3.0,0.0,1.0,5.0
36,Derrick Henry,1,10,38.0,3.8,30.0,3.0,8,0.8,0,0,0.0,0,1,0,0,0,0,16,1,2,0,0,0.0,6.0,6.0,0.0,0.0,4.4
37,Keaton Mitchell,1,8,33.0,4.1,21.0,2.6,12,1.5,0,2,-5.0,0,1,1,0,0,0,21,1,1,0,0,0.0,8.0,8.0,0.0,0.0,4.1
38,Khalil Herbert,1,16,35.0,2.2,9.0,0.6,26,1.6,1,2,-8.0,0,0,0,0,0,0,9,2,3,1,2,0.0,6.0,3.0,0.0,0.0,4.1
39,Kareem Hunt,1,12,36.0,3.0,0.0,0.0,0,0.0,0,1,-2.0,0,1,0,0,0,0,16,3,3,0,0,0.0,1.0,0.3,0.0,0.0,3.7
40,Najee Harris,1,12,35.0,2.9,20.0,1.7,15,1.3,2,3,-9.0,0,1,0,0,0,0,17,1,2,0,0,0.0,1.0,1.0,0.0,0.0,3.6
41,Latavius Murray,1,10,35.0,3.5,20.0,2.0,15,1.5,0,1,-1.0,0,0,0,0,0,0,7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.5
42,Roschon Johnson,1,6,30.0,5.0,14.0,2.3,16,2.7,1,1,-2.0,0,1,0,0,0,0,14,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
43,Chris Rodriguez Jr.,1,6,43.0,7.2,25.0,4.2,18,3.0,1,0,0.0,0,1,0,0,0,0,16,1,1,0,1,0.0,5.0,5.0,0.0,1.0,2.8
44,Tyjae Spears,1,4,14.0,3.5,11.0,2.8,3,0.8,1,0,0.0,0,0,0,0,0,0,5,2,2,0,6,0.0,12.0,6.0,0.0,0.0,2.6
45,Elijah Mitchell,1,4,24.0,6.0,19.0,4.8,5,1.3,0,0,0.0,0,1,0,0,0,0,13,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.4
46,Derrick Gore,1,2,23.0,11.5,22.0,11.0,1,0.5,0,0,0.0,0,1,1,0,0,0,23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.3
47,Emanuel Wilson,1,3,12.0,4.0,7.0,2.3,5,1.7,0,0,0.0,0,0,0,0,0,0,5,1,2,0,3,0.0,9.0,9.0,0.0,0.0,2.1
48,Tony Jones Jr.,1,1,10.0,10.0,8.0,8.0,2,2.0,0,0,0.0,0,1,0,0,0,0,10,1,1,0,5,0.0,11.0,11.0,0.0,0.0,2.1
49,Tank Bigsby,1,9,21.0,2.3,8.0,0.9,13,1.4,2,1,-3.0,0,0,0,0,0,0,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.1
50,Trayveon Williams,1,2,20.0,10.0,11.0,5.5,9,4.5,0,0,0.0,0,1,0,0,0,0,15,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
51,Clyde Edwards-Helaire,1,2,20.0,10.0,16.0,8.0,4,2.0,0,0,0.0,0,1,0,0,0,0,12,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
52,Rico Dowdle,1,8,23.0,2.9,19.0,2.4,4,0.5,1,0,0.0,0,1,0,0,0,0,11,2,2,1,0,0.0,-3.0,-1.5,0.0,0.0,2.0
53,Chase Edmonds,1,4,8.0,2.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,3,1,1,0,0,0.0,11.0,11.0,0.0,0.0,1.9
54,Aaron Jones Sr.,1,4,14.0,3.5,7.0,1.8,7,1.8,0,0,0.0,0,0,0,0,0,0,9,1,2,0,0,0.0,3.0,3.0,0.0,0.0,1.7
55,Alec Ingold,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,3,4,1,5,0.0,16.0,5.3,0.0,0.0,1.6
56,Israel Abanikanda,1,1,11.0,11.0,7.0,7.0,4,4.0,0,0,0.0,0,1,0,0,0,0,11,1,2,0,2,0.0,5.0,5.0,0.0,0.0,1.6
57,Kenneth Walker III,1,4,18.0,4.5,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,6,1,1,0,0,0.0,-2.0,-2.0,0.0,0.0,1.6
58,Jerick McKinnon,1,1,7.0,7.0,5.0,5.0,2,2.0,0,0,0.0,0,0,0,0,0,0,7,2,3,0,2,0.0,8.0,4.0,0.0,0.0,1.5
59,Jaleel McLaughlin,1,1,1.0,1.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,5,5,1,6,0.0,14.0,2.8,0.0,0.0,1.5
60,DeeJay Dallas,1,1,4.0,4.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,4,1,1,0,6,0.0,10.0,10.0,0.0,0.0,1.4
61,Dalvin Cook,1,2,13.0,6.5,8.0,4.0,5,2.5,0,0,0.0,0,1,0,0,0,0,10,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.3
62,Joshua Kelley,1,6,13.0,2.2,3.0,0.5,10,1.7,0,1,-3.0,0,0,0,0,0,0,7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.3
63,Boston Scott,1,2,8.0,4.0,3.0,1.5,5,2.5,0,0,0.0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8
64,Justice Hill,1,1,1.0,1.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,2,0.0,6.0,6.0,0.0,0.0,0.7
65,Pierre Strong Jr.,1,1,1.0,1.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,0.0,4.0,4.0,0.0,0.0,0.5
66,De'Von Achane,1,1,1.0,1.0,0.0,0.0,1,1.0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,1,0.0,4.0,4.0,0.0,0.0,0.5
67,Kenneth Gainwell,1,1,1.0,1.0,-1.0,-1.0,2,2.0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,0.0,4.0,4.0,0.0,0.0,0.5
68,Mike Boone,1,1,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0,0.0,5.0,5.0,0.0,0.0,0.5
69,Ameer Abdullah,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0,0.0,4.0,4.0,0.0,0.0,0.4
70,Raheem Blackshear,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
71,Corey Clement,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
72,Patrick Ricard,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
73,Chris Evans,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
74,Anthony McFarland Jr.,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
75,Matt Breida,1,3,-1.0,-0.3,-2.0,-0.7,1,0.3,0,1,-4.0,0,0,0,0,0,0,3,0,1,0,0,0.0,0.0,0.0,0.0,0.0,-0.1
76,Craig Reynolds,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,-2.0
77,Cordarrelle Patterson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
78,Jordan Mims,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
79,Jonathan Taylor,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
80,J.K. Dobbins,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
81,Adam Prentice,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
82,Ke'Shawn Vaughn,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
83,Tyrion Davis-Price,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
84,Alvin Kamara,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
85,Darrynton Evans,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
86,Jamaal Williams,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
87,Zach Evans,1,1,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
88,Jeremy McNichols,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
89,Kevin Harris,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
90,Tyler Goodson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
91,Antonio Gibson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
92,Austin Walter,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
93,Jonathan Ward,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
