RANK,PLAYER,GAMES,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/ATT,RUSHING_YBCON,RUSHING_YBCON/ATT,RUSHING_YACON,RUSHING_YACON/ATT,RUSHING_BRKTKL,RUSHING_TK_LOSS,RUSHING_TK_LOSS_YDS,RUSHING_LNG_TD,BIG_RUSH_PLAYS_10+_YDS,BIG_RUSH_PLAYS_20+_YDS,BIG_RUSH_PLAYS_30+_YDS,BIG_RUSH_PLAYS_40+_YDS,BIG_RUSH_PLAYS_50+_YDS,BIG_RUSH_PLAYS_LNG,RECEIVING_REC,RECEIVING_TGT,RECEIVING_RZ_TGT,RECEIVING_YACON,RUSHING_TD,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_FPTS
1,Gus Edwards,1,19,80.0,4.2,49.0,2.6,31,1.6,0,1,-3.0,7,1,0,0,0,0,10,2,2,0,0,3.0,7.0,0.0,0.0,27.4
2,Jahmyr Gibbs,1,26,152.0,5.8,73.0,2.8,79,3.0,3,1,-1.0,27,4,2,0,0,0,27,5,5,0,23,1.0,7.4,0.0,0.0,24.9
3,Christian McCaffrey,1,12,54.0,4.5,37.0,3.1,17,1.4,0,0,0.0,2,1,0,0,0,0,16,6,7,1,4,1.0,10.7,1.0,0.0,23.8
4,Alvin Kamara,1,17,59.0,3.5,51.0,3.0,8,0.5,0,2,-3.0,16,2,0,0,0,0,16,4,5,1,4,1.0,12.8,1.0,0.0,23.0
5,Travis Etienne Jr.,1,24,79.0,3.3,54.0,2.3,25,1.0,0,3,-8.0,0,3,0,0,0,0,13,3,6,0,5,0.0,23.3,1.0,0.0,22.9
6,Joe Mixon,1,16,87.0,5.4,67.0,4.2,20,1.3,1,1,-2.0,5,3,1,0,0,0,20,3,3,2,0,1.0,7.7,0.0,0.0,17.0
7,Austin Ekeler,1,15,29.0,1.9,16.0,1.1,13,0.9,0,4,-8.0,0,0,0,0,0,0,7,7,8,1,47,0.0,13.4,1.0,1.0,16.3
8,Javonte Williams,1,27,85.0,3.1,69.0,2.6,16,0.6,2,3,-8.0,0,2,0,0,0,0,15,3,3,1,0,0.0,4.3,1.0,0.0,15.8
9,Breece Hall,1,12,17.0,1.4,4.0,0.3,13,1.1,0,3,-5.0,0,0,0,0,0,0,5,6,9,0,55,0.0,12.7,1.0,0.0,15.3
10,Josh Jacobs,1,15,61.0,4.1,30.0,2.0,31,2.1,1,1,-1.0,3,0,0,0,0,0,9,2,4,0,12,1.0,13.5,0.0,0.0,14.8
11,Zack Moss,1,11,66.0,6.0,54.0,4.9,12,1.1,0,1,-1.0,1,1,1,1,1,0,41,1,1,0,0,1.0,8.0,0.0,0.0,13.4
12,Saquon Barkley,1,36,128.0,3.6,42.0,1.2,86,2.4,1,7,-15.0,0,1,1,1,0,0,34,3,5,0,0,0.0,0.0,0.0,0.0,12.8
13,Kareem Hunt,1,14,55.0,3.9,34.0,2.4,21,1.5,0,1,-1.0,1,0,0,0,0,0,9,1,1,0,0,1.0,12.0,0.0,0.0,12.7
14,D'Andre Swift,1,16,57.0,3.6,30.0,1.9,27,1.7,0,1,-1.0,7,0,0,0,0,0,9,2,3,0,2,1.0,3.5,0.0,0.0,12.4
15,Derrick Henry,1,22,101.0,4.6,56.0,2.5,45,2.0,0,1,-1.0,0,1,0,0,0,0,14,4,4,0,3,0.0,5.3,0.0,0.0,12.2
16,Bijan Robinson,1,11,62.0,5.6,43.0,3.9,19,1.7,0,1,-3.0,13,2,1,0,0,0,25,0,5,0,0,1.0,0.0,0.0,0.0,12.2
17,Rachaad White,1,9,39.0,4.3,20.0,2.2,19,2.1,1,0,0.0,0,1,0,0,0,0,15,7,7,0,21,0.0,10.0,0.0,0.0,10.9
18,Raheem Mostert,1,13,46.0,3.5,38.0,2.9,8,0.6,0,1,-3.0,1,1,0,0,0,0,10,0,0,0,0,1.0,0.0,0.0,0.0,10.6
19,Royce Freeman,1,9,44.0,4.9,19.0,2.1,25,2.8,0,1,-2.0,1,2,0,0,0,0,10,0,0,0,0,1.0,0.0,0.0,0.0,10.4
20,Darrynton Evans,1,4,18.0,4.5,16.0,4.0,2,0.5,0,0,0.0,11,1,0,0,0,0,11,3,4,1,6,1.0,7.3,0.0,0.0,10.0
21,Jonathan Taylor,1,12,95.0,7.9,44.0,3.7,51,4.3,6,0,0.0,0,3,1,1,1,0,42,1,2,0,0,0.0,2.0,0.0,0.0,9.7
22,Cam Akers,1,9,19.0,2.1,0.0,0.0,0,0.0,0,2,-4.0,6,0,0,0,0,0,9,1,1,0,0,1.0,6.0,0.0,0.0,8.5
23,Darrell Henderson Jr.,1,12,31.0,2.6,10.0,0.8,21,1.8,0,2,-3.0,0,0,0,0,0,0,7,3,3,0,11,0.0,18.0,0.0,0.0,8.5
