RANK,PLAYER,GAMES,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/ATT,RUSHING_YBCON,RUSHING_YBCON/ATT,RUSHING_YACON,RUSHING_YACON/ATT,RUSHING_BRKTKL,RUSHING_TK_LOSS,RUSHING_TK_LOSS_YDS,RUSHING_LNG_TD,BIG_RUSH_PLAYS_10+_YDS,BIG_RUSH_PLAYS_20+_YDS,BIG_RUSH_PLAYS_30+_YDS,BIG_RUSH_PLAYS_40+_YDS,BIG_RUSH_PLAYS_50+_YDS,BIG_RUSH_PLAYS_LNG,RECEIVING_REC,RECEIVING_TGT,RECEIVING_RZ_TGT,RECEIVING_YACON,RUSHING_TD,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_FPTS
1,Travis Etienne Jr.,1,26,136.0,5.2,66.0,2.5,70,2.7,6,4,-4.0,35,4,2,2,0,0,35,4,5,0,8,2.0,48.0,12.0,0.0,0.0,32.4
2,Zack Moss,1,23,165.0,7.2,89.0,3.9,76,3.3,0,0,0.0,56,5,1,1,1,1,56,2,2,0,22,2.0,30.0,15.0,0.0,0.0,31.5
3,Breece Hall,1,22,177.0,8.0,133.0,6.0,44,2.0,2,1,-1.0,72,3,1,1,1,1,72,3,3,0,2,1.0,17.0,5.7,0.0,0.0,25.4
4,De'Von Achane,1,11,151.0,13.7,74.0,6.7,77,7.0,1,0,0.0,76,4,2,1,1,1,76,1,1,0,3,1.0,14.0,14.0,0.0,1.0,20.5
5,David Montgomery,1,19,109.0,5.7,70.0,3.7,39,2.1,0,0,0.0,42,2,1,1,1,0,42,2,6,0,6,1.0,20.0,10.0,0.0,0.0,18.9
6,Alvin Kamara,1,22,80.0,3.6,63.0,2.9,17,0.8,0,0,0.0,2,1,0,0,0,0,10,3,3,1,9,1.0,17.0,5.7,0.0,0.0,15.7
7,Josh Jacobs,1,20,69.0,3.5,38.0,1.9,31,1.6,0,4,-7.0,2,1,1,0,0,0,24,5,5,1,5,1.0,20.0,4.0,0.0,0.0,14.9
8,Jaleel McLaughlin,1,9,68.0,7.6,36.0,4.0,32,3.6,1,1,-3.0,0,2,2,1,0,0,38,3,4,0,17,0.0,21.0,7.0,1.0,0.0,14.9
9,Raheem Mostert,1,10,65.0,6.5,14.0,1.4,51,5.1,0,0,0.0,2,2,1,0,0,0,23,2,2,1,6,1.0,13.0,6.5,0.0,0.0,13.8
10,AJ Dillon,1,20,76.0,3.8,35.0,1.8,41,2.1,1,2,-3.0,5,1,0,0,0,0,11,0,1,0,0,1.0,0.0,0.0,0.0,0.0,13.6
