RANK,PLAYER,GAMES,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/ATT,RUSHING_YBCON,RUSHING_YBCON/ATT,RUSHING_YACON,RUSHING_YACON/ATT,RUSHING_BRKTKL,RUSHING_TK_LOSS,RUSHING_TK_LOSS_YDS,RUSHING_LNG_TD,BIG_RUSH_PLAYS_10+_YDS,BIG_RUSH_PLAYS_20+_YDS,BIG_RUSH_PLAYS_30+_YDS,BIG_RUSH_PLAYS_40+_YDS,BIG_RUSH_PLAYS_50+_YDS,BIG_RUSH_PLAYS_LNG,RECEIVING_REC,RECEIVING_TGT,RECEIVING_RZ_TGT,RECEIVING_YACON,RUSHING_TD,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_FPTS
1,Kyren Williams,1,20,87.0,4.4,65.0,3.3,22,1.1,0,2,-2.0,28,2,1,0,0,0,28,2,2,0,3,3.0,14.0,7.0,0.0,0.0,28.1
2,James Conner,1,26,128.0,4.9,59.0,2.3,69,2.7,8,1,-1.0,2,5,1,0,0,0,22,1,1,1,0,1.0,5.0,5.0,1.0,0.0,25.3
3,Najee Harris,1,27,122.0,4.5,22.0,0.8,100,3.7,4,4,-5.0,9,2,1,0,0,0,23,0,0,0,0,2.0,0.0,0.0,0.0,0.0,24.2
4,Jerome Ford,1,12,64.0,5.3,27.0,2.3,37,3.1,3,1,-1.0,0,4,0,0,0,0,16,2,3,1,16,0.0,57.0,28.5,2.0,0.0,24.1
5,Travis Etienne Jr.,1,16,102.0,6.4,46.0,2.9,56,3.5,4,0,0.0,62,2,1,1,1,1,62,2,2,0,14,2.0,16.0,8.0,0.0,0.0,23.8
6,Isiah Pacheco,1,18,130.0,7.2,37.0,2.1,93,5.2,3,0,0.0,0,2,2,2,0,0,37,7,7,3,1,0.0,35.0,5.0,1.0,0.0,22.5
7,De'Von Achane,1,14,107.0,7.6,79.0,5.6,28,2.0,0,2,-4.0,0,4,1,1,1,0,45,4,5,1,17,0.0,30.0,7.5,1.0,0.0,19.7
8,Khalil Herbert,1,18,124.0,6.9,83.0,4.6,41,2.3,2,1,-1.0,1,3,2,2,0,0,38,2,3,1,3,1.0,5.0,2.5,0.0,0.0,18.9
9,Breece Hall,1,13,84.0,6.5,28.0,2.2,56,4.3,3,2,-4.0,0,3,1,0,0,0,25,9,9,0,12,0.0,42.0,4.7,1.0,0.0,18.6
10,Justice Hill,1,3,48.0,16.0,40.0,13.3,8,2.7,0,0,0.0,0,1,1,1,1,0,41,5,5,0,11,0.0,64.0,12.8,1.0,0.0,17.2
11,Jonathan Taylor,1,21,96.0,4.6,41.0,2.0,55,2.6,1,1,-1.0,5,4,0,0,0,0,15,1,1,0,4,1.0,8.0,8.0,0.0,0.0,16.4
12,Jaylen Warren,1,13,75.0,5.8,26.0,2.0,49,3.8,5,2,-6.0,18,3,1,0,0,0,23,4,4,2,4,1.0,23.0,5.8,0.0,0.0,15.8
13,Tyler Allgeier,1,5,13.0,2.6,2.0,0.4,11,2.2,2,0,0.0,0,0,0,0,0,0,5,1,1,0,0,0.0,75.0,75.0,1.0,0.0,14.8
14,Joe Mixon,1,21,65.0,3.1,34.0,1.6,31,1.5,1,3,-5.0,0,1,0,0,0,0,14,4,4,2,4,0.0,22.0,5.5,1.0,0.0,14.7
15,Elijah Mitchell,1,17,80.0,4.7,30.0,1.8,50,2.9,2,1,-1.0,2,2,0,0,0,0,15,0,0,0,0,1.0,0.0,0.0,0.0,0.0,14.0
16,Kenneth Walker III,1,10,53.0,5.3,22.0,2.2,31,3.1,2,1,-7.0,13,2,0,0,0,0,13,3,3,0,7,1.0,22.0,7.3,0.0,0.0,13.5
17,Aaron Jones Sr.,1,20,120.0,6.0,61.0,3.1,59,3.0,1,0,0.0,0,4,1,0,0,0,25,1,1,0,4,0.0,10.0,10.0,0.0,0.0,13.0
18,Michael Carter,1,7,61.0,8.7,54.0,7.7,7,1.0,0,1,-1.0,0,3,1,0,0,0,21,1,1,1,2,0.0,6.0,6.0,1.0,0.0,12.7
