RANK,PLAYER,GAMES,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/ATT,RUSHING_YBCON,RUSHING_YBCON/ATT,RUSHING_YACON,RUSHING_YACON/ATT,RUSHING_BRKTKL,RUSHING_TK_LOSS,RUSHING_TK_LOSS_YDS,RUSHING_LNG_TD,BIG_RUSH_PLAYS_10+_YDS,BIG_RUSH_PLAYS_20+_YDS,BIG_RUSH_PLAYS_30+_YDS,BIG_RUSH_PLAYS_40+_YDS,BIG_RUSH_PLAYS_50+_YDS,BIG_RUSH_PLAYS_LNG,RECEIVING_REC,RECEIVING_TGT,RECEIVING_RZ_TGT,RECEIVING_YACON,RUSHING_TD,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_FPTS
1,Breece Hall,1,20,95.0,4.8,50.0,2.5,45,2.3,0,1,-1.0,36,1,1,1,0,0,36,12,16,2,18,2.0,96.0,8.0,0.0,0.0,31.1
2,Derrick Henry,1,19,88.0,4.6,47.0,2.5,41,2.2,2,2,-4.0,2,2,0,0,0,0,12,1,1,0,11,1.0,11.0,11.0,0.0,0.0,20.4
3,Jahmyr Gibbs,1,15,80.0,5.3,23.0,1.5,57,3.8,5,1,-1.0,14,3,0,0,0,0,18,4,7,2,4,2.0,20.0,5.0,0.0,1.0,20.0
4,Christian McCaffrey,1,14,103.0,7.4,51.0,3.6,52,3.7,1,1,-1.0,9,3,1,1,0,0,39,6,10,1,6,1.0,28.0,4.7,0.0,0.0,19.1
5,Chris Rodriguez Jr.,1,10,58.0,5.8,19.0,1.9,39,3.9,0,1,-1.0,12,4,0,0,0,0,16,1,1,0,3,2.0,7.0,7.0,0.0,0.0,18.5
6,Khalil Herbert,1,20,112.0,5.6,62.0,3.1,50,2.5,2,0,0.0,11,4,0,0,0,0,15,1,2,1,0,1.0,9.0,9.0,0.0,0.0,18.1
7,James Conner,1,12,45.0,3.8,16.0,1.3,29,2.4,0,2,-3.0,0,1,0,0,0,0,16,5,5,1,14,0.0,67.0,13.4,1.0,0.0,17.2
8,Saquon Barkley,1,23,80.0,3.5,34.0,1.5,46,2.0,1,2,-5.0,7,2,0,0,0,0,12,3,6,0,1,1.0,4.0,1.3,0.0,0.0,16.4
9,Kyren Williams,1,22,104.0,4.7,44.0,2.0,60,2.7,2,0,0.0,10,3,0,0,0,0,10,0,0,0,0,1.0,0.0,0.0,0.0,0.0,16.4
10,D'Andre Swift,1,20,92.0,4.6,47.0,2.4,45,2.3,3,5,-16.0,5,4,0,0,0,0,17,0,0,0,0,1.0,0.0,0.0,0.0,0.0,15.2
11,Tyler Allgeier,1,9,69.0,7.7,50.0,5.6,19,2.1,2,0,0.0,31,2,1,1,0,0,31,1,1,0,2,1.0,19.0,19.0,0.0,0.0,14.8
12,Zamir White,1,22,145.0,6.6,51.0,2.3,94,4.3,2,1,-2.0,0,3,1,1,1,0,43,0,1,0,0,0.0,0.0,0.0,0.0,0.0,14.5
13,Najee Harris,1,19,78.0,4.1,32.0,1.7,46,2.4,0,1,-4.0,3,1,0,0,0,0,13,0,0,0,0,1.0,0.0,0.0,0.0,0.0,13.8
14,Rachaad White,1,20,39.0,2.0,10.0,0.5,29,1.5,1,4,-13.0,2,1,0,0,0,0,11,6,7,1,15,1.0,38.0,6.3,0.0,0.0,13.7
15,Aaron Jones Sr.,1,21,127.0,6.0,35.0,1.7,92,4.4,2,1,-3.0,0,5,1,1,0,0,39,1,3,0,8,0.0,8.0,8.0,0.0,0.0,13.5
16,Gus Edwards,1,9,31.0,3.4,23.0,2.6,8,0.9,0,1,-1.0,1,1,0,0,0,0,13,1,1,0,0,1.0,39.0,39.0,0.0,0.0,13.0
17,David Montgomery,1,17,55.0,3.2,15.0,0.9,40,2.4,0,2,-5.0,1,2,0,0,0,0,11,2,2,0,3,1.0,14.0,7.0,0.0,0.0,12.9
18,Bijan Robinson,1,12,72.0,6.0,3.0,0.3,69,5.8,3,3,-7.0,0,2,2,1,0,0,32,7,10,1,24,0.0,50.0,7.1,0.0,0.0,12.2
19,Ezekiel Elliott,1,12,27.0,2.3,12.0,1.0,15,1.3,0,0,0.0,0,0,0,0,0,0,6,9,11,1,14,0.0,33.0,3.7,1.0,0.0,12.0
20,Chuba Hubbard,1,16,43.0,2.7,7.0,0.4,36,2.3,0,1,-2.0,4,1,0,0,0,0,13,1,1,0,3,1.0,8.0,8.0,0.0,0.0,11.1
21,Raheem Mostert,1,11,46.0,4.2,18.0,1.6,28,2.5,1,2,-5.0,0,2,0,0,0,0,15,1,1,1,0,0.0,4.0,4.0,1.0,0.0,11.0
22,Jonathan Taylor,1,18,43.0,2.4,17.0,0.9,26,1.4,0,2,-2.0,1,1,0,0,0,0,13,0,1,0,0,1.0,0.0,0.0,0.0,0.0,10.3
23,Antonio Gibson,1,9,30.0,3.3,20.0,2.2,10,1.1,0,1,-4.0,2,1,0,0,0,0,11,1,2,0,2,1.0,2.0,2.0,0.0,0.0,9.2
24,Austin Ekeler,1,15,65.0,4.3,30.0,2.0,35,2.3,2,0,0.0,0,1,0,0,0,0,10,3,4,0,6,0.0,21.0,7.0,0.0,0.0,8.6
25,Jerome Ford,1,15,25.0,1.7,14.0,0.9,11,0.7,4,3,-10.0,4,1,0,0,0,0,10,1,2,1,0,1.0,-2.0,-2.0,0.0,0.0,8.3
26,Javonte Williams,1,11,24.0,2.2,5.0,0.5,19,1.7,0,2,-5.0,3,0,0,0,0,0,9,3,3,0,0,1.0,-5.0,-1.7,0.0,1.0,7.9
27,Kenneth Gainwell,1,6,41.0,6.8,8.0,1.3,33,5.5,2,0,0.0,0,1,1,0,0,0,22,3,3,0,8,0.0,38.0,12.7,0.0,0.0,7.9
28,Ty Chandler,1,8,17.0,2.1,4.0,0.5,13,1.6,0,0,0.0,2,0,0,0,0,0,6,0,0,0,0,1.0,0.0,0.0,0.0,0.0,7.7
29,Kareem Hunt,1,7,11.0,1.6,4.0,0.6,7,1.0,0,1,-2.0,1,0,0,0,0,0,4,2,4,0,0,1.0,5.0,2.5,0.0,0.0,7.6
30,Dameon Pierce,1,3,6.0,2.0,3.0,1.0,3,1.0,0,1,-1.0,0,0,0,0,0,0,4,1,2,0,0,0.0,10.0,10.0,0.0,0.0,7.6
31,AJ Dillon,1,7,12.0,1.7,4.0,0.6,8,1.1,0,0,0.0,1,0,0,0,0,0,3,0,0,0,0,1.0,0.0,0.0,0.0,0.0,7.2
32,Joe Mixon,1,11,43.0,3.9,27.0,2.5,16,1.5,0,0,0.0,0,2,0,0,0,0,13,2,4,1,3,0.0,7.0,3.5,0.0,0.0,7.0
33,Jaleel McLaughlin,1,6,37.0,6.2,23.0,3.8,14,2.3,0,0,0.0,0,2,0,0,0,0,12,4,5,0,16,0.0,30.0,7.5,0.0,0.0,6.7
34,Tyjae Spears,1,9,40.0,4.4,24.0,2.7,16,1.8,0,1,-2.0,0,1,0,0,0,0,11,5,6,0,6,0.0,27.0,5.4,0.0,0.0,6.7
35,Isiah Pacheco,1,11,26.0,2.4,18.0,1.6,8,0.7,0,2,-8.0,12,1,0,0,0,0,12,4,4,0,1,1.0,0.0,0.0,0.0,1.0,6.6
36,Devin Singletary,1,9,44.0,4.9,32.0,3.6,12,1.3,1,1,-1.0,0,2,0,0,0,0,17,3,3,0,7,0.0,19.0,6.3,0.0,0.0,6.3
37,Justice Hill,1,10,26.0,2.6,19.0,1.9,7,0.7,0,2,-4.0,0,0,0,0,0,0,6,3,3,0,8,0.0,31.0,10.3,0.0,0.0,5.7
38,Kenneth Walker III,1,16,54.0,3.4,25.0,1.6,29,1.8,3,3,-6.0,0,2,1,0,0,0,24,1,2,0,0,0.0,2.0,2.0,0.0,0.0,5.6
39,Jaylen Warren,1,8,24.0,3.0,13.0,1.6,11,1.4,0,0,0.0,0,0,0,0,0,0,5,5,6,0,7,0.0,30.0,6.0,0.0,0.0,5.4
40,Roschon Johnson,1,9,37.0,4.1,22.0,2.4,15,1.7,0,1,-1.0,0,1,0,0,0,0,10,3,3,0,8,0.0,16.0,5.3,0.0,0.0,5.3
41,James Cook,1,20,70.0,3.5,45.0,2.3,25,1.3,1,2,-4.0,0,1,0,0,0,0,10,0,0,0,0,0.0,0.0,0.0,0.0,1.0,5.0
42,Emari Demercado,1,2,10.0,5.0,7.0,3.5,3,1.5,0,0,0.0,0,0,0,0,0,0,7,7,8,0,10,0.0,40.0,5.7,0.0,0.0,5.0
43,Clyde Edwards-Helaire,1,4,6.0,1.5,3.0,0.8,3,0.8,0,1,-1.0,0,0,0,0,0,0,4,3,3,1,40,0.0,42.0,14.0,0.0,0.0,4.8
44,Tony Pollard,1,12,38.0,3.2,12.0,1.0,26,2.2,2,0,0.0,0,0,0,0,0,0,7,1,1,0,1,0.0,5.0,5.0,0.0,0.0,4.3
45,Israel Abanikanda,1,9,43.0,4.8,36.0,4.0,7,0.8,0,0,0.0,0,1,0,0,0,0,12,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.3
46,Alvin Kamara,1,9,19.0,2.1,3.0,0.3,16,1.8,0,1,-2.0,0,0,0,0,0,0,5,5,6,1,12,0.0,16.0,3.2,0.0,0.0,3.5
47,Cordarrelle Patterson,1,7,26.0,3.7,12.0,1.7,14,2.0,0,1,-4.0,0,1,0,0,0,0,11,2,2,0,2,0.0,7.0,3.5,0.0,0.0,3.3
48,De'Von Achane,1,7,24.0,3.4,4.0,0.6,20,2.9,1,2,-3.0,0,0,0,0,0,0,9,1,3,0,5,0.0,7.0,7.0,0.0,0.0,3.1
49,Travis Etienne Jr.,1,6,12.0,2.0,5.0,0.8,7,1.2,0,0,0.0,0,0,0,0,0,0,4,3,3,0,9,0.0,19.0,6.3,0.0,0.0,3.1
50,Tyler Goodson,1,1,15.0,15.0,12.0,12.0,3,3.0,0,0,0.0,0,1,0,0,0,0,15,1,2,0,4,0.0,15.0,15.0,0.0,0.0,3.0
51,Samaje Perine,1,1,2.0,2.0,0.0,0.0,2,2.0,0,0,0.0,0,0,0,0,0,0,2,4,5,0,15,0.0,27.0,6.8,0.0,0.0,2.9
52,Jeff Wilson Jr.,1,5,21.0,4.2,10.0,2.0,11,2.2,0,0,0.0,0,0,0,0,0,0,8,1,1,0,1,0.0,4.0,4.0,0.0,0.0,2.5
53,Chase Edmonds,1,10,25.0,2.5,13.0,1.3,12,1.2,1,0,0.0,0,0,0,0,0,0,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.5
54,Chase Brown,1,4,16.0,4.0,9.0,2.3,7,1.8,0,0,0.0,0,0,0,0,0,0,5,2,2,0,0,0.0,8.0,4.0,0.0,0.0,2.4
55,Pierre Strong Jr.,1,5,22.0,4.4,15.0,3.0,7,1.4,0,0,0.0,0,0,0,0,0,0,8,0,1,0,0,0.0,0.0,0.0,0.0,0.0,2.2
56,Kevin Harris,1,7,21.0,3.0,4.0,0.6,17,2.4,0,0,0.0,0,0,0,0,0,0,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.1
57,Ronnie Rivers,1,6,20.0,3.3,6.0,1.0,14,2.3,0,1,-1.0,0,1,0,0,0,0,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
58,Raheem Blackshear,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
59,Leonard Fournette,1,5,20.0,4.0,10.0,2.0,10,2.0,0,0,0.0,0,0,0,0,0,0,9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
60,Brandon Bolden,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
61,Jamaal Williams,1,2,8.0,4.0,3.0,1.5,5,2.5,0,0,0.0,0,0,0,0,0,0,4,1,1,0,2,0.0,5.0,5.0,0.0,0.0,1.3
62,Ameer Abdullah,1,2,11.0,5.5,5.0,2.5,6,3.0,0,0,0.0,0,0,0,0,0,0,7,1,1,1,0,0.0,1.0,1.0,0.0,0.0,1.2
63,Alec Ingold,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,2,1,4,0.0,12.0,6.0,0.0,0.0,1.2
64,Hunter Luepke,1,2,3.0,1.5,0.0,0.0,3,1.5,0,0,0.0,0,0,0,0,0,0,2,1,1,0,2,0.0,8.0,8.0,0.0,0.0,1.1
65,Miles Sanders,1,3,3.0,1.0,2.0,0.7,1,0.3,0,0,0.0,0,0,0,0,0,0,3,1,2,0,2,0.0,5.0,5.0,0.0,0.0,0.8
