RANK,PLAYER,GAMES,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/ATT,RUSHING_YBCON,RUSHING_YBCON/ATT,RUSHING_YACON,RUSHING_YACON/ATT,RUSHING_BRKTKL,RUSHING_TK_LOSS,RUSHING_TK_LOSS_YDS,RUSHING_LNG_TD,BIG_RUSH_PLAYS_10+_YDS,BIG_RUSH_PLAYS_20+_YDS,BIG_RUSH_PLAYS_30+_YDS,BIG_RUSH_PLAYS_40+_YDS,BIG_RUSH_PLAYS_50+_YDS,BIG_RUSH_PLAYS_LNG,RECEIVING_REC,RECEIVING_TGT,RECEIVING_RZ_TGT,RECEIVING_YACON,RUSHING_TD,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_FPTS
16,Latavius Murray,1,9,68.0,7.6,39.0,4.3,29,3.2,0,0,0.0,3,2,1,0,0,0,21,2,3,0,0,1.0,1.0,0.5,0.0,0.0,12.9
17,Keaton Mitchell,1,3,34.0,11.3,32.0,10.7,2,0.7,0,1,-7.0,39,1,1,1,0,0,39,1,2,1,1,1.0,32.0,32.0,0.0,0.0,12.6
18,Alvin Kamara,1,9,42.0,4.7,24.0,2.7,18,2.0,0,1,-2.0,0,0,0,0,0,0,9,7,7,0,9,0.0,33.0,4.7,0.0,0.0,11.5
19,Antonio Gibson,1,4,13.0,3.3,11.0,2.8,2,0.5,0,0,0.0,0,0,0,0,0,0,6,5,6,1,4,0.0,42.0,8.4,1.0,0.0,11.5
20,Jerome Ford,1,17,107.0,6.3,52.0,3.1,55,3.2,0,1,-1.0,0,3,1,0,0,0,28,1,1,0,1,0.0,2.0,2.0,0.0,0.0,10.9
21,Josh Jacobs,1,27,116.0,4.3,89.0,3.3,27,1.0,5,3,-9.0,0,2,1,1,1,0,40,2,2,0,0,0.0,11.0,5.5,0.0,1.0,10.7
22,Joe Mixon,1,11,46.0,4.2,19.0,1.7,27,2.5,3,2,-4.0,1,2,0,0,0,0,15,2,3,0,0,1.0,-1.0,-0.5,0.0,0.0,10.5
23,Ty Chandler,1,15,45.0,3.0,25.0,1.7,20,1.3,0,3,-6.0,2,2,0,0,0,0,13,0,0,0,0,1.0,0.0,0.0,0.0,0.0,10.5
24,Rhamondre Stevenson,1,20,88.0,4.4,41.0,2.1,47,2.4,2,1,-2.0,0,1,0,0,0,0,10,3,5,1,3,0.0,14.0,4.7,0.0,0.0,10.2
25,James Cook,1,12,109.0,9.1,50.0,4.2,59,4.9,0,0,0.0,0,4,1,1,1,0,42,2,2,0,8,0.0,11.0,5.5,0.0,1.0,10.0
26,Kareem Hunt,1,10,32.0,3.2,14.0,1.4,18,1.8,0,0,0.0,3,1,0,0,0,0,13,0,0,0,0,1.0,0.0,0.0,0.0,0.0,9.2
27,Ezekiel Elliott,1,13,54.0,4.2,31.0,2.4,23,1.8,1,1,-2.0,0,0,0,0,0,0,9,2,2,0,23,0.0,34.0,17.0,0.0,0.0,8.8
28,Gus Edwards,1,11,24.0,2.2,13.0,1.2,11,1.0,0,2,-7.0,1,0,0,0,0,0,6,1,1,0,0,1.0,4.0,4.0,0.0,0.0,8.8
29,Kyle Juszczyk,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,3,0,0,0.0,26.0,13.0,1.0,0.0,8.6
30,AJ Dillon,1,9,70.0,7.8,43.0,4.8,27,3.0,1,0,0.0,0,1,1,1,1,0,40,1,3,0,0,0.0,11.0,11.0,0.0,0.0,8.1
31,Breece Hall,1,13,28.0,2.2,18.0,1.4,10,0.8,3,1,-1.0,0,0,0,0,0,0,7,3,3,0,2,0.0,47.0,15.7,0.0,0.0,7.5
32,James Conner,1,16,73.0,4.6,30.0,1.9,43,2.7,5,1,-1.0,0,2,0,0,0,0,11,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.3
33,Zach Charbonnet,1,6,44.0,7.3,36.0,6.0,8,1.3,0,0,0.0,0,3,0,0,0,0,12,4,5,0,0,0.0,18.0,4.5,0.0,0.0,6.2
34,Saquon Barkley,1,13,66.0,5.1,50.0,3.8,16,1.2,0,1,-3.0,0,4,1,0,0,0,21,1,3,1,0,0.0,-5.0,-5.0,0.0,0.0,6.1
35,Tyjae Spears,1,5,18.0,3.6,10.0,2.0,8,1.6,0,1,-2.0,0,1,0,0,0,0,15,4,5,0,9,0.0,42.0,10.5,0.0,0.0,6.0
36,Tony Pollard,1,15,55.0,3.7,34.0,2.3,21,1.4,2,0,0.0,0,2,0,0,0,0,15,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.5
37,Aaron Jones Sr.,1,13,35.0,2.7,21.0,1.6,14,1.1,1,2,-3.0,0,0,0,0,0,0,9,4,6,1,3,0.0,19.0,4.8,0.0,0.0,5.4
38,Travis Etienne Jr.,1,9,35.0,3.9,0.0,0.0,0,0.0,0,0,0.0,0,1,0,0,0,0,16,2,4,0,5,0.0,9.0,4.5,0.0,0.0,4.4
39,Samaje Perine,1,1,8.0,8.0,7.0,7.0,1,1.0,0,0,0.0,0,0,0,0,0,0,8,3,3,0,17,0.0,35.0,11.7,0.0,0.0,4.3
40,D'Ernest Johnson,1,3,12.0,4.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,5,2,2,0,13,0.0,28.0,14.0,0.0,0.0,4.0
41,Chuba Hubbard,1,9,23.0,2.6,7.0,0.8,16,1.8,0,1,-1.0,0,0,0,0,0,0,9,2,2,0,5,0.0,16.0,8.0,0.0,0.0,3.9
42,Tyler Allgeier,1,9,31.0,3.4,14.0,1.6,17,1.9,1,1,-1.0,0,0,0,0,0,0,8,1,1,0,2,0.0,7.0,7.0,0.0,0.0,3.8
43,Alexander Mattison,1,8,27.0,3.4,8.0,1.0,19,2.4,0,2,-3.0,0,0,0,0,0,0,9,1,2,1,1,0.0,6.0,6.0,0.0,0.0,3.3
44,Roschon Johnson,1,5,18.0,3.6,11.0,2.2,7,1.4,0,0,0.0,0,0,0,0,0,0,6,4,6,0,3,0.0,14.0,3.5,0.0,0.0,3.2
45,Dalvin Cook,1,4,26.0,6.5,0.0,0.0,0,0.0,0,0,0.0,0,1,0,0,0,0,10,0,1,0,0,0.0,0.0,0.0,0.0,0.0,2.6
46,Elijah Mitchell,1,8,23.0,2.9,12.0,1.5,11,1.4,0,0,0.0,0,0,0,0,0,0,8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.3
47,Derrick Henry,1,11,24.0,2.2,16.0,1.5,8,0.7,0,4,-9.0,0,0,0,0,0,0,8,1,1,0,0,0.0,-4.0,-4.0,0.0,0.0,2.0
48,Cordarrelle Patterson,1,3,13.0,4.3,6.0,2.0,7,2.3,0,0,0.0,0,0,0,0,0,0,6,2,2,0,4,0.0,7.0,3.5,0.0,0.0,2.0
49,Joshua Kelley,1,5,16.0,3.2,11.0,2.2,5,1.0,0,0,0.0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.6
50,Tony Jones Jr.,1,1,13.0,13.0,5.0,5.0,8,8.0,1,0,0.0,0,1,0,0,0,0,13,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.3
51,Raheem Blackshear,1,2,7.0,3.5,4.0,2.0,3,1.5,0,0,0.0,0,0,0,0,0,0,4,1,1,0,0,0.0,6.0,6.0,0.0,0.0,1.3
52,Jashaun Corbin,1,1,1.0,1.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,3,3,0,5,0.0,12.0,4.0,0.0,0.0,1.3
53,Jaleel McLaughlin,1,6,8.0,1.3,6.0,1.0,2,0.3,0,0,0.0,0,0,0,0,0,0,5,2,2,0,3,0.0,4.0,2.0,0.0,0.0,1.2
54,Jamaal Williams,1,4,7.0,1.8,3.0,0.8,4,1.0,0,0,0.0,0,0,0,0,0,0,3,1,1,0,1,0.0,3.0,3.0,0.0,0.0,1.0
55,Miles Sanders,1,2,-5.0,-2.5,0.0,0.0,0,0.0,0,1,-6.0,0,0,0,0,0,0,1,2,2,0,0,0.0,15.0,7.5,0.0,0.0,1.0
56,Kene Nwangwu,1,2,9.0,4.5,7.0,3.5,2,1.0,0,0,0.0,0,0,0,0,0,0,8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9
57,Deuce Vaughn,1,1,-2.0,-2.0,0.0,0.0,0,0.0,0,1,-2.0,0,0,0,0,0,0,0,1,1,0,5,0.0,11.0,11.0,0.0,0.0,0.9
58,Justice Hill,1,2,7.0,3.5,5.0,2.5,2,1.0,0,0,0.0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.7
59,Chase Edmonds,1,4,9.0,2.3,-1.0,-0.3,10,2.5,0,1,-4.0,0,0,0,0,0,0,9,1,1,0,0,0.0,-2.0,-2.0,0.0,0.0,0.7
60,Mike Boone,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,3,0,1,0.0,6.0,3.0,0.0,0.0,0.6
61,Zamir White,1,1,5.0,5.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5
62,Darrynton Evans,1,2,5.0,2.5,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,3,0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.5
63,Tank Bigsby,1,3,5.0,1.7,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,3,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.5
64,Ameer Abdullah,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0,0.0,4.0,4.0,0.0,0.0,0.4
65,Alex Armah Jr.,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0,0.0,3.0,3.0,0.0,0.0,0.3
66,Matt Breida,1,1,3.0,3.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3
67,Keaontay Ingram,1,2,2.0,1.0,1.0,0.5,1,0.5,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2
68,Zack Moss,1,1,2.0,2.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2
69,Ty Johnson,1,1,2.0,2.0,1.0,1.0,1,1.0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2
70,Trayveon Williams,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,1,0.0,2.0,2.0,0.0,0.0,0.2
71,Chris Evans,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
72,Ke'Shawn Vaughn,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
73,Patrick Ricard,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
74,Anthony McFarland Jr.,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
75,Chris Brooks,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
76,JaMycal Hasty,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
77,J.K. Dobbins,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
78,Jonathan Ward,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
79,Jeremy McNichols,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
80,Kevin Harris,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
81,Tyler Goodson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
82,Israel Abanikanda,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
83,Jeff Wilson Jr.,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
84,Jordan Mims,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
85,Dwayne Washington,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
86,Malik Davis,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
87,Tyrion Davis-Price,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
88,Trey Sermon,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
89,Cam Akers,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
90,Michael Burton,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
91,Patrick Taylor Jr.,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
92,Travis Homer,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
93,Khari Blasingame,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
94,Khalil Herbert,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
95,D'Andre Swift,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
96,Kenneth Gainwell,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
97,Ty Montgomery II,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
98,Ronnie Rivers,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
99,Kyren Williams,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100,Gary Brightwell,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
101,DeeJay Dallas,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
102,Salvon Ahmed,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
103,Alec Ingold,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
104,Raheem Mostert,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
105,Evan Hull,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
106,Sean Tucker,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
107,C.J. Ham,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
108,Adam Prentice,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
109,Eric Gray,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
110,Kendre Miller,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
111,Dameon Pierce,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
112,Zonovan Knight,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
113,Nick Bawden,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
114,Pierre Strong Jr.,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
115,Nick Chubb,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
116,De'Von Achane,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
117,Hunter Luepke,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
118,Emari Demercado,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
119,Jordan Mason,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
120,Craig Reynolds,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
121,Dare Ogunbowale,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
122,Michael Carter,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
123,Elijah Dotson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
124,Julius Chestnut,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
125,Clyde Edwards-Helaire,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
126,Chris Rodriguez Jr.,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
127,Isiah Pacheco,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
128,Chase Brown,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
129,Reggie Gilliam,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
130,Emanuel Wilson,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
131,Keith Smith,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
