RANK,PLAYER,GAMES,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/ATT,RUSHING_YBCON,RUSHING_YBCON/ATT,RUSHING_YACON,RUSHING_YACON/ATT,RUSHING_BRKTKL,RUSHING_TK_LOSS,RUSHING_TK_LOSS_YDS,RUSHING_LNG_TD,BIG_RUSH_PLAYS_10+_YDS,BIG_RUSH_PLAYS_20+_YDS,BIG_RUSH_PLAYS_30+_YDS,BIG_RUSH_PLAYS_40+_YDS,BIG_RUSH_PLAYS_50+_YDS,BIG_RUSH_PLAYS_LNG,RECEIVING_REC,RECEIVING_TGT,RECEIVING_RZ_TGT,RECEIVING_YACON,RUSHING_TD,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_FPTS
1,Christian McCaffrey,1,20,106.0,5.3,65,3.3,41,2.1,0,1,-2.0,18,5,0,0,0,0,18,7,8,3,3,3.0,71.0,10.1,1.0,0.0,41.7
2,David Montgomery,1,32,121.0,3.8,77,2.4,44,1.4,6,2,-6.0,3,3,0,0,0,0,16,2,2,0,2,3.0,20.0,10.0,0.0,0.0,32.1
3,Kyren Williams,1,25,103.0,4.1,73,2.9,30,1.2,0,2,-2.0,3,2,1,0,0,0,20,3,3,0,3,2.0,24.0,8.0,0.0,0.0,24.7
4,De'Von Achane,1,8,101.0,12.6,35,4.4,66,8.3,4,0,0.0,10,3,1,1,1,1,55,3,5,2,7,2.0,19.0,6.3,0.0,0.0,24.0
5,Derrick Henry,1,22,122.0,5.5,59,2.7,63,2.9,1,1,-1.0,29,4,1,0,0,0,29,1,1,0,4,1.0,11.0,11.0,0.0,0.0,23.4
6,Isiah Pacheco,1,20,115.0,5.8,94,4.7,21,1.1,4,3,-8.0,48,4,1,1,1,0,48,3,3,0,0,1.0,43.0,14.3,0.0,0.0,21.8
7,Josh Jacobs,1,17,58.0,3.4,40,2.4,18,1.1,0,3,-5.0,1,0,0,0,0,0,9,8,11,2,22,1.0,81.0,10.1,0.0,0.0,19.9
8,Khalil Herbert,1,18,103.0,5.7,71,3.9,32,1.8,0,0,0.0,0,2,2,0,0,0,24,4,5,1,0,0.0,19.0,4.8,1.0,0.0,18.2
9,Jaleel McLaughlin,1,7,72.0,10.3,18,2.6,54,7.7,0,1,-1.0,0,3,1,1,0,0,31,3,3,1,14,0.0,32.0,10.7,1.0,0.0,16.4
10,D'Andre Swift,1,14,56.0,4.0,31,2.2,25,1.8,2,1,-1.0,5,0,0,0,0,0,8,4,4,1,15,1.0,23.0,5.8,0.0,0.0,13.9
