RANK,PLAYER,GAMES,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/ATT,RUSHING_YBCON,RUSHING_YBCON/ATT,RUSHING_YACON,RUSHING_YACON/ATT,RUSHING_BRKTKL,RUSHING_TK_LOSS,RUSHING_TK_LOSS_YDS,RUSHING_LNG_TD,BIG_RUSH_PLAYS_10+_YDS,BIG_RUSH_PLAYS_20+_YDS,BIG_RUSH_PLAYS_30+_YDS,BIG_RUSH_PLAYS_40+_YDS,BIG_RUSH_PLAYS_50+_YDS,BIG_RUSH_PLAYS_LNG,RECEIVING_REC,RECEIVING_TGT,RECEIVING_RZ_TGT,RECEIVING_YACON,RUSHING_TD,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_FPTS
1,Raheem Mostert,1,21,96.0,4.6,66.0,3.1,30,1.4,1,1,-3.0,5,2,0,0,0,0,15,1,1,0,3,2.0,4.0,4.0,0.0,0.0,22.0
2,James Cook,1,10,58.0,5.8,52.0,5.2,6,0.6,1,0,0.0,0,3,0,0,0,0,15,5,5,0,9,0.0,83.0,16.6,1.0,0.0,20.1
3,Saquon Barkley,1,20,86.0,4.3,32.0,1.6,54,2.7,4,3,-7.0,5,3,1,1,0,0,34,3,4,0,7,2.0,15.0,5.0,0.0,1.0,20.1
4,Ezekiel Elliott,1,22,68.0,3.1,19.0,0.9,49,2.2,3,3,-3.0,0,1,0,0,0,0,12,7,8,1,26,0.0,72.0,10.3,1.0,0.0,20.0
5,Rachaad White,1,25,102.0,4.1,55.0,2.2,47,1.9,0,1,-5.0,0,2,0,0,0,0,12,2,2,0,0,0.0,33.0,16.5,1.0,0.0,19.5
6,Breece Hall,1,10,40.0,4.0,15.0,1.5,25,2.5,1,1,-5.0,0,2,0,0,0,0,15,8,9,1,32,0.0,86.0,10.8,1.0,0.0,18.6
7,Joe Mixon,1,21,79.0,3.8,63.0,3.0,16,0.8,1,1,-1.0,1,1,0,0,0,0,18,3,4,0,35,1.0,46.0,15.3,0.0,0.0,18.5
8,Derrick Henry,1,17,34.0,2.0,20.0,1.2,14,0.8,1,2,-2.0,3,0,0,0,0,0,6,1,2,0,0,2.0,17.0,17.0,0.0,0.0,17.1
9,Chase Brown,1,8,25.0,3.1,13.0,1.6,12,1.5,0,2,-12.0,0,1,0,0,0,0,10,3,3,0,10,0.0,80.0,26.7,1.0,0.0,16.5
10,Austin Ekeler,1,10,51.0,5.1,0.0,0.0,0,0.0,0,1,-2.0,3,0,0,0,0,0,9,5,7,1,0,1.0,49.0,9.8,0.0,0.0,16.0
11,Christian McCaffrey,1,16,145.0,9.1,100.0,6.3,45,2.8,4,2,-4.0,0,4,3,1,1,1,72,1,1,0,4,0.0,8.0,8.0,0.0,0.0,15.3
12,Javonte Williams,1,17,66.0,3.9,0.0,0.0,0,0.0,0,2,-6.0,3,2,1,0,0,0,20,3,4,0,2,1.0,25.0,8.3,0.0,0.0,15.1
13,Bijan Robinson,1,10,34.0,3.4,22.0,2.2,12,1.2,0,0,0.0,3,0,0,0,0,0,8,5,7,2,12,1.0,54.0,10.8,0.0,0.0,14.8
14,Jahmyr Gibbs,1,11,66.0,6.0,59.0,5.4,7,0.6,1,2,-5.0,12,2,1,1,0,0,36,3,4,1,5,1.0,16.0,5.3,0.0,0.0,14.2
15,Travis Etienne Jr.,1,14,35.0,2.5,18.0,1.3,17,1.2,1,4,-10.0,1,1,0,0,0,0,16,4,4,0,17,1.0,37.0,9.3,0.0,0.0,13.2
16,Devin Singletary,1,13,65.0,5.0,43.0,3.3,22,1.7,0,0,0.0,1,2,0,0,0,0,17,0,3,1,0,1.0,0.0,0.0,0.0,0.0,12.5
17,Tyjae Spears,1,7,29.0,4.1,18.0,2.6,11,1.6,0,0,0.0,0,0,0,0,0,0,8,6,8,0,2,0.0,89.0,14.8,0.0,0.0,11.8
18,Kyren Williams,1,25,114.0,4.6,83.0,3.3,31,1.2,7,3,-6.0,0,4,0,0,0,0,14,3,4,0,0,0.0,-1.0,-0.3,0.0,0.0,11.3
19,Rico Dowdle,1,12,46.0,3.8,28.0,2.3,18,1.5,0,0,0.0,1,0,0,0,0,0,9,1,1,0,4,1.0,6.0,6.0,0.0,0.0,11.2
20,Alvin Kamara,1,12,56.0,4.7,35.0,2.9,21,1.8,0,0,0.0,9,0,0,0,0,0,9,3,4,0,0,1.0,-11.0,-3.7,0.0,0.0,10.5
21,Jerick McKinnon,1,4,19.0,4.8,0.0,0.0,0,0.0,0,0,0.0,7,0,0,0,0,0,7,3,3,1,0,1.0,18.0,6.0,0.0,0.0,9.7
22,Chuba Hubbard,1,23,87.0,3.8,47.0,2.0,40,1.7,1,1,-2.0,0,3,0,0,0,0,13,2,2,0,5,0.0,9.0,4.5,0.0,0.0,9.6
23,Tony Pollard,1,16,59.0,3.7,24.0,1.5,35,2.2,1,0,0.0,0,1,0,0,0,0,11,7,8,0,10,0.0,37.0,5.3,0.0,0.0,9.6
24,Kareem Hunt,1,10,27.0,2.7,14.0,1.4,13,1.3,0,1,-2.0,4,0,0,0,0,0,9,1,1,1,0,1.0,3.0,3.0,0.0,0.0,9.0
