RANK,PLAYER,GAMES,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/ATT,RUSHING_YBCON,RUSHING_YBCON/ATT,RUSHING_YACON,RUSHING_YACON/ATT,RUSHING_BRKTKL,RUSHING_TK_LOSS,RUSHING_TK_LOSS_YDS,RUSHING_LNG_TD,BIG_RUSH_PLAYS_10+_YDS,BIG_RUSH_PLAYS_20+_YDS,BIG_RUSH_PLAYS_30+_YDS,BIG_RUSH_PLAYS_40+_YDS,BIG_RUSH_PLAYS_50+_YDS,BIG_RUSH_PLAYS_LNG,RECEIVING_REC,RECEIVING_TGT,RECEIVING_RZ_TGT,RECEIVING_YACON,RUSHING_TD,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_FPTS
1,Christian McCaffrey,1,18,115.0,6.4,87.0,4.8,28,1.6,0,2,-3.0,1,6,1,0,0,0,26,5,5,1,6,1.0,14.4,2.0,0.0,36.7
2,James Cook,1,25,179.0,7.2,107.0,4.3,72,2.9,1,0,0.0,24,7,2,0,0,0,24,2,3,2,19,1.0,21.0,1.0,0.0,34.1
3,Jahmyr Gibbs,1,11,100.0,9.1,44.0,4.0,56,5.1,3,1,-1.0,12,4,2,1,0,0,34,2,2,1,0,1.0,4.0,1.0,0.0,22.8
4,Ty Chandler,1,23,132.0,5.7,87.0,3.8,45,2.0,0,1,-1.0,1,2,2,1,0,0,30,3,4,1,2,1.0,8.3,0.0,0.0,21.7
5,Rachaad White,1,21,89.0,4.2,38.0,1.8,51,2.4,0,1,-2.0,0,1,1,0,0,0,22,2,2,0,1,0.0,25.0,1.0,0.0,19.9
6,Kyren Williams,1,27,152.0,5.6,96.0,3.6,56,2.1,2,1,-3.0,1,5,1,0,0,0,27,5,7,2,0,1.0,0.6,0.0,2.0,19.5
7,Kenneth Walker III,1,19,86.0,4.5,55.0,2.9,31,1.6,3,3,-11.0,23,3,1,0,0,0,23,3,3,0,20,1.0,8.7,0.0,0.0,17.2
8,Devin Singletary,1,26,121.0,4.7,68.0,2.6,53,2.0,1,3,-3.0,0,3,0,0,0,0,19,4,5,0,5,0.0,12.3,0.0,0.0,17.0
9,Raheem Mostert,1,15,42.0,2.8,18.0,1.2,24,1.6,0,3,-11.0,2,2,0,0,0,0,18,2,2,1,0,2.0,0.5,0.0,0.0,16.3
10,Clyde Edwards-Helaire,1,13,37.0,2.8,6.0,0.5,31,2.4,0,2,-5.0,0,1,1,0,0,0,20,4,4,2,25,0.0,16.0,1.0,0.0,16.1
11,James Conner,1,14,86.0,6.1,23.0,1.6,63,4.5,0,0,0.0,2,1,1,1,1,0,44,3,3,0,8,1.0,1.0,0.0,0.0,14.9
12,Zamir White,1,17,69.0,4.1,18.0,1.1,51,3.0,1,0,0.0,1,1,0,0,0,0,15,3,4,1,9,1.0,5.3,0.0,0.0,14.5
13,Jerick McKinnon,1,4,11.0,2.8,4.0,1.0,7,1.8,0,0,0.0,0,0,0,0,0,0,4,3,3,1,3,0.0,6.3,1.0,0.0,13.2
14,Emari Demercado,1,4,64.0,16.0,15.0,3.8,49,12.3,0,0,0.0,49,1,1,1,1,0,49,1,3,0,0,1.0,6.0,0.0,0.0,13.0
15,Gus Edwards,1,16,58.0,3.6,32.0,2.0,26,1.6,3,0,0.0,1,1,1,0,0,0,20,1,1,0,0,1.0,11.0,0.0,0.0,12.9
16,Joe Mixon,1,10,47.0,4.7,34.0,3.4,13,1.3,1,0,0.0,1,1,0,0,0,0,10,3,3,0,3,1.0,4.7,0.0,0.0,12.1
17,Alvin Kamara,1,16,66.0,4.1,32.0,2.0,34,2.1,1,1,-1.0,0,2,0,0,0,0,15,5,5,0,14,0.0,8.8,0.0,0.0,11.0
18,Chuba Hubbard,1,22,87.0,4.0,43.0,2.0,44,2.0,2,4,-8.0,0,4,2,0,0,0,22,2,2,0,4,0.0,8.0,0.0,0.0,10.3
19,Zack Moss,1,4,13.0,3.3,7.0,1.8,6,1.5,0,0,0.0,0,0,0,0,0,0,5,3,3,1,7,0.0,6.7,1.0,0.0,9.3
20,Trey Sermon,1,17,88.0,5.2,30.0,1.8,58,3.4,3,1,-1.0,0,2,0,0,0,0,19,0,0,0,0,0.0,0.0,0.0,0.0,8.8
21,Keaton Mitchell,1,9,73.0,8.1,50.0,5.6,23,2.6,3,0,0.0,0,4,1,0,0,0,24,2,2,0,0,0.0,7.5,0.0,0.0,8.8
22,Kevin Harris,1,4,25.0,6.3,4.0,1.0,21,5.3,1,1,-2.0,18,1,0,0,0,0,18,0,0,0,0,1.0,0.0,0.0,0.0,8.5
23,Brandon Bolden,1,2,25.0,12.5,0.0,0.0,0,0.0,0,1,-1.0,26,1,1,0,0,0,26,0,0,0,0,1.0,0.0,0.0,0.0,8.5
24,David Montgomery,1,17,85.0,5.0,32.0,1.9,53,3.1,1,0,0.0,0,2,0,0,0,0,13,2,3,0,2,0.0,-1.5,0.0,0.0,8.2
25,Tyler Goodson,1,11,69.0,6.3,45.0,4.1,24,2.2,0,0,0.0,0,2,1,1,0,0,31,2,2,1,3,0.0,5.0,0.0,0.0,7.9
26,D'Andre Swift,1,18,74.0,4.1,58.0,3.2,16,0.9,1,1,-3.0,0,2,0,0,0,0,11,2,3,1,2,0.0,0.5,0.0,0.0,7.5
27,Latavius Murray,1,5,11.0,2.2,-1.0,-0.2,12,2.4,1,1,-4.0,2,0,0,0,0,0,8,0,0,0,0,1.0,0.0,0.0,0.0,7.1
28,Aaron Jones Sr.,1,13,53.0,4.1,39.0,3.0,14,1.1,0,3,-3.0,0,1,1,0,0,0,20,4,4,1,4,0.0,4.0,0.0,0.0,6.9
29,Jaylen Warren,1,10,40.0,4.0,23.0,2.3,17,1.7,0,0,0.0,0,1,0,0,0,0,11,5,6,0,7,0.0,5.6,0.0,0.0,6.8
30,De'Von Achane,1,9,32.0,3.6,16.0,1.8,16,1.8,0,1,-2.0,0,1,0,0,0,0,10,3,3,0,13,0.0,10.0,0.0,0.0,6.2
31,Roschon Johnson,1,5,36.0,7.2,25.0,5.0,11,2.2,0,0,0.0,0,1,1,0,0,0,22,4,6,0,13,0.0,6.0,0.0,0.0,6.0
