RANK,PLAYER,GAMES,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/ATT,RUSHING_YBCON,RUSHING_YBCON/ATT,RUSHING_YACON,RUSHING_YACON/ATT,RUSHING_BRKTKL,RUSHING_TK_LOSS,RUSHING_TK_LOSS_YDS,RUSHING_LNG_TD,BIG_RUSH_PLAYS_10+_YDS,BIG_RUSH_PLAYS_20+_YDS,BIG_RUSH_PLAYS_30+_YDS,BIG_RUSH_PLAYS_40+_YDS,BIG_RUSH_PLAYS_50+_YDS,BIG_RUSH_PLAYS_LNG,RECEIVING_REC,RECEIVING_TGT,RECEIVING_RZ_TGT,RECEIVING_YACON,RUSHING_TD,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_FPTS
1,Breece Hall,1,37,178.0,4.8,87.0,2.4,91,2.5,6,4,-9.0,50,4,1,1,1,1,50,2,2,0,1,1.0,12.0,6.0,0.0,0.0,27.0
2,James Conner,1,27,150.0,5.6,94.0,3.5,56,2.1,0,3,-3.0,29,5,3,0,0,0,29,4,4,0,37,1.0,54.0,13.5,0.0,0.0,26.4
3,Jonathan Taylor,1,30,188.0,6.3,34.0,1.1,154,5.1,4,3,-6.0,49,8,2,1,1,0,49,2,2,0,7,1.0,8.0,4.0,0.0,0.0,25.6
4,Joe Mixon,1,14,111.0,7.9,81.0,5.8,30,2.1,1,3,-10.0,1,5,1,1,1,0,44,1,2,1,4,1.0,6.0,6.0,1.0,0.0,23.7
5,Saquon Barkley,1,18,46.0,2.6,9.0,0.5,37,2.1,0,3,-7.0,3,1,0,0,0,0,11,2,2,0,5,2.0,51.0,25.5,0.0,0.0,21.7
6,Derrick Henry,1,19,153.0,8.1,47.0,2.5,106,5.6,2,2,-5.0,18,4,1,1,1,1,69,0,0,0,0,1.0,0.0,0.0,0.0,0.0,21.3
7,Najee Harris,1,26,112.0,4.3,82.0,3.2,30,1.2,2,3,-7.0,6,3,0,0,0,0,15,5,5,2,0,1.0,21.0,4.2,0.0,0.0,19.3
8,Bijan Robinson,1,11,28.0,2.5,13.0,1.2,15,1.4,1,1,-1.0,0,0,0,0,0,0,7,7,8,2,15,0.0,103.0,14.7,1.0,0.0,19.1
9,Tyjae Spears,1,3,25.0,8.3,18.0,6.0,7,2.3,0,0,0.0,3,1,1,0,0,0,22,3,3,0,32,1.0,41.0,13.7,1.0,0.0,18.6
10,Tony Pollard,1,17,70.0,4.1,23.0,1.4,47,2.8,1,2,-2.0,1,1,0,0,0,0,12,2,2,1,0,1.0,16.0,8.0,0.0,0.0,14.6
