RANK,PLAYER,GAMES,RECEIVING_REC,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_YBC,RECEIVING_YBC/R,RECEIVING_AIR,RECEIVING_AIR/R,RECEIVING_YAC,RECEIVING_YACON,RECEIVING_YACON/R,RECEIVING_BRKTKL,TARGETS_TGT,TARGETS_%_TM,TARGETS_CATCHABLE,TARGETS_DROP,TARGETS_RZ_TGT,BIG_PLAYS_10+_YDS,BIG_PLAYS_20+_YDS,BIG_PLAYS_30+_YDS,BIG_PLAYS_40+_YDS,BIG_PLAYS_50+_YDS,BIG_PLAYS_LNG,RECEIVING_TD,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,MISC_FL,MISC_FPTS
1,C.J. Uzomah,1,3,91,30.3,50.0,16.7,0,0.0,41,13.7,33,11.0,0,3,0.083,3,0,0,2,2,2,1,1,2.0,0.0,0.0,0.0,0.0,21.1
2,Kyle Pitts,1,7,163,23.3,136.0,19.4,0,0.0,27,3.9,5,0.7,1,8,0.205,7,0,0,7,5,1,0,0,0.0,0.0,0.0,0.0,0.0,16.3
3,Mike Gesicki,1,7,85,12.1,71.0,10.1,0,0.0,14,2.0,10,1.4,0,8,0.2,8,0,1,4,1,0,0,0,1.0,0.0,0.0,0.0,0.0,14.5
4,Zach Ertz,1,3,66,22.0,30.0,10.0,0,0.0,36,12.0,0,0.0,0,5,0.179,3,0,1,2,1,1,1,1,1.0,1.0,4.0,0.0,0.0,13.0
5,Robert Tonyan,1,4,63,15.8,43.0,10.8,0,0.0,20,5.0,7,1.8,0,5,0.147,4,0,0,3,2,0,0,0,1.0,0.0,0.0,0.0,0.0,12.3
6,Foster Moreau,1,6,60,10.0,37.0,6.2,0,0.0,23,3.8,11,1.8,0,6,0.17600000000000002,6,0,2,4,1,0,0,0,1.0,0.0,0.0,0.0,0.0,12.0
7,Dallas Goedert,1,3,70,23.3,59.0,19.7,0,0.0,11,3.7,4,1.3,0,5,0.161,3,0,0,3,3,0,0,0,0.0,0.0,0.0,0.0,0.0,9.0
8,MyCole Pruitt,1,2,27,13.5,25.0,12.5,0,0.0,2,1.0,0,0.0,0,3,0.111,2,0,2,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,8.7
9,Mo Alie-Cox,1,3,25,8.3,9.0,3.0,0,0.0,16,5.3,4,1.3,0,3,0.115,3,0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,8.5
10,Hunter Henry,1,2,23,11.5,15.0,7.5,0,0.0,8,4.0,2,1.0,0,4,0.1,2,0,1,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,8.3
11,Travis Kelce,1,7,65,9.3,30.0,4.3,0,0.0,35,5.0,16,2.3,0,12,0.25,7,0,0,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,6.5
12,Jonnu Smith,1,2,52,26.0,5.0,2.5,0,0.0,47,23.5,29,14.5,0,5,0.125,2,0,0,2,2,0,0,0,0.0,1.0,5.0,0.0,0.0,5.7
13,Ricky Seals-Jones,1,6,51,8.5,26.0,4.3,0,0.0,25,4.2,7,1.2,0,7,0.19399999999999998,6,0,4,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.1
14,Mark Andrews,1,3,48,16.0,36.0,12.0,0,0.0,12,4.0,3,1.0,0,7,0.171,3,0,0,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,4.8
15,T.J. Hockenson,1,6,48,8.0,32.0,5.3,0,0.0,16,2.7,10,1.7,0,9,0.281,6,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,4.8
16,Tyler Higbee,1,5,46,9.2,24.0,4.8,0,0.0,22,4.4,8,1.6,0,8,0.195,5,0,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.6
17,Evan Engram,1,6,44,7.3,0.0,0.0,0,0.0,44,7.3,3,0.5,0,8,0.242,6,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.4
18,Cole Kmet,1,5,43,8.6,21.0,4.2,0,0.0,22,4.4,16,3.2,0,6,0.19399999999999998,6,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,4.3
19,Austin Hooper,1,2,42,21.0,3.0,1.5,0,0.0,39,19.5,7,3.5,1,3,0.094,2,0,0,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,4.2
20,Noah Fant,1,5,39,7.8,14.0,2.8,0,0.0,25,5.0,5,1.0,0,7,0.21899999999999997,5,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.9
21,Durham Smythe,1,3,37,12.3,34.0,11.3,0,0.0,3,1.0,2,0.7,0,4,0.1,3,0,1,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.7
22,Hayden Hurst,1,3,35,11.7,20.0,6.7,0,0.0,15,5.0,0,0.0,0,4,0.10300000000000001,4,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.5
23,Marcedes Lewis,1,3,31,10.3,12.0,4.0,0,0.0,19,6.3,13,4.3,1,3,0.08800000000000001,3,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.1
24,Charlie Woerner,1,2,30,15.0,28.0,14.0,0,0.0,2,1.0,0,0.0,0,2,0.07400000000000001,2,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
25,Josh Oliver,1,2,29,14.5,21.0,10.5,0,0.0,8,4.0,1,0.5,0,5,0.122,3,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.9
26,Adam Shaheen,1,4,23,5.8,17.0,4.3,0,0.0,6,1.5,0,0.0,0,5,0.125,5,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.3
27,Gerald Everett,1,3,11,3.7,2.0,0.7,0,0.0,9,3.0,3,1.0,0,3,0.158,3,0,0,1,0,0,0,0,0.0,1.0,12.0,0.0,0.0,2.3
28,Jesse James,1,3,20,6.7,10.0,3.3,0,0.0,10,3.3,8,2.7,0,3,0.09699999999999999,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
29,David Njoku,1,2,18,9.0,0.0,0.0,0,0.0,18,9.0,3,1.5,0,2,0.063,2,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.8
30,Adam Trautman,1,3,36,12.0,9.0,3.0,0,0.0,27,9.0,5,1.7,0,3,0.094,3,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.6
31,Harrison Bryant,1,1,15,15.0,13.0,13.0,0,0.0,2,2.0,0,0.0,0,2,0.063,2,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.5
32,Ryan Griffin,1,1,15,15.0,15.0,15.0,0,0.0,0,0.0,0,0.0,0,2,0.049,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.5
33,Jordan Akins,1,2,13,6.5,7.0,3.5,0,0.0,6,3.0,0,0.0,0,2,0.065,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.3
34,Tommy Tremble,1,2,12,6.0,7.0,3.5,0,0.0,5,2.5,5,2.5,0,2,0.053,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.2
35,Pharaoh Brown,1,3,11,3.7,1.0,0.3,0,0.0,10,3.3,0,0.0,0,3,0.09699999999999999,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.1
36,O.J. Howard,1,1,9,9.0,6.0,6.0,0,0.0,3,3.0,1,1.0,0,3,0.077,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9
37,Anthony Firkser,1,1,9,9.0,8.0,8.0,0,0.0,1,1.0,1,1.0,0,1,0.037000000000000005,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9
38,Geoff Swaim,1,1,8,8.0,5.0,5.0,0,0.0,3,3.0,1,1.0,0,1,0.037000000000000005,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8
39,Kyle Rudolph,1,2,8,4.0,0.0,0.0,0,0.0,8,4.0,7,3.5,0,2,0.061,2,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8
40,Juwan Johnson,1,1,8,8.0,7.0,7.0,0,0.0,1,1.0,2,2.0,0,1,0.031,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8
41,Lee Smith,1,1,7,7.0,6.0,6.0,0,0.0,1,1.0,0,0.0,0,2,0.051,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.7
42,Darren Fells,1,1,6,6.0,2.0,2.0,0,0.0,4,4.0,1,1.0,0,1,0.031,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6
43,Ross Dwelley,1,1,5,5.0,4.0,4.0,0,0.0,1,1.0,0,0.0,0,2,0.07400000000000001,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5
44,Noah Gray,1,1,4,4.0,3.0,3.0,0,0.0,1,1.0,0,0.0,0,1,0.021,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4
45,Eric Saubert,1,1,3,3.0,2.0,2.0,0,0.0,1,1.0,0,0.0,0,1,0.031,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3
46,Hunter Long,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
47,Jesper Horsted,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.032,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
48,Brock Wright,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
49,Tyler Davis,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
50,Colby Parkinson,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
51,Jacob Harris,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
52,Deon Yelder,1,1,0,0.0,-2.0,-2.0,0,0.0,2,2.0,0,0.0,0,1,0.026000000000000002,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
53,Sammis Reyes,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
54,Stephen Sullivan,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
55,Andrew Beck,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
56,Mitchell Wilcox,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
