RANK,PLAYER,GAMES,RECEIVING_REC,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_YBC,RECEIVING_YBC/R,RECEIVING_AIR,RECEIVING_AIR/R,RECEIVING_YAC,RECEIVING_YACON,RECEIVING_YACON/R,RECEIVING_BRKTKL,TARGETS_TGT,TARGETS_%_TM,TARGETS_CATCHABLE,TARGETS_DROP,TARGETS_RZ_TGT,BIG_PLAYS_10+_YDS,BIG_PLAYS_20+_YDS,BIG_PLAYS_30+_YDS,BIG_PLAYS_40+_YDS,BIG_PLAYS_50+_YDS,BIG_PLAYS_LNG,RECEIVING_TD,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,MISC_FL,MISC_FPTS
1,Tyler Higbee,1,6,55,9.2,42.0,7.0,0,0.0,13,2.2,6,1.0,0,8,0.25,6,0,2,2,0,0,0,0,2.0,0.0,0.0,0.0,0.0,17.5
2,Dalton Schultz,1,3,21,7.0,20.0,6.7,0,0.0,1,0.3,0,0.0,0,3,0.107,3,0,2,1,0,0,0,0,2.0,0.0,0.0,0.0,0.0,14.1
3,Rob Gronkowski,1,7,137,19.6,75.0,10.7,0,0.0,62,8.9,29,4.1,3,10,0.263,7,0,0,5,3,1,1,1,0.0,0.0,0.0,0.0,0.0,13.7
4,Josiah Deguara,1,3,66,22.0,-1.0,-0.3,0,0.0,67,22.3,55,18.3,1,4,0.114,3,0,0,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,12.6
5,Anthony Firkser,1,4,56,14.0,42.0,10.5,0,0.0,14,3.5,5,1.3,0,4,0.125,4,0,1,3,1,0,0,0,1.0,0.0,0.0,0.0,0.0,11.6
6,Brock Wright,1,2,51,25.5,23.0,11.5,0,0.0,28,14.0,0,0.0,0,2,0.069,2,0,0,2,1,1,0,0,1.0,0.0,0.0,0.0,0.0,11.1
7,Travis Kelce,1,4,34,8.5,24.0,6.0,0,0.0,10,2.5,3,0.8,0,5,0.11900000000000001,4,0,2,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,9.4
8,Hunter Henry,1,5,86,17.2,76.0,15.2,0,0.0,10,2.0,0,0.0,0,6,0.2,5,0,0,2,2,2,0,0,0.0,0.0,0.0,0.0,0.0,8.6
9,Mark Andrews,1,8,85,10.6,51.0,6.4,0,0.0,34,4.3,11,1.4,0,15,0.469,8,0,1,4,1,0,0,0,0.0,1.0,0.0,0.0,0.0,8.5
10,Zach Ertz,1,7,84,12.0,64.0,9.1,0,0.0,20,2.9,0,0.0,0,10,0.256,7,0,3,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8.4
11,Tyree Jackson,1,3,22,7.3,15.0,5.0,0,0.0,7,2.3,0,0.0,0,5,0.147,3,0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,8.2
12,Jared Cook,1,4,80,20.0,56.0,14.0,0,0.0,24,6.0,4,1.0,0,7,0.109,4,0,1,3,1,1,1,1,0.0,0.0,0.0,0.0,0.0,8.0
13,Adam Trautman,1,1,18,18.0,14.0,14.0,0,0.0,4,4.0,2,2.0,0,1,0.043,1,0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,7.8
14,Juwan Johnson,1,1,5,5.0,5.0,5.0,0,0.0,0,0.0,0,0.0,0,2,0.087,1,0,2,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,6.5
15,Pat Freiermuth,1,6,53,8.8,27.0,4.5,0,0.0,26,4.3,17,2.8,2,9,0.205,6,0,2,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.3
16,Dawson Knox,1,3,49,16.3,19.0,6.3,0,0.0,30,10.0,6,2.0,0,5,0.111,3,0,1,2,1,0,0,0,0.0,0.0,4.0,0.0,0.0,5.3
17,Foster Moreau,1,2,50,25.0,8.0,4.0,0,0.0,42,21.0,0,0.0,0,2,0.061,2,0,0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,5.0
18,Cole Kmet,1,4,48,12.0,29.0,7.3,0,0.0,19,4.8,9,2.3,0,5,0.109,4,0,0,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,4.8
19,Zach Gentry,1,4,39,9.8,13.0,3.3,0,0.0,26,6.5,3,0.8,0,5,0.114,4,0,0,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,3.9
