RANK,PLAYER,GAMES,RECEIVING_REC,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_YBC,RECEIVING_YBC/R,RECEIVING_AIR,RECEIVING_AIR/R,RECEIVING_YAC,RECEIVING_YACON,RECEIVING_YACON/R,RECEIVING_BRKTKL,TARGETS_TGT,TARGETS_%_TM,TARGETS_CATCHABLE,TARGETS_DROP,TARGETS_RZ_TGT,BIG_PLAYS_10+_YDS,BIG_PLAYS_20+_YDS,BIG_PLAYS_30+_YDS,BIG_PLAYS_40+_YDS,BIG_PLAYS_50+_YDS,BIG_PLAYS_LNG,RECEIVING_TD,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,MISC_FL,MISC_FPTS
1,Dawson Knox,1,3,32,10.7,10.0,3.3,0,0.0,22,7.3,6,2.0,0,3,0.115,3,0,1,1,1,0,0,0,2.0,0.0,0.0,0.0,0.0,15.2
2,Jack Doyle,1,6,81,13.5,66.0,11.0,0,0.0,15,2.5,2,0.3,0,7,0.163,6,0,1,5,1,0,0,0,1.0,0.0,0.0,0.0,0.0,14.1
3,Dalton Schultz,1,3,46,15.3,35.0,11.7,0,0.0,11,3.7,6,2.0,0,7,0.149,4,1,0,2,1,1,0,0,1.0,0.0,0.0,0.0,0.0,12.6
4,Mark Andrews,1,4,65,16.3,54.0,13.5,0,0.0,11,2.8,7,1.8,0,10,0.313,4,0,1,2,1,1,0,0,1.0,0.0,0.0,0.0,0.0,12.5
5,Rob Gronkowski,1,7,123,17.6,71.0,10.1,0,0.0,52,7.4,29,4.1,1,9,0.265,7,0,1,6,3,1,0,0,0.0,0.0,0.0,0.0,0.0,12.3
6,Pat Freiermuth,1,4,40,10.0,26.0,6.5,0,0.0,14,3.5,7,1.8,2,4,0.10300000000000001,4,0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,10.0
7,Gerald Everett,1,5,37,7.4,17.0,3.4,0,0.0,20,4.0,8,1.6,1,9,0.29,5,0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,9.7
8,T.J. Hockenson,1,3,35,11.7,31.0,10.3,0,0.0,4,1.3,0,0.0,0,3,0.12,3,0,1,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,9.5
9,David Njoku,1,3,35,11.7,29.0,9.7,0,0.0,6,2.0,4,1.3,0,5,0.147,3,0,0,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,9.5
10,Jimmy Graham,1,2,34,17.0,32.0,16.0,0,0.0,2,1.0,0,0.0,0,3,0.081,2,0,2,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,9.4
