RANK,PLAYER,GAMES,RECEIVING_REC,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_YBC,RECEIVING_YBC/R,RECEIVING_AIR,RECEIVING_AIR/R,RECEIVING_YAC,RECEIVING_YACON,RECEIVING_YACON/R,RECEIVING_BRKTKL,TARGETS_TGT,TARGETS_%_TM,TARGETS_CATCHABLE,TARGETS_DROP,TARGETS_RZ_TGT,BIG_PLAYS_10+_YDS,BIG_PLAYS_20+_YDS,BIG_PLAYS_30+_YDS,BIG_PLAYS_40+_YDS,BIG_PLAYS_50+_YDS,BIG_PLAYS_LNG,RECEIVING_TD,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,MISC_FL,MISC_FPTS
1,George Kittle,1,9,181,20.1,73.0,8.1,0,0.0,108,12.0,68,7.6,1,12,0.4,10,1,0,7,4,1,1,1,2.0,1.0,5.0,0.0,0.0,30.6
2,Dallas Goedert,1,6,105,17.5,45.0,7.5,0,0.0,60,10.0,24,4.0,2,6,0.273,6,0,0,4,2,1,0,0,2.0,0.0,0.0,0.0,0.0,22.5
3,Rob Gronkowski,1,4,58,14.5,32.0,8.0,0,0.0,26,6.5,1,0.3,0,8,0.157,5,1,1,3,1,0,0,0,2.0,0.0,0.0,0.0,0.0,17.8
4,T.J. Hockenson,1,4,49,12.3,47.0,11.8,0,0.0,2,0.5,2,0.5,0,8,0.21100000000000002,5,1,1,2,1,0,0,0,1.0,0.0,0.0,0.0,0.0,10.9
5,Logan Thomas,1,3,48,16.0,30.0,10.0,0,0.0,18,6.0,6,2.0,0,5,0.16699999999999998,3,0,1,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,10.8
6,Brock Wright,1,2,28,14.0,28.0,14.0,0,0.0,0,0.0,1,0.5,0,3,0.079,3,1,0,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,8.8
7,Jimmy Graham,1,1,1,1.0,0.0,0.0,0,0.0,1,1.0,0,0.0,0,1,0.025,1,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,8.1
8,Ryan Griffin,1,2,15,7.5,14.0,7.0,0,0.0,1,0.5,1,0.5,0,2,0.055999999999999994,2,0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,7.5
9,Cameron Brate,1,1,3,3.0,3.0,3.0,0,0.0,0,0.0,0,0.0,0,1,0.02,1,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,6.3
10,Evan Engram,1,4,61,15.3,46.0,11.5,0,0.0,15,3.8,6,1.5,0,5,0.132,5,1,0,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.1
11,Tyler Conklin,1,7,56,8.0,22.0,3.1,0,0.0,34,4.9,3,0.4,0,9,0.22,7,0,4,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.6
12,Mark Andrews,1,4,50,12.5,35.0,8.8,0,0.0,15,3.8,5,1.3,1,9,0.243,6,2,2,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
13,Tyler Higbee,1,5,48,9.6,41.0,8.2,0,0.0,7,1.4,1,0.2,0,6,0.162,5,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,4.8
14,Kyle Pitts,1,4,48,12.0,30.0,7.5,0,0.0,18,4.5,15,3.8,0,7,0.175,4,0,0,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,4.8
15,Nick Vannett,1,3,48,16.0,0.0,0.0,0,0.0,48,16.0,9,3.0,0,4,0.098,3,0,0,2,1,1,0,0,0.0,0.0,0.0,0.0,0.0,4.8
