,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
RANK,PLAYER,G,ATT,YDS,Y/ATT,YBCON,YBCON/ATT,YACON,YACON/ATT,BRKTKL,TK LOSS,TK LOSS YDS,LNG TD,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG,REC,TGT,RZ TGT,YACON
1,Rhamondre Stevenson,1,19,76.0,4.0,41.0,2.2,35,1.8,4,0,0.0,31,1,1,1,0,0,31,4,5,2,0
2,Kenyan Drake,1,10,119.0,11.9,99.0,9.9,20,2.0,0,0,0.0,30,4,3,2,0,0,30,1,2,0,0
3,Deon Jackson,1,12,42.0,3.5,26.0,2.2,16,1.3,1,0,0.0,3,1,0,0,0,0,11,10,10,1,40
4,Breece Hall,1,20,116.0,5.8,88.0,4.4,28,1.4,0,2,-6.0,34,4,1,1,0,0,34,2,2,0,0
5,Kenneth Walker III,1,21,97.0,4.6,48.0,2.3,49,2.3,5,4,-9.0,11,4,2,1,0,0,34,2,3,0,4
6,Leonard Fournette,1,21,63.0,3.0,26.0,1.2,37,1.8,1,3,-6.0,0,1,0,0,0,0,13,6,6,1,19
7,Christian McCaffrey,1,13,69.0,5.3,45.0,3.5,24,1.8,2,0,0.0,0,2,0,0,0,0,17,7,8,1,59
8,Saquon Barkley,1,22,83.0,3.8,38.0,1.7,45,2.0,1,1,-2.0,1,0,0,0,0,0,8,3,3,0,0
9,Ezekiel Elliott,1,13,81.0,6.2,47.0,3.6,34,2.6,1,0,0.0,14,3,0,0,0,0,14,1,1,0,0
10,Dalvin Cook,1,13,77.0,5.9,16.0,1.2,61,4.7,1,1,-1.0,53,1,1,1,1,1,53,1,1,1,0
11,Austin Ekeler,1,14,36.0,2.6,15.0,1.1,21,1.5,0,3,-3.0,6,1,0,0,0,0,11,10,16,2,22
12,Miles Sanders,1,18,71.0,3.9,47.0,2.6,24,1.3,2,2,-3.0,5,1,0,0,0,0,13,1,1,0,0
13,Joe Mixon,1,8,45.0,5.6,23.0,2.9,22,2.8,1,0,0.0,0,1,0,0,0,0,10,4,6,2,11
14,Alvin Kamara,1,19,99.0,5.2,57.0,3.0,42,2.2,3,2,-3.0,0,3,1,0,0,0,24,6,9,4,6
15,Brian Robinson Jr.,1,17,60.0,3.5,33.0,1.9,27,1.6,2,1,-2.0,1,1,0,0,0,0,16,0,0,0,0
16,JaMycal Hasty,1,3,57.0,19.0,0.0,0.0,0,0.0,0,1,-5.0,61,1,1,1,1,1,61,1,1,0,0
17,Darrell Henderson Jr.,1,12,43.0,3.6,21.0,1.8,22,1.8,1,0,0.0,2,1,0,0,0,0,16,2,3,2,1
18,Najee Harris,1,14,42.0,3.0,15.0,1.1,27,1.9,3,2,-5.0,0,1,0,0,0,0,14,2,3,1,0
19,Travis Etienne Jr.,1,10,86.0,8.6,60.0,6.0,26,2.6,0,3,-6.0,0,2,2,1,1,0,48,2,2,0,0
20,Devin Singletary,1,17,85.0,5.0,62.0,3.6,23,1.4,1,2,-3.0,0,2,0,0,0,0,14,4,5,2,7
21,David Montgomery,1,15,67.0,4.5,29.0,1.9,38,2.5,0,0,0.0,0,1,0,0,0,0,13,1,1,0,0
22,Khalil Herbert,1,7,74.0,10.6,5.0,0.7,69,9.9,1,0,0.0,0,1,1,1,1,1,63,0,0,0,0
23,Nick Chubb,1,12,56.0,4.7,49.0,4.1,7,0.6,0,1,-2.0,0,1,0,0,0,0,18,1,2,0,10
24,Eno Benjamin,1,15,37.0,2.5,18.0,1.2,19,1.3,4,2,-4.0,0,0,0,0,0,0,6,3,3,0,11
25,Latavius Murray,1,15,66.0,4.4,29.0,1.9,37,2.5,0,1,-1.0,0,1,0,0,0,0,14,1,1,0,0
26,Caleb Huntley,1,16,59.0,3.7,31.0,1.9,28,1.8,0,0,0.0,0,1,0,0,0,0,16,0,0,0,0
27,Mark Ingram II,1,9,46.0,5.1,28.0,3.1,18,2.0,1,1,-1.0,0,2,0,0,0,0,14,1,2,0,0
28,James Robinson,1,12,54.0,4.5,40.0,3.3,14,1.2,0,0,0.0,0,2,0,0,0,0,14,1,1,0,0
29,Antonio Gibson,1,5,35.0,7.0,30.0,6.0,5,1.0,0,0,0.0,0,1,0,0,0,0,18,3,4,0,6
30,Tony Pollard,1,11,44.0,4.0,27.0,2.5,17,1.5,1,0,0.0,0,1,0,0,0,0,15,2,3,0,0
31,AJ Dillon,1,10,41.0,4.1,35.0,3.5,6,0.6,0,1,-2.0,0,1,0,0,0,0,19,4,6,0,0
32,Tyler Allgeier,1,15,51.0,3.4,25.0,1.7,26,1.7,0,1,-1.0,0,0,0,0,0,0,8,0,0,0,0
33,Raheem Mostert,1,14,49.0,3.5,30.0,2.1,19,1.4,0,2,-2.0,0,1,0,0,0,0,16,1,2,0,0
34,Michael Carter,1,6,41.0,6.8,31.0,5.2,10,1.7,0,0,0.0,0,1,1,0,0,0,25,1,1,0,3
35,Aaron Jones,1,9,19.0,2.1,11.0,1.2,8,0.9,0,1,-5.0,0,0,0,0,0,0,7,3,4,0,1
36,Sony Michel,1,8,28.0,3.5,7.0,0.9,21,2.6,2,0,0.0,0,0,0,0,0,0,7,3,3,0,4
37,Clyde Edwards-Helaire,1,9,33.0,3.7,26.0,2.9,7,0.8,0,0,0.0,0,1,0,0,0,0,11,0,0,0,0
38,Kyle Juszczyk,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,4,4,0,2
39,Phillip Lindsay,1,3,7.0,2.3,5.0,1.7,2,0.7,0,0,0.0,0,0,0,0,0,0,3,3,3,0,0
40,Chase Edmonds,1,2,3.0,1.5,1.0,0.5,2,1.0,0,0,0.0,0,0,0,0,0,0,2,2,2,1,3
41,Jerick McKinnon,1,2,1.0,0.5,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,3,3,0,0
42,Malcolm Brown,1,7,15.0,2.1,9.0,1.3,6,0.9,1,2,-4.0,0,1,0,0,0,0,10,1,1,0,0
43,Kenneth Gainwell,1,5,25.0,5.0,18.0,3.6,7,1.4,0,0,0.0,0,0,0,0,0,0,9,0,0,0,0
44,Rachaad White,1,4,12.0,3.0,4.0,1.0,8,2.0,1,0,0.0,0,0,0,0,0,0,8,3,4,2,4
