,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
RANK,PLAYER,G,ATT,YDS,Y/ATT,YBCON,YBCON/ATT,YACON,YACON/ATT,BRKTKL,TK LOSS,TK LOSS YDS,LNG TD,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG,REC,TGT,RZ TGT,YACON
1,Austin Ekeler,1,10,122.0,12.2,39.0,3.9,83,8.3,3,0,0.0,72,3,1,1,1,1,72,4,4,1,16
2,Christian McCaffrey,1,19,121.0,6.4,78.0,4.1,43,2.3,0,2,-3.0,14,3,1,1,0,0,37,6,9,0,38
3,D'Andre Swift,1,11,78.0,7.1,45.0,4.1,33,3.0,1,2,-2.0,17,2,1,1,0,0,35,4,4,0,4
4,Jamaal Williams,1,22,144.0,6.5,56.0,2.5,88,4.0,2,3,-4.0,2,2,1,1,1,1,58,1,1,0,4
5,Travis Etienne Jr.,1,9,108.0,12.0,89.0,9.9,19,2.1,1,1,-2.0,62,2,2,1,1,1,62,3,3,1,0
6,Najee Harris,1,22,111.0,5.0,50.0,2.3,61,2.8,3,1,-7.0,0,2,0,0,0,0,15,2,3,2,0
7,Jerick McKinnon,1,2,4.0,2.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,4,5,6,3,7
8,Josh Jacobs,1,17,69.0,4.1,32.0,1.9,37,2.2,0,1,-1.0,1,0,0,0,0,0,9,4,5,1,3
9,Tyler Allgeier,1,20,83.0,4.2,66.0,3.3,17,0.9,0,3,-5.0,5,2,0,0,0,0,17,1,1,0,10
10,Raheem Mostert,1,9,29.0,3.2,14.0,1.6,15,1.7,0,0,0.0,0,0,0,0,0,0,6,8,8,1,29
11,Cordarrelle Patterson,1,9,42.0,4.7,34.0,3.8,8,0.9,1,2,-2.0,5,1,1,0,0,0,22,6,8,1,0
12,Kenneth Walker III,1,23,133.0,5.8,118.0,5.1,15,0.7,0,1,-2.0,0,3,1,1,1,1,60,1,1,0,9
13,Cam Akers,1,19,123.0,6.5,56.0,2.9,67,3.5,4,3,-6.0,0,2,1,1,1,0,42,1,2,0,7
14,JaMycal Hasty,1,10,33.0,3.3,0.0,0.0,0,0.0,0,2,-6.0,5,1,0,0,0,0,11,6,6,0,10
15,Nick Chubb,1,14,104.0,7.4,61.0,4.4,43,3.1,3,0,0.0,0,2,1,1,0,0,35,1,1,0,3
16,Aaron Jones,1,14,111.0,7.9,80.0,5.7,31,2.2,1,1,-3.0,0,3,1,1,0,0,31,2,3,0,2
17,James Conner,1,16,79.0,4.9,60.0,3.8,19,1.2,0,0,0.0,0,1,0,0,0,0,16,3,3,0,10
18,Isiah Pacheco,1,9,31.0,3.4,30.0,3.3,1,0.1,0,0,0.0,5,0,0,0,0,0,6,2,2,1,3
19,AJ Dillon,1,12,41.0,3.4,11.0,0.9,30,2.5,0,0,0.0,2,1,0,0,0,0,10,0,1,0,0
20,Jaylen Warren,1,12,76.0,6.3,48.0,4.0,28,2.3,0,1,-2.0,0,1,1,1,0,0,31,3,3,0,5
21,DeeJay Dallas,1,7,43.0,6.1,30.0,4.3,13,1.9,1,0,0.0,0,1,0,0,0,0,17,3,4,0,0
22,Ezekiel Elliott,1,19,37.0,1.9,9.0,0.5,28,1.5,1,1,-3.0,1,0,0,0,0,0,6,0,0,0,0
23,J.K. Dobbins,1,17,93.0,5.5,53.0,3.1,40,2.4,2,1,-2.0,0,4,1,0,0,0,22,0,0,0,0
24,Brian Robinson Jr.,1,24,87.0,3.6,36.0,1.5,51,2.1,1,1,-2.0,0,2,0,0,0,0,14,0,1,0,0
25,Malcolm Brown,1,1,23.0,23.0,0.0,0.0,0,0.0,0,0,0.0,23,1,1,0,0,0,23,0,0,0,0
26,Alvin Kamara,1,16,73.0,4.6,43.0,2.7,30,1.9,0,0,0.0,0,2,0,0,0,0,15,1,1,0,2
27,Snoop Conner,1,5,17.0,3.4,15.0,3.0,2,0.4,0,0,0.0,3,0,0,0,0,0,8,0,0,0,0
28,Jeff Wilson Jr.,1,15,45.0,3.0,25.0,1.7,20,1.3,0,0,0.0,0,1,0,0,0,0,11,3,7,0,4
29,Zack Moss,1,15,74.0,4.9,42.0,2.8,32,2.1,2,1,-3.0,0,2,0,0,0,0,12,0,0,0,0
30,Jordan Mason,1,2,13.0,6.5,7.0,3.5,6,3.0,0,1,-1.0,14,1,0,0,0,0,14,0,0,0,0
31,Chase Edmonds,1,7,34.0,4.9,0.0,0.0,0,0.0,0,0,0.0,0,1,0,0,0,0,10,3,3,0,6
32,Latavius Murray,1,12,56.0,4.7,51.0,4.3,5,0.4,0,1,-1.0,0,2,0,0,0,0,19,4,6,0,0
33,Matt Breida,1,9,59.0,6.6,44.0,4.9,15,1.7,1,0,0.0,0,2,0,0,0,0,18,1,1,0,5
34,Chuba Hubbard,1,3,12.0,4.0,8.0,2.7,4,1.3,0,0,0.0,0,0,0,0,0,0,7,3,3,0,5
35,Malik Davis,1,10,39.0,3.9,25.0,2.5,14,1.4,1,2,-2.0,0,1,1,0,0,0,23,2,2,1,10
36,Miles Sanders,1,12,61.0,5.1,33.0,2.8,28,2.3,0,0,0.0,0,1,0,0,0,0,14,0,0,0,0
37,Ty Johnson,1,8,46.0,5.8,26.0,3.3,20,2.5,1,1,-1.0,0,2,1,0,0,0,22,1,5,0,0
38,Saquon Barkley,1,12,58.0,4.8,46.0,3.8,12,1.0,0,1,-1.0,0,2,0,0,0,0,19,2,4,1,0
39,Hassan Haskins,1,12,40.0,3.3,4.0,0.3,36,3.0,2,0,0.0,0,1,0,0,0,0,12,2,3,0,3
40,Rhamondre Stevenson,1,8,42.0,5.3,20.0,2.5,22,2.8,1,0,0.0,0,1,0,0,0,0,18,2,4,0,6
41,Damien Harris,1,9,31.0,3.4,15.0,1.7,16,1.8,1,0,0.0,0,1,0,0,0,0,11,3,3,0,6
42,Rachaad White,1,11,22.0,2.0,5.0,0.5,17,1.5,1,1,-1.0,0,0,0,0,0,0,7,5,5,1,8
43,Leonard Fournette,1,10,28.0,2.8,12.0,1.2,16,1.6,0,2,-2.0,0,0,0,0,0,0,7,4,4,0,8
