,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
28,Rhamondre Stevenson,1,10,54.0,5.4,14.0,1.4,40,4.0,3,1,-4.0,0,3,0,0,0,0,16,6,8,0,10
29,Alexander Mattison,1,3,14.0,4.7,11.0,3.7,3,1.0,0,1,-3.0,14,1,0,0,0,0,14,2,2,0,1
30,Kareem Hunt,1,9,56.0,6.2,22.0,2.4,34,3.8,1,1,-2.0,0,2,0,0,0,0,15,2,3,0,0
31,Kyle Juszczyk,1,1,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,3,3,1,0
32,Chris Evans,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1
33,Latavius Murray,1,17,47.0,2.8,31.0,1.8,16,0.9,1,1,-2.0,0,0,0,0,0,0,7,4,4,0,2
34,Cordarrelle Patterson,1,11,60.0,5.5,33.0,3.0,27,2.5,1,2,-7.0,0,2,1,0,0,0,22,0,0,0,0
35,Antonio Gibson,1,9,39.0,4.3,30.0,3.3,9,1.0,0,0,0.0,0,0,0,0,0,0,7,2,4,1,0
36,Kenneth Gainwell,1,3,15.0,5.0,13.0,4.3,2,0.7,0,1,-1.0,0,1,0,0,0,0,13,3,4,0,1
37,Tyler Allgeier,1,10,52.0,5.2,22.0,2.2,30,3.0,1,0,0.0,0,1,1,0,0,0,20,0,0,0,0
38,Jordan Mason,1,8,51.0,6.4,39.0,4.9,12,1.5,1,0,0.0,0,2,0,0,0,0,19,0,0,0,0
39,Aaron Jones,1,9,26.0,2.9,12.0,1.3,14,1.6,2,4,-11.0,0,1,0,0,0,0,11,5,5,1,7
40,Mark Ingram II,1,7,27.0,3.9,13.0,1.9,14,2.0,0,0,0.0,0,0,0,0,0,0,7,5,5,1,6
41,Travis Etienne Jr.,1,13,54.0,4.2,45.0,3.5,9,0.7,0,1,-1.0,0,1,0,0,0,0,13,3,3,0,0
42,Kenyan Drake,1,7,29.0,4.1,24.0,3.4,5,0.7,0,0,0.0,0,1,0,0,0,0,12,2,3,1,3
43,Ty Johnson,1,1,3.0,3.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,3,6,7,0,0
44,Derrick Henry,1,11,30.0,2.7,27.0,2.5,3,0.3,0,0,0.0,0,0,0,0,0,0,6,2,3,1,0
45,DeeJay Dallas,1,10,37.0,3.7,19.0,1.9,18,1.8,0,0,0.0,0,0,0,0,0,0,7,0,1,0,0
46,Alvin Kamara,1,12,26.0,2.2,11.0,0.9,15,1.3,0,0,0.0,0,0,0,0,0,0,5,2,3,2,8
47,Kenneth Walker III,1,3,36.0,12.0,27.0,9.0,9,3.0,0,0,0.0,0,1,1,1,0,0,30,0,1,0,0
48,Benny Snell Jr.,1,6,24.0,4.0,12.0,2.0,12,2.0,0,0,0.0,0,0,0,0,0,0,6,1,1,0,5
49,Tony Jones Jr.,1,7,14.0,2.0,3.0,0.4,11,1.6,1,2,-4.0,0,0,0,0,0,0,7,2,4,0,0
50,Raheem Mostert,1,7,30.0,4.3,20.0,2.9,10,1.4,0,0,0.0,0,0,0,0,0,0,8,0,0,0,0
51,Joshua Kelley,1,7,30.0,4.3,27.0,3.9,3,0.4,1,0,0.0,0,0,0,0,0,0,7,0,1,0,0
52,Mike Boone,1,6,18.0,3.0,13.0,2.2,5,0.8,1,1,-1.0,0,1,0,0,0,0,10,1,1,0,3
53,Justin Jackson,1,1,4.0,4.0,3.0,3.0,1,1.0,0,0,0.0,0,0,0,0,0,0,4,3,5,0,10
54,Darrynton Evans,1,3,21.0,7.0,3.0,1.0,18,6.0,0,0,0.0,0,1,1,0,0,0,21,0,0,0,0
55,Boston Scott,1,6,16.0,2.7,10.0,1.7,6,1.0,0,1,-2.0,0,0,0,0,0,0,5,1,1,0,0
56,Dare Ogunbowale,1,2,8.0,4.0,4.0,2.0,4,2.0,0,0,0.0,0,0,0,0,0,0,6,2,3,0,2
57,Jaylen Warren,1,1,5.0,5.0,1.0,1.0,4,4.0,0,0,0.0,0,0,0,0,0,0,5,2,2,0,4
58,Nyheim Hines,1,2,-3.0,-1.5,0.0,0.0,0,0.0,0,1,-3.0,0,0,0,0,0,0,0,1,2,0,2
59,Zack Moss,1,3,18.0,6.0,8.0,2.7,10,3.3,0,0,0.0,0,0,0,0,0,0,9,0,0,0,0
60,Caleb Huntley,1,4,17.0,4.3,12.0,3.0,5,1.3,0,0,0.0,0,0,0,0,0,0,6,0,0,0,0
61,Dontrell Hilliard,1,1,2.0,2.0,1.0,1.0,1,1.0,0,0,0.0,0,0,0,0,0,0,2,2,2,1,0
62,Alec Ingold,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,3,4,1,1
63,Julius Chestnut,1,5,13.0,2.6,7.0,1.4,6,1.2,1,1,-2.0,0,0,0,0,0,0,5,0,0,0,0
64,Gus Edwards,1,6,12.0,2.0,7.0,1.2,5,0.8,0,0,0.0,0,0,0,0,0,0,4,0,0,0,0
65,James Robinson,1,4,10.0,2.5,8.0,2.0,2,0.5,0,0,0.0,0,0,0,0,0,0,4,0,0,0,0
66,Kyren Williams,1,3,9.0,3.0,2.0,0.7,7,2.3,0,0,0.0,0,0,0,0,0,0,4,0,1,0,0
67,Marlon Mack,1,2,3.0,1.5,2.0,1.0,1,0.5,0,1,-1.0,0,0,0,0,0,0,4,1,1,0,0
68,Derek Watt,1,1,4.0,4.0,1.0,1.0,3,3.0,0,0,0.0,0,0,0,0,0,0,4,1,1,0,0
69,Deon Jackson,1,2,6.0,3.0,2.0,1.0,4,2.0,0,0,0.0,0,0,0,0,0,0,5,0,1,0,0
70,Zamir White,1,2,6.0,3.0,2.0,1.0,4,2.0,0,0,0.0,0,0,0,0,0,0,3,0,0,0,0
71,Patrick Taylor Jr.,1,1,6.0,6.0,4.0,4.0,2,2.0,0,0,0.0,0,0,0,0,0,0,6,0,0,0,0
72,Snoop Conner,1,1,6.0,6.0,3.0,3.0,3,3.0,0,0,0.0,0,0,0,0,0,0,6,0,0,0,0
73,Justice Hill,1,1,2.0,2.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,2,2,0,0
74,Ameer Abdullah,1,1,4.0,4.0,2.0,2.0,2,2.0,0,0,0.0,0,0,0,0,0,0,4,0,1,0,0
75,Matt Breida,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0
76,Trayveon Williams,1,1,3.0,3.0,1.0,1.0,2,2.0,0,0,0.0,0,0,0,0,0,0,3,0,0,0,0
77,Jerome Ford,1,3,3.0,1.0,-1.0,-0.3,4,1.3,0,1,-1.0,0,0,0,0,0,0,4,0,0,0,0
78,Jeff Wilson Jr.,1,1,3.0,3.0,0.0,0.0,3,3.0,0,0,0.0,0,0,0,0,0,0,3,0,2,0,0
79,Adam Prentice,1,1,2.0,2.0,0.0,0.0,2,2.0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0
80,Jonathan Williams,1,1,1.0,1.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0
81,Kevin Harris,1,1,-1.0,-1.0,0.0,0.0,0,0.0,0,1,-1.0,0,0,0,0,0,0,0,0,0,0,0
82,Trey Sermon,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
83,Raheem Blackshear,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
84,Jake Funk,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
85,Myles Gaskin,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
86,Ke'Shawn Vaughn,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
87,Ty Chandler,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
88,Keaontay Ingram,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
89,Brittain Brown,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
90,Keith Smith,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
91,Bryant Koback,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
92,J.J. Taylor,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
93,La'Mical Perine,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
94,Jaret Patterson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
95,Tyler Badie,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
96,Ronnie Rivers,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
97,JaMycal Hasty,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
98,Trestan Ebner,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
99,Jermar Jefferson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
100,D'Ernest Johnson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
101,Demetric Felton Jr.,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
102,Chuba Hubbard,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
103,D'Onta Foreman,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
104,Elijah Mitchell,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
105,Khalil Herbert,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
106,C.J. Ham,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
107,Chase Edmonds,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
108,Joe Mixon,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
109,Patrick Ricard,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0
110,Breece Hall,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
111,Michael Carter,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
112,Jakob Johnson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
113,Kene Nwangwu,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
114,Khari Blasingame,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
115,Pierre Strong Jr.,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
116,J.K. Dobbins,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
117,Hassan Haskins,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
118,Reggie Gilliam,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
119,Avery Williams,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
120,Tyrion Davis-Price,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
121,Craig Reynolds,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
122,Javonte Williams,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
123,Travis Homer,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
124,Rico Dowdle,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
125,Michael Burton,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
126,Clyde Edwards-Helaire,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
127,Jonathan Ward,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
128,James Conner,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
129,Gary Brightwell,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
130,Troy Hairston II,0,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
